Month,Zipcode,Crime rate per 1000
05/2023,85607,0.8
05/2023,85608,0.8
05/2023,85609,0.8
05/2023,85610,0.8
05/2023,85611,0.8
05/2023,85613,0.8
05/2023,85615,0.8
05/2023,85616,0.8
05/2023,85617,0.8
05/2023,85620,0.8
05/2023,85625,0.8
05/2023,85626,0.8
05/2023,85627,0.8
05/2023,85630,0.8
05/2023,85632,0.8
05/2023,85635,0.8
05/2023,85636,0.8
05/2023,85638,0.8
05/2023,85643,0.8
05/2023,85644,0.8
05/2023,85650,0.8
05/2023,85655,0.8
05/2023,85670,0.8
06/2023,04003,0.5
06/2023,85602,0.5
06/2023,85603,0.5
06/2023,85605,0.5
06/2023,85606,0.5
06/2023,85607,0.5
06/2023,85608,0.5
06/2023,85609,0.5
06/2023,85610,0.5
06/2023,85611,0.5
06/2023,85613,0.5
06/2023,85615,0.5
06/2023,85616,0.5
06/2023,85617,0.5
06/2023,85620,0.5
06/2023,85625,0.5
06/2023,85626,0.5
06/2023,85627,0.5
06/2023,85630,0.5
06/2023,85632,0.5
06/2023,85635,0.5
06/2023,85636,0.5
06/2023,85638,0.5
06/2023,85643,0.5
06/2023,85644,0.5
06/2023,85650,0.5
06/2023,85655,0.5
06/2023,85670,0.5
07/2023,04003,0.34
07/2023,85602,0.34
07/2023,85603,0.34
07/2023,85605,0.34
07/2023,85606,0.34
07/2023,85607,0.34
07/2023,85608,0.34
07/2023,85609,0.34
07/2023,85610,0.34
07/2023,85611,0.34
07/2023,85613,0.34
07/2023,85615,0.34
07/2023,85616,0.34
07/2023,85617,0.34
07/2023,85620,0.34
07/2023,85625,0.34
07/2023,85626,0.34
07/2023,85627,0.34
07/2023,85630,0.34
07/2023,85632,0.34
07/2023,85635,0.34
07/2023,85636,0.34
07/2023,85638,0.34
07/2023,85643,0.34
07/2023,85644,0.34
07/2023,85650,0.34
07/2023,85655,0.34
07/2023,85670,0.34
08/2023,04003,0.39
08/2023,85602,0.39
08/2023,85603,0.39
08/2023,85605,0.39
08/2023,85606,0.39
08/2023,85607,0.39
08/2023,85608,0.39
08/2023,85609,0.39
08/2023,85610,0.39
08/2023,85611,0.39
08/2023,85613,0.39
08/2023,85615,0.39
08/2023,85616,0.39
08/2023,85617,0.39
08/2023,85620,0.39
08/2023,85625,0.39
08/2023,85626,0.39
08/2023,85627,0.39
08/2023,85630,0.39
08/2023,85632,0.39
08/2023,85635,0.39
08/2023,85636,0.39
08/2023,85638,0.39
08/2023,85643,0.39
08/2023,85644,0.39
08/2023,85650,0.39
08/2023,85655,0.39
08/2023,85670,0.39
09/2023,04003,0.52
09/2023,85602,0.52
09/2023,85603,0.52
09/2023,85605,0.52
09/2023,85606,0.52
09/2023,85607,0.52
09/2023,85608,0.52
09/2023,85609,0.52
09/2023,85610,0.52
09/2023,85611,0.52
09/2023,85613,0.52
09/2023,85615,0.52
09/2023,85616,0.52
09/2023,85617,0.52
09/2023,85620,0.52
09/2023,85625,0.52
09/2023,85626,0.52
09/2023,85627,0.52
09/2023,85630,0.52
09/2023,85632,0.52
09/2023,85635,0.52
09/2023,85636,0.52
09/2023,85638,0.52
09/2023,85643,0.52
09/2023,85644,0.52
09/2023,85650,0.52
09/2023,85655,0.52
09/2023,85670,0.52
10/2023,04003,0.46
10/2023,85602,0.46
10/2023,85603,0.46
10/2023,85605,0.46
10/2023,85606,0.46
10/2023,85607,0.46
10/2023,85608,0.46
10/2023,85609,0.46
10/2023,85610,0.46
10/2023,85611,0.46
10/2023,85613,0.46
10/2023,85615,0.46
10/2023,85616,0.46
10/2023,85617,0.46
10/2023,85620,0.46
10/2023,85625,0.46
10/2023,85626,0.46
10/2023,85627,0.46
10/2023,85630,0.46
10/2023,85632,0.46
10/2023,85635,0.46
10/2023,85636,0.46
10/2023,85638,0.46
10/2023,85643,0.46
10/2023,85644,0.46
10/2023,85650,0.46
10/2023,85655,0.46
10/2023,85670,0.46
11/2023,04003,0.68
11/2023,85602,0.68
11/2023,85603,0.68
11/2023,85605,0.68
11/2023,85606,0.68
11/2023,85607,0.68
11/2023,85608,0.68
11/2023,85609,0.68
11/2023,85610,0.68
11/2023,85611,0.68
11/2023,85613,0.68
11/2023,85615,0.68
11/2023,85616,0.68
11/2023,85617,0.68
11/2023,85620,0.68
11/2023,85625,0.68
11/2023,85626,0.68
11/2023,85627,0.68
11/2023,85630,0.68
11/2023,85632,0.68
11/2023,85635,0.68
11/2023,85636,0.68
11/2023,85638,0.68
11/2023,85643,0.68
11/2023,85644,0.68
11/2023,85650,0.68
11/2023,85655,0.68
11/2023,85670,0.68
12/2023,04003,0.47
12/2023,85602,0.47
12/2023,85603,0.47
12/2023,85605,0.47
12/2023,85606,0.47
12/2023,85607,0.47
12/2023,85608,0.47
12/2023,85609,0.47
12/2023,85610,0.47
12/2023,85611,0.47
12/2023,85613,0.47
12/2023,85615,0.47
12/2023,85616,0.47
12/2023,85617,0.47
12/2023,85620,0.47
12/2023,85625,0.47
12/2023,85626,0.47
12/2023,85627,0.47
12/2023,85630,0.47
12/2023,85632,0.47
12/2023,85635,0.47
12/2023,85636,0.47
12/2023,85638,0.47
12/2023,85643,0.47
12/2023,85644,0.47
12/2023,85650,0.47
12/2023,85655,0.47
12/2023,85670,0.47
01/2018,04007,1.35
01/2018,85135,1.35
01/2018,85192,1.35
01/2018,85501,1.35
01/2018,85502,1.35
01/2018,85532,1.35
01/2018,85539,1.35
01/2018,85541,1.35
01/2018,85542,1.35
01/2018,85544,1.35
01/2018,85545,1.35
01/2018,85547,1.35
01/2018,85550,1.35
01/2018,85553,1.35
01/2018,85554,1.35
02/2018,04007,0.94
02/2018,85135,0.94
02/2018,85192,0.94
02/2018,85501,0.94
02/2018,85502,0.94
02/2018,85532,0.94
02/2018,85539,0.94
02/2018,85541,0.94
02/2018,85542,0.94
02/2018,85544,0.94
02/2018,85545,0.94
02/2018,85547,0.94
02/2018,85550,0.94
02/2018,85553,0.94
02/2018,85554,0.94
03/2018,04007,1.16
03/2018,85135,1.16
03/2018,85192,1.16
03/2018,85501,1.16
03/2018,85502,1.16
03/2018,85532,1.16
03/2018,85539,1.16
03/2018,85541,1.16
03/2018,85542,1.16
03/2018,85544,1.16
03/2018,85545,1.16
03/2018,85547,1.16
03/2018,85550,1.16
03/2018,85553,1.16
03/2018,85554,1.16
04/2018,04007,1.39
04/2018,85135,1.39
04/2018,85192,1.39
04/2018,85501,1.39
04/2018,85502,1.39
04/2018,85532,1.39
04/2018,85539,1.39
04/2018,85541,1.39
04/2018,85542,1.39
04/2018,85544,1.39
04/2018,85545,1.39
04/2018,85547,1.39
04/2018,85550,1.39
04/2018,85553,1.39
04/2018,85554,1.39
05/2018,04007,1.48
05/2018,85135,1.48
05/2018,85192,1.48
05/2018,85501,1.48
05/2018,85502,1.48
05/2018,85532,1.48
05/2018,85539,1.48
05/2018,85541,1.48
05/2018,85542,1.48
05/2018,85544,1.48
05/2018,85545,1.48
05/2018,85547,1.48
05/2018,85550,1.48
05/2018,85553,1.48
05/2018,85554,1.48
06/2018,04007,1.33
06/2018,85135,1.33
06/2018,85192,1.33
06/2018,85501,1.33
06/2018,85502,1.33
06/2018,85532,1.33
06/2018,85539,1.33
06/2018,85541,1.33
06/2018,85542,1.33
06/2018,85544,1.33
06/2018,85545,1.33
06/2018,85547,1.33
06/2018,85550,1.33
06/2018,85553,1.33
06/2018,85554,1.33
07/2018,04007,1.16
07/2018,85135,1.16
07/2018,85192,1.16
07/2018,85501,1.16
07/2018,85502,1.16
07/2018,85532,1.16
07/2018,85539,1.16
07/2018,85541,1.16
07/2018,85542,1.16
07/2018,85544,1.16
07/2018,85545,1.16
07/2018,85547,1.16
07/2018,85550,1.16
07/2018,85553,1.16
07/2018,85554,1.16
08/2018,04007,1.29
08/2018,85135,1.29
08/2018,85192,1.29
08/2018,85501,1.29
08/2018,85502,1.29
08/2018,85532,1.29
08/2018,85539,1.29
08/2018,85541,1.29
08/2018,85542,1.29
08/2018,85544,1.29
08/2018,85545,1.29
08/2018,85547,1.29
08/2018,85550,1.29
08/2018,85553,1.29
08/2018,85554,1.29
09/2018,04007,1.25
09/2018,85135,1.25
09/2018,85192,1.25
09/2018,85501,1.25
09/2018,85502,1.25
09/2018,85532,1.25
09/2018,85539,1.25
09/2018,85541,1.25
09/2018,85542,1.25
09/2018,85544,1.25
09/2018,85545,1.25
09/2018,85547,1.25
09/2018,85550,1.25
09/2018,85553,1.25
09/2018,85554,1.25
10/2018,04007,1.31
10/2018,85135,1.31
10/2018,85192,1.31
10/2018,85501,1.31
10/2018,85502,1.31
10/2018,85532,1.31
10/2018,85539,1.31
10/2018,85541,1.31
10/2018,85542,1.31
10/2018,85544,1.31
10/2018,85545,1.31
10/2018,85547,1.31
10/2018,85550,1.31
10/2018,85553,1.31
10/2018,85554,1.31
11/2018,04007,1.22
11/2018,85135,1.22
11/2018,85192,1.22
11/2018,85501,1.22
11/2018,85502,1.22
11/2018,85532,1.22
11/2018,85539,1.22
11/2018,85541,1.22
11/2018,85542,1.22
11/2018,85544,1.22
11/2018,85545,1.22
11/2018,85547,1.22
11/2018,85550,1.22
11/2018,85553,1.22
11/2018,85554,1.22
12/2018,04007,1.24
12/2018,85135,1.24
12/2018,85192,1.24
12/2018,85501,1.24
12/2018,85502,1.24
12/2018,85532,1.24
12/2018,85539,1.24
12/2018,85541,1.24
12/2018,85542,1.24
12/2018,85544,1.24
12/2018,85545,1.24
12/2018,85547,1.24
12/2018,85550,1.24
12/2018,85553,1.24
12/2018,85554,1.24
01/2019,04007,1.25
01/2019,85135,1.25
01/2019,85192,1.25
01/2019,85501,1.25
01/2019,85502,1.25
01/2019,85532,1.25
01/2019,85539,1.25
01/2019,85541,1.25
01/2019,85542,1.25
01/2019,85544,1.25
01/2019,85545,1.25
01/2019,85547,1.25
01/2019,85550,1.25
01/2019,85553,1.25
01/2019,85554,1.25
02/2019,04007,0.95
02/2019,85135,0.95
02/2019,85192,0.95
02/2019,85501,0.95
02/2019,85502,0.95
02/2019,85532,0.95
02/2019,85539,0.95
02/2019,85541,0.95
02/2019,85542,0.95
02/2019,85544,0.95
02/2019,85545,0.95
02/2019,85547,0.95
02/2019,85550,0.95
02/2019,85553,0.95
02/2019,85554,0.95
03/2019,04007,1.33
03/2019,85135,1.33
03/2019,85192,1.33
03/2019,85501,1.33
03/2019,85502,1.33
03/2019,85532,1.33
03/2019,85539,1.33
03/2019,85541,1.33
03/2019,85542,1.33
03/2019,85544,1.33
03/2019,85545,1.33
03/2019,85547,1.33
03/2019,85550,1.33
03/2019,85553,1.33
03/2019,85554,1.33
04/2019,04007,1.77
04/2019,85135,1.77
04/2019,85192,1.77
04/2019,85501,1.77
04/2019,85502,1.77
04/2019,85532,1.77
04/2019,85539,1.77
04/2019,85541,1.77
04/2019,85542,1.77
04/2019,85544,1.77
04/2019,85545,1.77
04/2019,85547,1.77
04/2019,85550,1.77
04/2019,85553,1.77
04/2019,85554,1.77
05/2019,04007,1.53
05/2019,85135,1.53
05/2019,85192,1.53
05/2019,85501,1.53
05/2019,85502,1.53
05/2019,85532,1.53
05/2019,85539,1.53
05/2019,85541,1.53
05/2019,85542,1.53
05/2019,85544,1.53
05/2019,85545,1.53
05/2019,85547,1.53
05/2019,85550,1.53
05/2019,85553,1.53
05/2019,85554,1.53
06/2019,04007,1.27
06/2019,85135,1.27
06/2019,85192,1.27
06/2019,85501,1.27
06/2019,85502,1.27
06/2019,85532,1.27
06/2019,85539,1.27
06/2019,85541,1.27
06/2019,85542,1.27
06/2019,85544,1.27
06/2019,85545,1.27
06/2019,85547,1.27
06/2019,85550,1.27
06/2019,85553,1.27
06/2019,85554,1.27
07/2019,04007,1.18
07/2019,85135,1.18
07/2019,85192,1.18
07/2019,85501,1.18
07/2019,85502,1.18
07/2019,85532,1.18
07/2019,85539,1.18
07/2019,85541,1.18
07/2019,85542,1.18
07/2019,85544,1.18
07/2019,85545,1.18
07/2019,85547,1.18
07/2019,85550,1.18
07/2019,85553,1.18
07/2019,85554,1.18
08/2019,04007,1.01
08/2019,85135,1.01
08/2019,85192,1.01
08/2019,85501,1.01
08/2019,85502,1.01
08/2019,85532,1.01
08/2019,85539,1.01
08/2019,85541,1.01
08/2019,85542,1.01
08/2019,85544,1.01
08/2019,85545,1.01
08/2019,85547,1.01
08/2019,85550,1.01
08/2019,85553,1.01
08/2019,85554,1.01
09/2019,04007,1.2
09/2019,85135,1.2
09/2019,85192,1.2
09/2019,85501,1.2
09/2019,85502,1.2
09/2019,85532,1.2
09/2019,85539,1.2
09/2019,85541,1.2
09/2019,85542,1.2
09/2019,85544,1.2
09/2019,85545,1.2
09/2019,85547,1.2
09/2019,85550,1.2
09/2019,85553,1.2
09/2019,85554,1.2
10/2019,04007,1.61
10/2019,85135,1.61
10/2019,85192,1.61
10/2019,85501,1.61
10/2019,85502,1.61
10/2019,85532,1.61
10/2019,85539,1.61
10/2019,85541,1.61
10/2019,85542,1.61
10/2019,85544,1.61
10/2019,85545,1.61
10/2019,85547,1.61
10/2019,85550,1.61
10/2019,85553,1.61
10/2019,85554,1.61
11/2019,04007,1.01
11/2019,85135,1.01
11/2019,85192,1.01
11/2019,85501,1.01
11/2019,85502,1.01
11/2019,85532,1.01
11/2019,85539,1.01
11/2019,85541,1.01
11/2019,85542,1.01
11/2019,85544,1.01
11/2019,85545,1.01
11/2019,85547,1.01
11/2019,85550,1.01
11/2019,85553,1.01
11/2019,85554,1.01
12/2019,04007,1.34
12/2019,85135,1.34
12/2019,85192,1.34
12/2019,85501,1.34
12/2019,85502,1.34
12/2019,85532,1.34
12/2019,85539,1.34
12/2019,85541,1.34
12/2019,85542,1.34
12/2019,85544,1.34
12/2019,85545,1.34
12/2019,85547,1.34
12/2019,85550,1.34
12/2019,85553,1.34
12/2019,85554,1.34
01/2020,04007,1.19
01/2020,85135,1.19
01/2020,85192,1.19
01/2020,85501,1.19
01/2020,85502,1.19
01/2020,85532,1.19
01/2020,85539,1.19
01/2020,85541,1.19
01/2020,85542,1.19
01/2020,85544,1.19
01/2020,85545,1.19
01/2020,85547,1.19
01/2020,85550,1.19
01/2020,85553,1.19
01/2020,85554,1.19
02/2020,04007,1.3
02/2020,85135,1.3
02/2020,85192,1.3
02/2020,85501,1.3
02/2020,85502,1.3
02/2020,85532,1.3
02/2020,85539,1.3
02/2020,85541,1.3
02/2020,85542,1.3
02/2020,85544,1.3
02/2020,85545,1.3
02/2020,85547,1.3
02/2020,85550,1.3
02/2020,85553,1.3
02/2020,85554,1.3
03/2020,04007,1.06
03/2020,85135,1.06
03/2020,85192,1.06
03/2020,85501,1.06
03/2020,85502,1.06
03/2020,85532,1.06
03/2020,85539,1.06
03/2020,85541,1.06
03/2020,85542,1.06
03/2020,85544,1.06
03/2020,85545,1.06
03/2020,85547,1.06
03/2020,85550,1.06
03/2020,85553,1.06
03/2020,85554,1.06
04/2020,04007,1.3
04/2020,85135,1.3
04/2020,85192,1.3
04/2020,85501,1.3
04/2020,85502,1.3
04/2020,85532,1.3
04/2020,85539,1.3
04/2020,85541,1.3
04/2020,85542,1.3
04/2020,85544,1.3
04/2020,85545,1.3
04/2020,85547,1.3
04/2020,85550,1.3
04/2020,85553,1.3
04/2020,85554,1.3
05/2020,04007,1.76
05/2020,85135,1.76
05/2020,85192,1.76
05/2020,85501,1.76
05/2020,85502,1.76
05/2020,85532,1.76
05/2020,85539,1.76
05/2020,85541,1.76
05/2020,85542,1.76
05/2020,85544,1.76
05/2020,85545,1.76
05/2020,85547,1.76
05/2020,85550,1.76
05/2020,85553,1.76
05/2020,85554,1.76
06/2020,04007,1.06
06/2020,85135,1.06
06/2020,85192,1.06
06/2020,85501,1.06
06/2020,85502,1.06
06/2020,85532,1.06
06/2020,85539,1.06
06/2020,85541,1.06
06/2020,85542,1.06
06/2020,85544,1.06
06/2020,85545,1.06
06/2020,85547,1.06
06/2020,85550,1.06
06/2020,85553,1.06
06/2020,85554,1.06
07/2020,04007,1.19
07/2020,85135,1.19
07/2020,85192,1.19
07/2020,85501,1.19
07/2020,85502,1.19
07/2020,85532,1.19
07/2020,85539,1.19
07/2020,85541,1.19
07/2020,85542,1.19
07/2020,85544,1.19
07/2020,85545,1.19
07/2020,85547,1.19
07/2020,85550,1.19
07/2020,85553,1.19
07/2020,85554,1.19
08/2020,04007,1.37
08/2020,85135,1.37
08/2020,85192,1.37
08/2020,85501,1.37
08/2020,85502,1.37
08/2020,85532,1.37
08/2020,85539,1.37
08/2020,85541,1.37
08/2020,85542,1.37
08/2020,85544,1.37
08/2020,85545,1.37
08/2020,85547,1.37
08/2020,85550,1.37
08/2020,85553,1.37
08/2020,85554,1.37
09/2020,04007,1.19
09/2020,85135,1.19
09/2020,85192,1.19
09/2020,85501,1.19
09/2020,85502,1.19
09/2020,85532,1.19
09/2020,85539,1.19
09/2020,85541,1.19
09/2020,85542,1.19
09/2020,85544,1.19
09/2020,85545,1.19
09/2020,85547,1.19
09/2020,85550,1.19
09/2020,85553,1.19
09/2020,85554,1.19
10/2020,04007,1.19
10/2020,85135,1.19
10/2020,85192,1.19
10/2020,85501,1.19
10/2020,85502,1.19
10/2020,85532,1.19
10/2020,85539,1.19
10/2020,85541,1.19
10/2020,85542,1.19
10/2020,85544,1.19
10/2020,85545,1.19
10/2020,85547,1.19
10/2020,85550,1.19
10/2020,85553,1.19
10/2020,85554,1.19
11/2020,04007,0.97
11/2020,85135,0.97
11/2020,85192,0.97
11/2020,85501,0.97
11/2020,85502,0.97
11/2020,85532,0.97
11/2020,85539,0.97
11/2020,85541,0.97
11/2020,85542,0.97
11/2020,85544,0.97
11/2020,85545,0.97
11/2020,85547,0.97
11/2020,85550,0.97
11/2020,85553,0.97
11/2020,85554,0.97
12/2020,04007,1.11
12/2020,85135,1.11
12/2020,85192,1.11
12/2020,85501,1.11
12/2020,85502,1.11
12/2020,85532,1.11
12/2020,85539,1.11
12/2020,85541,1.11
12/2020,85542,1.11
12/2020,85544,1.11
12/2020,85545,1.11
12/2020,85547,1.11
12/2020,85550,1.11
12/2020,85553,1.11
12/2020,85554,1.11
01/2021,04007,0.94
01/2021,85135,0.94
01/2021,85192,0.94
01/2021,85501,0.94
01/2021,85502,0.94
01/2021,85532,0.94
01/2021,85539,0.94
01/2021,85541,0.94
01/2021,85542,0.94
01/2021,85544,0.94
01/2021,85545,0.94
01/2021,85547,0.94
01/2021,85550,0.94
01/2021,85553,0.94
01/2021,85554,0.94
02/2021,04007,0.96
02/2021,85135,0.96
02/2021,85192,0.96
02/2021,85501,0.96
02/2021,85502,0.96
02/2021,85532,0.96
02/2021,85539,0.96
02/2021,85541,0.96
02/2021,85542,0.96
02/2021,85544,0.96
02/2021,85545,0.96
02/2021,85547,0.96
02/2021,85550,0.96
02/2021,85553,0.96
02/2021,85554,0.96
03/2021,04007,1.24
03/2021,85135,1.24
03/2021,85192,1.24
03/2021,85501,1.24
03/2021,85502,1.24
03/2021,85532,1.24
03/2021,85539,1.24
03/2021,85541,1.24
03/2021,85542,1.24
03/2021,85544,1.24
03/2021,85545,1.24
03/2021,85547,1.24
03/2021,85550,1.24
03/2021,85553,1.24
03/2021,85554,1.24
04/2021,04007,0.94
04/2021,85135,0.94
04/2021,85192,0.94
04/2021,85501,0.94
04/2021,85502,0.94
04/2021,85532,0.94
04/2021,85539,0.94
04/2021,85541,0.94
04/2021,85542,0.94
04/2021,85544,0.94
04/2021,85545,0.94
04/2021,85547,0.94
04/2021,85550,0.94
04/2021,85553,0.94
04/2021,85554,0.94
05/2021,04007,0.88
05/2021,85135,0.88
05/2021,85192,0.88
05/2021,85501,0.88
05/2021,85502,0.88
05/2021,85532,0.88
05/2021,85539,0.88
05/2021,85541,0.88
05/2021,85542,0.88
05/2021,85544,0.88
05/2021,85545,0.88
05/2021,85547,0.88
05/2021,85550,0.88
05/2021,85553,0.88
05/2021,85554,0.88
06/2021,04007,0.66
06/2021,85135,0.66
06/2021,85192,0.66
06/2021,85501,0.66
06/2021,85502,0.66
06/2021,85532,0.66
06/2021,85539,0.66
06/2021,85541,0.66
06/2021,85542,0.66
06/2021,85544,0.66
06/2021,85545,0.66
06/2021,85547,0.66
06/2021,85550,0.66
06/2021,85553,0.66
06/2021,85554,0.66
07/2021,04007,1.03
07/2021,85135,1.03
07/2021,85192,1.03
07/2021,85501,1.03
07/2021,85502,1.03
07/2021,85532,1.03
07/2021,85539,1.03
07/2021,85541,1.03
07/2021,85542,1.03
07/2021,85544,1.03
07/2021,85545,1.03
07/2021,85547,1.03
07/2021,85550,1.03
07/2021,85553,1.03
07/2021,85554,1.03
08/2021,04007,1.67
08/2021,85135,1.67
08/2021,85192,1.67
08/2021,85501,1.67
08/2021,85502,1.67
08/2021,85532,1.67
08/2021,85539,1.67
08/2021,85541,1.67
08/2021,85542,1.67
08/2021,85544,1.67
08/2021,85545,1.67
08/2021,85547,1.67
08/2021,85550,1.67
08/2021,85553,1.67
08/2021,85554,1.67
09/2021,04007,1.15
09/2021,85135,1.15
09/2021,85192,1.15
09/2021,85501,1.15
09/2021,85502,1.15
09/2021,85532,1.15
09/2021,85539,1.15
09/2021,85541,1.15
09/2021,85542,1.15
09/2021,85544,1.15
09/2021,85545,1.15
09/2021,85547,1.15
09/2021,85550,1.15
09/2021,85553,1.15
09/2021,85554,1.15
10/2021,04007,1.32
10/2021,85135,1.32
10/2021,85192,1.32
10/2021,85501,1.32
10/2021,85502,1.32
10/2021,85532,1.32
10/2021,85539,1.32
10/2021,85541,1.32
10/2021,85542,1.32
10/2021,85544,1.32
10/2021,85545,1.32
10/2021,85547,1.32
10/2021,85550,1.32
10/2021,85553,1.32
10/2021,85554,1.32
11/2021,04007,0.85
11/2021,85135,0.85
11/2021,85192,0.85
11/2021,85501,0.85
11/2021,85502,0.85
11/2021,85532,0.85
11/2021,85539,0.85
11/2021,85541,0.85
11/2021,85542,0.85
11/2021,85544,0.85
11/2021,85545,0.85
11/2021,85547,0.85
11/2021,85550,0.85
11/2021,85553,0.85
11/2021,85554,0.85
12/2021,04007,1.05
12/2021,85135,1.05
12/2021,85192,1.05
12/2021,85501,1.05
12/2021,85502,1.05
12/2021,85532,1.05
12/2021,85539,1.05
12/2021,85541,1.05
12/2021,85542,1.05
12/2021,85544,1.05
12/2021,85545,1.05
12/2021,85547,1.05
12/2021,85550,1.05
12/2021,85553,1.05
12/2021,85554,1.05
01/2022,04007,1.14
01/2022,85135,1.14
01/2022,85192,1.14
01/2022,85501,1.14
01/2022,85502,1.14
01/2022,85532,1.14
01/2022,85539,1.14
01/2022,85541,1.14
01/2022,85542,1.14
01/2022,85544,1.14
01/2022,85545,1.14
01/2022,85547,1.14
01/2022,85550,1.14
01/2022,85553,1.14
01/2022,85554,1.14
02/2022,04007,1.01
02/2022,85135,1.01
02/2022,85192,1.01
02/2022,85501,1.01
02/2022,85502,1.01
02/2022,85532,1.01
02/2022,85539,1.01
02/2022,85541,1.01
02/2022,85542,1.01
02/2022,85544,1.01
02/2022,85545,1.01
02/2022,85547,1.01
02/2022,85550,1.01
02/2022,85553,1.01
02/2022,85554,1.01
03/2022,04007,0.95
03/2022,85135,0.95
03/2022,85192,0.95
03/2022,85501,0.95
03/2022,85502,0.95
03/2022,85532,0.95
03/2022,85539,0.95
03/2022,85541,0.95
03/2022,85542,0.95
03/2022,85544,0.95
03/2022,85545,0.95
03/2022,85547,0.95
03/2022,85550,0.95
03/2022,85553,0.95
03/2022,85554,0.95
04/2022,04007,1.05
04/2022,85135,1.05
04/2022,85192,1.05
04/2022,85501,1.05
04/2022,85502,1.05
04/2022,85532,1.05
04/2022,85539,1.05
04/2022,85541,1.05
04/2022,85542,1.05
04/2022,85544,1.05
04/2022,85545,1.05
04/2022,85547,1.05
04/2022,85550,1.05
04/2022,85553,1.05
04/2022,85554,1.05
05/2022,04007,1.33
05/2022,85135,1.33
05/2022,85192,1.33
05/2022,85501,1.33
05/2022,85502,1.33
05/2022,85532,1.33
05/2022,85539,1.33
05/2022,85541,1.33
05/2022,85542,1.33
05/2022,85544,1.33
05/2022,85545,1.33
05/2022,85547,1.33
05/2022,85550,1.33
05/2022,85553,1.33
05/2022,85554,1.33
06/2022,04007,1.14
06/2022,85135,1.14
06/2022,85192,1.14
06/2022,85501,1.14
06/2022,85502,1.14
06/2022,85532,1.14
06/2022,85539,1.14
06/2022,85541,1.14
06/2022,85542,1.14
06/2022,85544,1.14
06/2022,85545,1.14
06/2022,85547,1.14
06/2022,85550,1.14
06/2022,85553,1.14
06/2022,85554,1.14
07/2022,04007,0.8
07/2022,85135,0.8
07/2022,85192,0.8
07/2022,85501,0.8
07/2022,85502,0.8
07/2022,85532,0.8
07/2022,85539,0.8
07/2022,85541,0.8
07/2022,85542,0.8
07/2022,85544,0.8
07/2022,85545,0.8
07/2022,85547,0.8
07/2022,85550,0.8
07/2022,85553,0.8
07/2022,85554,0.8
08/2022,04007,1.33
08/2022,85135,1.33
08/2022,85192,1.33
08/2022,85501,1.33
08/2022,85502,1.33
08/2022,85532,1.33
08/2022,85539,1.33
08/2022,85541,1.33
08/2022,85542,1.33
08/2022,85544,1.33
08/2022,85545,1.33
08/2022,85547,1.33
08/2022,85550,1.33
08/2022,85553,1.33
08/2022,85554,1.33
09/2022,04007,0.58
09/2022,85135,0.58
09/2022,85192,0.58
09/2022,85501,0.58
09/2022,85502,0.58
09/2022,85532,0.58
09/2022,85539,0.58
09/2022,85541,0.58
09/2022,85542,0.58
09/2022,85544,0.58
09/2022,85545,0.58
09/2022,85547,0.58
09/2022,85550,0.58
09/2022,85553,0.58
09/2022,85554,0.58
10/2022,04007,0.17
10/2022,85135,0.17
10/2022,85192,0.17
10/2022,85501,0.17
10/2022,85502,0.17
10/2022,85532,0.17
10/2022,85539,0.17
10/2022,85541,0.17
10/2022,85542,0.17
10/2022,85544,0.17
10/2022,85545,0.17
10/2022,85547,0.17
10/2022,85550,0.17
10/2022,85553,0.17
10/2022,85554,0.17
11/2022,04007,0.19
11/2022,85135,0.19
11/2022,85192,0.19
11/2022,85501,0.19
11/2022,85502,0.19
11/2022,85532,0.19
11/2022,85539,0.19
11/2022,85541,0.19
11/2022,85542,0.19
11/2022,85544,0.19
11/2022,85545,0.19
11/2022,85547,0.19
11/2022,85550,0.19
11/2022,85553,0.19
11/2022,85554,0.19
12/2022,04007,0.28
12/2022,85135,0.28
12/2022,85192,0.28
12/2022,85501,0.28
12/2022,85502,0.28
12/2022,85532,0.28
12/2022,85539,0.28
12/2022,85541,0.28
12/2022,85542,0.28
12/2022,85544,0.28
12/2022,85545,0.28
12/2022,85547,0.28
12/2022,85550,0.28
12/2022,85553,0.28
12/2022,85554,0.28
01/2023,04007,0.48
01/2023,85135,0.48
01/2023,85192,0.48
01/2023,85501,0.48
01/2023,85502,0.48
01/2023,85532,0.48
01/2023,85539,0.48
01/2023,85541,0.48
01/2023,85542,0.48
01/2023,85544,0.48
01/2023,85545,0.48
01/2023,85547,0.48
01/2023,85550,0.48
01/2023,85553,0.48
01/2023,85554,0.48
02/2023,04007,0.3
02/2023,85135,0.3
02/2023,85192,0.3
02/2023,85501,0.3
02/2023,85502,0.3
02/2023,85532,0.3
02/2023,85539,0.3
02/2023,85541,0.3
02/2023,85542,0.3
02/2023,85544,0.3
02/2023,85545,0.3
02/2023,85547,0.3
02/2023,85550,0.3
02/2023,85553,0.3
02/2023,85554,0.3
03/2023,04007,0.26
03/2023,85135,0.26
03/2023,85192,0.26
03/2023,85501,0.26
03/2023,85502,0.26
03/2023,85532,0.26
03/2023,85539,0.26
03/2023,85541,0.26
03/2023,85542,0.26
03/2023,85544,0.26
03/2023,85545,0.26
03/2023,85547,0.26
03/2023,85550,0.26
03/2023,85553,0.26
03/2023,85554,0.26
04/2023,04007,0.48
