Month,Zipcode,Crime rate per 1000
10/2022,85755,1.34
10/2022,85756,1.34
10/2022,85757,1.34
10/2022,85775,1.34
11/2022,85634,1.62
11/2022,85641,1.62
11/2022,85701,1.62
11/2022,85702,1.62
11/2022,85703,1.62
11/2022,85704,1.62
11/2022,85705,1.62
11/2022,85706,1.62
11/2022,85707,1.62
11/2022,85708,1.62
11/2022,85709,1.62
11/2022,85710,1.62
11/2022,85711,1.62
11/2022,85712,1.62
11/2022,85713,1.62
11/2022,85714,1.62
11/2022,85715,1.62
11/2022,85716,1.62
11/2022,85717,1.62
11/2022,85718,1.62
11/2022,85719,1.62
11/2022,85721,1.62
11/2022,85723,1.62
11/2022,85724,1.62
11/2022,85725,1.62
11/2022,85726,1.62
11/2022,85728,1.62
11/2022,85730,1.62
11/2022,85731,1.62
11/2022,85732,1.62
11/2022,85733,1.62
11/2022,85734,1.62
11/2022,85735,1.62
11/2022,85736,1.62
11/2022,85737,1.62
11/2022,85738,1.62
11/2022,85739,1.62
11/2022,85740,1.62
11/2022,85741,1.62
11/2022,85742,1.62
11/2022,85743,1.62
11/2022,85744,1.62
11/2022,85745,1.62
11/2022,85746,1.62
11/2022,85747,1.62
11/2022,85748,1.62
11/2022,85749,1.62
11/2022,85750,1.62
11/2022,85751,1.62
11/2022,85752,1.62
11/2022,85754,1.62
11/2022,85755,1.62
11/2022,85756,1.62
11/2022,85757,1.62
11/2022,85775,1.62
12/2022,85634,1.32
12/2022,85641,1.32
12/2022,85701,1.32
12/2022,85702,1.32
12/2022,85703,1.32
12/2022,85704,1.32
12/2022,85705,1.32
12/2022,85706,1.32
12/2022,85707,1.32
12/2022,85708,1.32
12/2022,85709,1.32
12/2022,85710,1.32
12/2022,85711,1.32
12/2022,85712,1.32
12/2022,85713,1.32
12/2022,85714,1.32
12/2022,85715,1.32
12/2022,85716,1.32
12/2022,85717,1.32
12/2022,85718,1.32
12/2022,85719,1.32
12/2022,85721,1.32
12/2022,85723,1.32
12/2022,85724,1.32
12/2022,85725,1.32
12/2022,85726,1.32
12/2022,85728,1.32
12/2022,85730,1.32
12/2022,85731,1.32
12/2022,85732,1.32
12/2022,85733,1.32
12/2022,85734,1.32
12/2022,85735,1.32
12/2022,85736,1.32
12/2022,85737,1.32
12/2022,85738,1.32
12/2022,85739,1.32
12/2022,85740,1.32
12/2022,85741,1.32
12/2022,85742,1.32
12/2022,85743,1.32
12/2022,85744,1.32
12/2022,85745,1.32
12/2022,85746,1.32
12/2022,85747,1.32
12/2022,85748,1.32
12/2022,85749,1.32
12/2022,85750,1.32
12/2022,85751,1.32
12/2022,85752,1.32
12/2022,85754,1.32
12/2022,85755,1.32
12/2022,85756,1.32
12/2022,85757,1.32
12/2022,85775,1.32
01/2023,85634,1.37
01/2023,85641,1.37
01/2023,85701,1.37
01/2023,85702,1.37
01/2023,85703,1.37
01/2023,85704,1.37
01/2023,85705,1.37
01/2023,85706,1.37
01/2023,85707,1.37
01/2023,85708,1.37
01/2023,85709,1.37
01/2023,85710,1.37
01/2023,85711,1.37
01/2023,85712,1.37
01/2023,85713,1.37
01/2023,85714,1.37
01/2023,85715,1.37
01/2023,85716,1.37
01/2023,85717,1.37
01/2023,85718,1.37
01/2023,85719,1.37
01/2023,85721,1.37
01/2023,85723,1.37
01/2023,85724,1.37
01/2023,85725,1.37
01/2023,85726,1.37
01/2023,85728,1.37
01/2023,85730,1.37
01/2023,85731,1.37
01/2023,85732,1.37
01/2023,85733,1.37
01/2023,85734,1.37
01/2023,85735,1.37
01/2023,85736,1.37
01/2023,85737,1.37
01/2023,85738,1.37
01/2023,85739,1.37
01/2023,85740,1.37
01/2023,85741,1.37
01/2023,85742,1.37
01/2023,85743,1.37
01/2023,85744,1.37
01/2023,85745,1.37
01/2023,85746,1.37
01/2023,85747,1.37
01/2023,85748,1.37
01/2023,85749,1.37
01/2023,85750,1.37
01/2023,85751,1.37
01/2023,85752,1.37
01/2023,85754,1.37
01/2023,85755,1.37
01/2023,85756,1.37
01/2023,85757,1.37
01/2023,85775,1.37
02/2023,85634,1.32
02/2023,85641,1.32
02/2023,85701,1.32
02/2023,85702,1.32
02/2023,85703,1.32
02/2023,85704,1.32
02/2023,85705,1.32
02/2023,85706,1.32
02/2023,85707,1.32
02/2023,85708,1.32
02/2023,85709,1.32
02/2023,85710,1.32
02/2023,85711,1.32
02/2023,85712,1.32
02/2023,85713,1.32
02/2023,85714,1.32
02/2023,85715,1.32
02/2023,85716,1.32
02/2023,85717,1.32
02/2023,85718,1.32
02/2023,85719,1.32
02/2023,85721,1.32
02/2023,85723,1.32
02/2023,85724,1.32
02/2023,85725,1.32
02/2023,85726,1.32
02/2023,85728,1.32
02/2023,85730,1.32
02/2023,85731,1.32
02/2023,85732,1.32
02/2023,85733,1.32
02/2023,85734,1.32
02/2023,85735,1.32
02/2023,85736,1.32
02/2023,85737,1.32
02/2023,85738,1.32
02/2023,85739,1.32
02/2023,85740,1.32
02/2023,85741,1.32
02/2023,85742,1.32
02/2023,85743,1.32
02/2023,85744,1.32
02/2023,85745,1.32
02/2023,85746,1.32
02/2023,85747,1.32
02/2023,85748,1.32
02/2023,85749,1.32
02/2023,85750,1.32
02/2023,85751,1.32
02/2023,85752,1.32
02/2023,85754,1.32
02/2023,85755,1.32
02/2023,85756,1.32
02/2023,85757,1.32
02/2023,85775,1.32
03/2023,85634,1.34
03/2023,85641,1.34
03/2023,85701,1.34
03/2023,85702,1.34
03/2023,85703,1.34
03/2023,85704,1.34
03/2023,85705,1.34
03/2023,85706,1.34
03/2023,85707,1.34
03/2023,85708,1.34
03/2023,85709,1.34
03/2023,85710,1.34
03/2023,85711,1.34
03/2023,85712,1.34
03/2023,85713,1.34
03/2023,85714,1.34
03/2023,85715,1.34
03/2023,85716,1.34
03/2023,85717,1.34
03/2023,85718,1.34
03/2023,85719,1.34
03/2023,85721,1.34
03/2023,85723,1.34
03/2023,85724,1.34
03/2023,85725,1.34
03/2023,85726,1.34
03/2023,85728,1.34
03/2023,85730,1.34
03/2023,85731,1.34
03/2023,85732,1.34
03/2023,85733,1.34
03/2023,85734,1.34
03/2023,85735,1.34
03/2023,85736,1.34
03/2023,85737,1.34
03/2023,85738,1.34
03/2023,85739,1.34
03/2023,85740,1.34
03/2023,85741,1.34
03/2023,85742,1.34
03/2023,85743,1.34
03/2023,85744,1.34
03/2023,85745,1.34
03/2023,85746,1.34
03/2023,85747,1.34
03/2023,85748,1.34
03/2023,85749,1.34
03/2023,85750,1.34
03/2023,85751,1.34
03/2023,85752,1.34
03/2023,85754,1.34
03/2023,85755,1.34
03/2023,85756,1.34
03/2023,85757,1.34
03/2023,85775,1.34
04/2023,85634,0.86
04/2023,85641,0.86
04/2023,85701,0.86
04/2023,85702,0.86
04/2023,85703,0.86
04/2023,85704,0.86
04/2023,85705,0.86
04/2023,85706,0.86
04/2023,85707,0.86
04/2023,85708,0.86
04/2023,85709,0.86
04/2023,85710,0.86
04/2023,85711,0.86
04/2023,85712,0.86
04/2023,85713,0.86
04/2023,85714,0.86
04/2023,85715,0.86
04/2023,85716,0.86
04/2023,85717,0.86
04/2023,85718,0.86
04/2023,85719,0.86
04/2023,85721,0.86
04/2023,85723,0.86
04/2023,85724,0.86
04/2023,85725,0.86
04/2023,85726,0.86
04/2023,85728,0.86
04/2023,85730,0.86
04/2023,85731,0.86
04/2023,85732,0.86
04/2023,85733,0.86
04/2023,85734,0.86
04/2023,85735,0.86
04/2023,85736,0.86
04/2023,85737,0.86
04/2023,85738,0.86
04/2023,85739,0.86
04/2023,85740,0.86
04/2023,85741,0.86
04/2023,85742,0.86
04/2023,85743,0.86
04/2023,85744,0.86
04/2023,85745,0.86
04/2023,85746,0.86
04/2023,85747,0.86
04/2023,85748,0.86
04/2023,85749,0.86
04/2023,85750,0.86
04/2023,85751,0.86
04/2023,85752,0.86
04/2023,85754,0.86
04/2023,85755,0.86
04/2023,85756,0.86
04/2023,85757,0.86
04/2023,85775,0.86
05/2023,85634,1.13
05/2023,85641,1.13
05/2023,85701,1.13
05/2023,85702,1.13
05/2023,85703,1.13
05/2023,85704,1.13
05/2023,85705,1.13
05/2023,85706,1.13
05/2023,85707,1.13
05/2023,85708,1.13
05/2023,85709,1.13
05/2023,85710,1.13
05/2023,85711,1.13
05/2023,85712,1.13
05/2023,85713,1.13
05/2023,85714,1.13
05/2023,85715,1.13
05/2023,85716,1.13
05/2023,85717,1.13
05/2023,85718,1.13
05/2023,85719,1.13
05/2023,85721,1.13
05/2023,85723,1.13
05/2023,85724,1.13
05/2023,85725,1.13
05/2023,85726,1.13
05/2023,85728,1.13
05/2023,85730,1.13
05/2023,85731,1.13
05/2023,85732,1.13
05/2023,85733,1.13
05/2023,85734,1.13
05/2023,85735,1.13
05/2023,85736,1.13
05/2023,85737,1.13
05/2023,85738,1.13
05/2023,85739,1.13
05/2023,85740,1.13
05/2023,85741,1.13
05/2023,85742,1.13
05/2023,85743,1.13
05/2023,85744,1.13
05/2023,85745,1.13
05/2023,85746,1.13
05/2023,85747,1.13
05/2023,85748,1.13
05/2023,85749,1.13
05/2023,85750,1.13
05/2023,85751,1.13
05/2023,85752,1.13
05/2023,85754,1.13
05/2023,85755,1.13
05/2023,85756,1.13
05/2023,85757,1.13
05/2023,85775,1.13
06/2023,85634,1.7
06/2023,85641,1.7
06/2023,85701,1.7
06/2023,85702,1.7
06/2023,85703,1.7
06/2023,85704,1.7
06/2023,85705,1.7
06/2023,85706,1.7
06/2023,85707,1.7
06/2023,85708,1.7
06/2023,85709,1.7
06/2023,85710,1.7
06/2023,85711,1.7
06/2023,85712,1.7
06/2023,85713,1.7
06/2023,85714,1.7
06/2023,85715,1.7
06/2023,85716,1.7
06/2023,85717,1.7
06/2023,85718,1.7
06/2023,85719,1.7
06/2023,85721,1.7
06/2023,85723,1.7
06/2023,85724,1.7
06/2023,85725,1.7
06/2023,85726,1.7
06/2023,85728,1.7
06/2023,85730,1.7
06/2023,85731,1.7
06/2023,85732,1.7
06/2023,85733,1.7
06/2023,85734,1.7
06/2023,85735,1.7
06/2023,85736,1.7
06/2023,85737,1.7
06/2023,85738,1.7
06/2023,85739,1.7
06/2023,85740,1.7
06/2023,85741,1.7
06/2023,85742,1.7
06/2023,85743,1.7
06/2023,85744,1.7
06/2023,85745,1.7
06/2023,85746,1.7
06/2023,85747,1.7
06/2023,85748,1.7
06/2023,85749,1.7
06/2023,85750,1.7
06/2023,85751,1.7
06/2023,85752,1.7
06/2023,85754,1.7
06/2023,85755,1.7
06/2023,85756,1.7
06/2023,85757,1.7
06/2023,85775,1.7
07/2023,85634,1.41
07/2023,85641,1.41
07/2023,85701,1.41
07/2023,85702,1.41
07/2023,85703,1.41
07/2023,85704,1.41
07/2023,85705,1.41
07/2023,85706,1.41
07/2023,85707,1.41
07/2023,85708,1.41
07/2023,85709,1.41
07/2023,85710,1.41
07/2023,85711,1.41
07/2023,85712,1.41
07/2023,85713,1.41
07/2023,85714,1.41
07/2023,85715,1.41
07/2023,85716,1.41
07/2023,85717,1.41
07/2023,85718,1.41
07/2023,85719,1.41
07/2023,85721,1.41
07/2023,85723,1.41
07/2023,85724,1.41
07/2023,85725,1.41
07/2023,85726,1.41
07/2023,85728,1.41
07/2023,85730,1.41
07/2023,85731,1.41
07/2023,85732,1.41
07/2023,85733,1.41
07/2023,85734,1.41
07/2023,85735,1.41
07/2023,85736,1.41
07/2023,85737,1.41
07/2023,85738,1.41
07/2023,85739,1.41
07/2023,85740,1.41
07/2023,85741,1.41
07/2023,85742,1.41
07/2023,85743,1.41
07/2023,85744,1.41
07/2023,85745,1.41
07/2023,85746,1.41
07/2023,85747,1.41
07/2023,85748,1.41
07/2023,85749,1.41
07/2023,85750,1.41
07/2023,85751,1.41
07/2023,85752,1.41
07/2023,85754,1.41
07/2023,85755,1.41
07/2023,85756,1.41
07/2023,85757,1.41
07/2023,85775,1.41
08/2023,85634,1.32
08/2023,85641,1.32
08/2023,85701,1.32
08/2023,85702,1.32
08/2023,85703,1.32
08/2023,85704,1.32
08/2023,85705,1.32
08/2023,85706,1.32
08/2023,85707,1.32
08/2023,85708,1.32
08/2023,85709,1.32
08/2023,85710,1.32
08/2023,85711,1.32
08/2023,85712,1.32
08/2023,85713,1.32
08/2023,85714,1.32
08/2023,85715,1.32
08/2023,85716,1.32
08/2023,85717,1.32
08/2023,85718,1.32
08/2023,85719,1.32
08/2023,85721,1.32
08/2023,85723,1.32
08/2023,85724,1.32
08/2023,85725,1.32
08/2023,85726,1.32
08/2023,85728,1.32
08/2023,85730,1.32
08/2023,85731,1.32
08/2023,85732,1.32
08/2023,85733,1.32
08/2023,85734,1.32
08/2023,85735,1.32
08/2023,85736,1.32
08/2023,85737,1.32
08/2023,85738,1.32
08/2023,85739,1.32
08/2023,85740,1.32
08/2023,85741,1.32
08/2023,85742,1.32
08/2023,85743,1.32
08/2023,85744,1.32
08/2023,85745,1.32
08/2023,85746,1.32
08/2023,85747,1.32
08/2023,85748,1.32
08/2023,85749,1.32
08/2023,85750,1.32
08/2023,85751,1.32
08/2023,85752,1.32
08/2023,85754,1.32
08/2023,85755,1.32
08/2023,85756,1.32
08/2023,85757,1.32
08/2023,85775,1.32
09/2023,85634,1.07
09/2023,85641,1.07
09/2023,85701,1.07
09/2023,85702,1.07
09/2023,85703,1.07
09/2023,85704,1.07
09/2023,85705,1.07
09/2023,85706,1.07
09/2023,85707,1.07
09/2023,85708,1.07
09/2023,85709,1.07
09/2023,85710,1.07
09/2023,85711,1.07
09/2023,85712,1.07
09/2023,85713,1.07
09/2023,85714,1.07
09/2023,85715,1.07
09/2023,85716,1.07
09/2023,85717,1.07
09/2023,85718,1.07
09/2023,85719,1.07
09/2023,85721,1.07
09/2023,85723,1.07
09/2023,85724,1.07
09/2023,85725,1.07
09/2023,85726,1.07
09/2023,85728,1.07
09/2023,85730,1.07
09/2023,85731,1.07
09/2023,85732,1.07
09/2023,85733,1.07
09/2023,85734,1.07
09/2023,85735,1.07
09/2023,85736,1.07
09/2023,85737,1.07
09/2023,85738,1.07
09/2023,85739,1.07
09/2023,85740,1.07
09/2023,85741,1.07
09/2023,85742,1.07
09/2023,85743,1.07
09/2023,85744,1.07
09/2023,85745,1.07
09/2023,85746,1.07
09/2023,85747,1.07
09/2023,85748,1.07
09/2023,85749,1.07
09/2023,85750,1.07
09/2023,85751,1.07
09/2023,85752,1.07
09/2023,85754,1.07
09/2023,85755,1.07
09/2023,85756,1.07
09/2023,85757,1.07
09/2023,85775,1.07
10/2023,85634,1.3
10/2023,85641,1.3
10/2023,85701,1.3
10/2023,85702,1.3
10/2023,85703,1.3
10/2023,85704,1.3
10/2023,85705,1.3
10/2023,85706,1.3
10/2023,85707,1.3
10/2023,85708,1.3
10/2023,85709,1.3
10/2023,85710,1.3
10/2023,85711,1.3
10/2023,85712,1.3
10/2023,85713,1.3
10/2023,85714,1.3
10/2023,85715,1.3
10/2023,85716,1.3
10/2023,85717,1.3
10/2023,85718,1.3
10/2023,85719,1.3
10/2023,85721,1.3
10/2023,85723,1.3
10/2023,85724,1.3
10/2023,85725,1.3
10/2023,85726,1.3
10/2023,85728,1.3
10/2023,85730,1.3
10/2023,85731,1.3
10/2023,85732,1.3
10/2023,85733,1.3
10/2023,85734,1.3
10/2023,85735,1.3
10/2023,85736,1.3
10/2023,85737,1.3
10/2023,85738,1.3
10/2023,85739,1.3
10/2023,85740,1.3
10/2023,85741,1.3
10/2023,85742,1.3
10/2023,85743,1.3
10/2023,85744,1.3
10/2023,85745,1.3
10/2023,85746,1.3
10/2023,85747,1.3
10/2023,85748,1.3
10/2023,85749,1.3
10/2023,85750,1.3
10/2023,85751,1.3
10/2023,85752,1.3
10/2023,85754,1.3
10/2023,85755,1.3
10/2023,85756,1.3
10/2023,85757,1.3
10/2023,85775,1.3
11/2023,85634,1.2
11/2023,85641,1.2
11/2023,85701,1.2
11/2023,85702,1.2
11/2023,85703,1.2
11/2023,85704,1.2
11/2023,85705,1.2
11/2023,85706,1.2
11/2023,85707,1.2
11/2023,85708,1.2
11/2023,85709,1.2
11/2023,85710,1.2
11/2023,85711,1.2
11/2023,85712,1.2
11/2023,85713,1.2
11/2023,85714,1.2
11/2023,85715,1.2
11/2023,85716,1.2
11/2023,85717,1.2
11/2023,85718,1.2
11/2023,85719,1.2
11/2023,85721,1.2
11/2023,85723,1.2
11/2023,85724,1.2
11/2023,85725,1.2
11/2023,85726,1.2
11/2023,85728,1.2
11/2023,85730,1.2
11/2023,85731,1.2
11/2023,85732,1.2
11/2023,85733,1.2
11/2023,85734,1.2
11/2023,85735,1.2
11/2023,85736,1.2
11/2023,85737,1.2
11/2023,85738,1.2
11/2023,85739,1.2
11/2023,85740,1.2
11/2023,85741,1.2
11/2023,85742,1.2
11/2023,85743,1.2
11/2023,85744,1.2
11/2023,85745,1.2
11/2023,85746,1.2
11/2023,85747,1.2
11/2023,85748,1.2
11/2023,85749,1.2
11/2023,85750,1.2
11/2023,85751,1.2
11/2023,85752,1.2
11/2023,85754,1.2
11/2023,85755,1.2
11/2023,85756,1.2
11/2023,85757,1.2
11/2023,85775,1.2
12/2023,85634,1.55
12/2023,85641,1.55
12/2023,85701,1.55
12/2023,85702,1.55
12/2023,85703,1.55
12/2023,85704,1.55
12/2023,85705,1.55
12/2023,85706,1.55
12/2023,85707,1.55
12/2023,85708,1.55
12/2023,85709,1.55
12/2023,85710,1.55
12/2023,85711,1.55
12/2023,85712,1.55
12/2023,85713,1.55
12/2023,85714,1.55
12/2023,85715,1.55
12/2023,85716,1.55
12/2023,85717,1.55
12/2023,85718,1.55
12/2023,85719,1.55
12/2023,85721,1.55
12/2023,85723,1.55
12/2023,85724,1.55
12/2023,85725,1.55
12/2023,85726,1.55
12/2023,85728,1.55
12/2023,85730,1.55
12/2023,85731,1.55
12/2023,85732,1.55
12/2023,85733,1.55
12/2023,85734,1.55
12/2023,85735,1.55
12/2023,85736,1.55
12/2023,85737,1.55
12/2023,85738,1.55
12/2023,85739,1.55
12/2023,85740,1.55
12/2023,85741,1.55
12/2023,85742,1.55
12/2023,85743,1.55
12/2023,85744,1.55
12/2023,85745,1.55
12/2023,85746,1.55
12/2023,85747,1.55
12/2023,85748,1.55
12/2023,85749,1.55
12/2023,85750,1.55
12/2023,85751,1.55
12/2023,85752,1.55
12/2023,85754,1.55
12/2023,85755,1.55
12/2023,85756,1.55
12/2023,85757,1.55
12/2023,85775,1.55
01/2018,86040,4.77
02/2018,86040,5.43
03/2018,86040,6.76
04/2018,86040,6.23
05/2018,86040,10.2
06/2018,86040,10.47
07/2018,86040,8.48
08/2018,86040,9.14
09/2018,86040,6.76
10/2018,86040,9.01
11/2018,86040,7.55
12/2018,86040,7.55
01/2019,86040,9.56
02/2019,86040,9.69
03/2019,86040,5.58
04/2019,86040,7.83
05/2019,86040,10.49
06/2019,86040,8.1
07/2019,86040,14.08
08/2019,86040,15.93
09/2019,86040,11.82
10/2019,86040,10.76
11/2019,86040,8.76
12/2019,86040,7.97
01/2020,86040,9.8
02/2020,86040,7.15
03/2020,86040,5.16
04/2020,86040,4.77
05/2020,86040,7.55
06/2020,86040,5.3
07/2020,86040,7.55
08/2020,86040,6.89
09/2020,86040,6.36
10/2020,86040,4.9
11/2020,86040,6.22
12/2020,86040,5.83
01/2021,86040,6.56
02/2021,86040,6.16
03/2021,86040,6.03
04/2021,86040,6.3
05/2021,86040,5.76
06/2021,86040,4.55
07/2021,86040,6.83
08/2021,86040,5.36
09/2021,86040,5.22
10/2021,86040,5.36
11/2021,86040,5.89
12/2021,86040,4.29
01/2022,86040,6.85
02/2022,86040,8.33
03/2022,86040,3.9
04/2022,86040,6.05
05/2022,86040,5.91
06/2022,86040,5.78
07/2022,86040,9.4
08/2022,86040,5.91
09/2022,86040,7.39
10/2022,86040,7.12
11/2022,86040,8.87
12/2022,86040,10.61
01/2023,86040,5.4
02/2023,86040,7.29
03/2023,86040,6.75
04/2023,86040,8.78
05/2023,86040,8.51
06/2023,86040,9.18
07/2023,86040,9.45
08/2023,86040,7.7
09/2023,86040,8.24
10/2023,86040,5.94
11/2023,86040,7.56
12/2023,86040,5.4
01/2018,85253,1.41
02/2018,85253,1.55
03/2018,85253,1.27
04/2018,85253,1.41
05/2018,85253,1.69
06/2018,85253,1.55
07/2018,85253,1.13
08/2018,85253,1.13
09/2018,85253,0.98
10/2018,85253,1.2
11/2018,85253,0.84
12/2018,85253,1.9
01/2019,85253,0.84
02/2019,85253,0.84
03/2019,85253,0.84
04/2019,85253,0.97
05/2019,85253,1.74
06/2019,85253,1.25
07/2019,85253,1.18
08/2019,85253,0.91
09/2019,85253,1.53
10/2019,85253,0.97
11/2019,85253,1.04
12/2019,85253,1.53
01/2020,85253,1.31
02/2020,85253,1.79
03/2020,85253,0.9
04/2020,85253,1.17
05/2020,85253,1.45
06/2020,85253,1.24
07/2020,85253,1.59
08/2020,85253,1.59
09/2020,85253,1.31
10/2020,85253,1.93
11/2020,85253,2.41
12/2020,85253,1.45
01/2021,85253,1.11
02/2021,85253,2.05
03/2021,85253,2.13
04/2021,85253,1.26
05/2021,85253,1.82
06/2021,85253,1.97
07/2021,85253,1.58
08/2021,85253,0.39
09/2021,85253,1.34
10/2021,85253,1.66
11/2021,85253,1.42
12/2021,85253,1.18
01/2022,85253,1.5
02/2022,85253,1.03
03/2022,85253,1.97
04/2022,85253,1.82
05/2022,85253,2.45
06/2022,85253,0.71
07/2022,85253,0.95
08/2022,85253,0.95
09/2022,85253,1.82
10/2022,85253,0.95
11/2022,85253,1.34
12/2022,85253,1.82
01/2023,85253,1.11
02/2023,85253,0.55
03/2023,85253,1.35
04/2023,85253,1.66
05/2023,85253,1.43
06/2023,85253,1.74
07/2023,85253,1.35
08/2023,85253,1.11
09/2023,85253,1.43
10/2023,85253,1.82
11/2023,85253,0.87
12/2023,85253,1.43
01/2018,85344,1.92
02/2018,85344,2.88
03/2018,85344,4.81
04/2018,85344,4.49
05/2018,85344,4.49
06/2018,85344,3.52
07/2018,85344,2.24
08/2018,85344,2.24
09/2018,85344,3.2
10/2018,85344,2.88
11/2018,85344,3.84
12/2018,85344,3.52
01/2019,85344,1.28
02/2019,85344,3.83
03/2019,85344,2.23
04/2019,85344,5.11
05/2019,85344,2.55
06/2019,85344,1.92
07/2019,85344,1.92
08/2019,85344,2.87
09/2019,85344,2.23
10/2019,85344,1.28
11/2019,85344,0.64
12/2019,85344,1.6
01/2020,85344,1.89
02/2020,85344,4.73
03/2020,85344,4.1
04/2020,85344,4.1
05/2020,85344,2.84
06/2020,85344,1.89
07/2020,85344,0.32
08/2020,85344,0.63
09/2020,85344,2.52
10/2020,85344,2.52
11/2020,85344,3.47
12/2020,85344,0.32
01/2021,85344,3.31
02/2021,85344,5.11
03/2021,85344,2.11
04/2021,85344,4.51
05/2021,85344,3.01
06/2021,85344,4.81
07/2021,85344,3.91
08/2021,85344,3.61
09/2021,85344,2.11
10/2021,85344,3.01
11/2021,85344,2.11
12/2021,85344,1.81
01/2022,85344,3.28
02/2022,85344,2.38
03/2022,85344,2.98
04/2022,85344,0.3
05/2022,85344,1.49
06/2022,85344,2.38
07/2022,85344,1.19
08/2022,85344,3.28
09/2022,85344,2.98
10/2022,85344,2.09
11/2022,85344,0.3
12/2022,85344,2.38
01/2023,85344,1.48
02/2023,85344,1.78
03/2023,85344,1.48
04/2023,85344,2.37
05/2023,85344,1.78
06/2023,85344,1.18
07/2023,85344,1.78
08/2023,85344,1.78
09/2023,85344,2.66
10/2023,85344,2.96
11/2023,85344,3.85
12/2023,85344,2.37
01/2018,85541,5.7
01/2018,85547,5.7
02/2018,85541,2.98
02/2018,85547,2.98
03/2018,85541,2.4
03/2018,85547,2.4
04/2018,85541,2.59
04/2018,85547,2.59
05/2018,85541,3.95
05/2018,85547,3.95
06/2018,85541,3.24
06/2018,85547,3.24
07/2018,85541,3.63
07/2018,85547,3.63
08/2018,85541,3.5
08/2018,85547,3.5
09/2018,85541,3.89
09/2018,85547,3.89
10/2018,85541,2.33
10/2018,85547,2.33
11/2018,85541,2.79
11/2018,85547,2.79
12/2018,85541,2.59
12/2018,85547,2.59
01/2019,85541,1.99
01/2019,85547,1.99
02/2019,85541,2.19
02/2019,85547,2.19
03/2019,85541,1.93
03/2019,85547,1.93
04/2019,85541,2.25
04/2019,85547,2.25
05/2019,85541,2.06
05/2019,85547,2.06
06/2019,85541,3.73
06/2019,85547,3.73
07/2019,85541,3.6
07/2019,85547,3.6
08/2019,85541,3.73
08/2019,85547,3.73
09/2019,85541,2.51
09/2019,85547,2.51
10/2019,85541,2.06
10/2019,85547,2.06
11/2019,85541,1.93
11/2019,85547,1.93
12/2019,85541,2.83
12/2019,85547,2.83
01/2020,85541,2.8
01/2020,85547,2.8
02/2020,85541,2.93
02/2020,85547,2.93
03/2020,85541,3.06
03/2020,85547,3.06
04/2020,85541,3.12
04/2020,85547,3.12
05/2020,85541,2.67
05/2020,85547,2.67
06/2020,85541,2.86
06/2020,85547,2.86
07/2020,85541,3.06
07/2020,85547,3.06
08/2020,85541,3.25
08/2020,85547,3.25
09/2020,85541,4.2
09/2020,85547,4.2
10/2020,85541,3.82
10/2020,85547,3.82
11/2020,85541,2.67
11/2020,85547,2.67
12/2020,85541,3.44
12/2020,85547,3.44
01/2021,85541,1.66
01/2021,85547,1.66
02/2021,85541,2.22
02/2021,85547,2.22
03/2021,85541,2.59
03/2021,85547,2.59
04/2021,85541,1.97
04/2021,85547,1.97
05/2021,85541,3.08
05/2021,85547,3.08
06/2021,85541,3.57
06/2021,85547,3.57
07/2021,85541,3.02
07/2021,85547,3.02
08/2021,85541,3.02
08/2021,85547,3.02
09/2021,85541,4.07
09/2021,85547,4.07
10/2021,85541,3.27
10/2021,85547,3.27
11/2021,85541,3.33
11/2021,85547,3.33
12/2021,85541,3.2
12/2021,85547,3.2
01/2022,85541,2.93
01/2022,85547,2.93
02/2022,85541,1.47
02/2022,85547,1.47
03/2022,85541,2.32
03/2022,85547,2.32
04/2022,85541,1.77
04/2022,85547,1.77
05/2022,85541,1.83
05/2022,85547,1.83
06/2022,85541,3.67
06/2022,85547,3.67
07/2022,85541,3.85
07/2022,85547,3.85
08/2022,85541,3.54
08/2022,85547,3.54
09/2022,85541,2.69
09/2022,85547,2.69
10/2022,85541,2.08
10/2022,85547,2.08
11/2022,85541,1.96
11/2022,85547,1.96
12/2022,85541,2.32
12/2022,85547,2.32
01/2023,85541,2.85
01/2023,85547,2.85
02/2023,85541,1.64
02/2023,85547,1.64
03/2023,85541,2.85
03/2023,85547,2.85
04/2023,85541,2.73
04/2023,85547,2.73
05/2023,85541,3.76
05/2023,85547,3.76
06/2023,85541,2.24
06/2023,85547,2.24
07/2023,85541,2.0
07/2023,85547,2.0
08/2023,85541,2.73
08/2023,85547,2.73
09/2023,85541,2.06
09/2023,85547,2.06
10/2023,85541,2.91
10/2023,85547,2.91
11/2023,85541,1.76
11/2023,85547,1.76
12/2023,85541,2.3
12/2023,85547,2.3
01/2018,85345,2.82
01/2018,85373,2.82
01/2018,85380,2.82
01/2018,85381,2.82
01/2018,85382,2.82
01/2018,85383,2.82
01/2018,85385,2.82
02/2018,85345,2.41
02/2018,85373,2.41
02/2018,85380,2.41
02/2018,85381,2.41
02/2018,85382,2.41
02/2018,85383,2.41
02/2018,85385,2.41
03/2018,85345,2.75
03/2018,85373,2.75
03/2018,85380,2.75
03/2018,85381,2.75
03/2018,85382,2.75
03/2018,85383,2.75
03/2018,85385,2.75
04/2018,85345,2.54
04/2018,85373,2.54
04/2018,85380,2.54
04/2018,85381,2.54
04/2018,85382,2.54
04/2018,85383,2.54
04/2018,85385,2.54
05/2018,85345,2.76
05/2018,85373,2.76
05/2018,85380,2.76
