Month,Zipcode,Crime rate per 1000
10/2019,85122,4.43
11/2019,85122,2.99
12/2019,85122,4.29
01/2020,85122,4.09
02/2020,85122,3.56
03/2020,85122,4.28
04/2020,85122,3.37
05/2020,85122,3.65
06/2020,85122,2.82
07/2020,85122,3.16
08/2020,85122,4.13
09/2020,85122,3.83
10/2020,85122,4.42
11/2020,85122,3.65
12/2020,85122,3.27
01/2021,85122,3.71
02/2021,85122,3.55
03/2021,85122,3.53
04/2021,85122,3.93
05/2021,85122,4.76
06/2021,85122,3.99
07/2021,85122,3.96
08/2021,85122,4.11
09/2021,85122,4.53
10/2021,85122,5.36
11/2021,85122,4.73
12/2021,85122,4.61
01/2022,85122,4.68
02/2022,85122,5.45
03/2022,85122,5.38
04/2022,85122,5.28
05/2022,85122,5.54
06/2022,85122,5.05
07/2022,85122,4.86
08/2022,85122,4.41
09/2022,85122,4.23
10/2022,85122,4.49
11/2022,85122,5.45
12/2022,85122,4.26
01/2023,85122,4.28
02/2023,85122,2.83
03/2023,85122,3.67
04/2023,85122,4.15
05/2023,85122,4.53
06/2023,85122,4.06
07/2023,85122,4.03
08/2023,85122,4.18
09/2023,85122,4.08
10/2023,85122,4.3
11/2023,85122,4.04
12/2023,85122,4.16
01/2018,85123,0.57
02/2018,85123,0.52
03/2018,85123,0.54
04/2018,85123,0.57
05/2018,85123,0.48
06/2018,85123,0.45
07/2018,85123,0.43
08/2018,85123,0.55
09/2018,85123,0.47
10/2018,85123,0.49
11/2018,85123,0.45
12/2018,85123,0.42
01/2019,85123,0.46
02/2019,85123,0.33
03/2019,85123,0.43
04/2019,85123,0.47
05/2019,85123,0.42
06/2019,85123,0.46
07/2019,85123,0.39
08/2019,85123,0.41
09/2019,85123,0.44
10/2019,85123,0.44
11/2019,85123,0.42
12/2019,85123,0.44
01/2020,85123,0.53
02/2020,85123,0.47
03/2020,85123,0.49
04/2020,85123,0.4
05/2020,85123,0.49
06/2020,85123,0.38
07/2020,85123,0.44
08/2020,85123,0.5
09/2020,85123,0.43
10/2020,85123,0.46
11/2020,85123,0.4
12/2020,85123,0.39
01/2021,85123,0.42
02/2021,85123,0.5
03/2021,85123,0.5
04/2021,85123,0.49
05/2021,85123,0.61
06/2021,85123,0.55
07/2021,85123,0.56
08/2021,85123,0.61
09/2021,85123,0.6
10/2021,85123,0.61
11/2021,85123,0.41
12/2021,85123,0.53
01/2022,85123,0.57
02/2022,85123,0.47
03/2022,85123,0.52
04/2022,85123,0.55
05/2022,85123,0.54
06/2022,85123,0.5
07/2022,85123,0.55
08/2022,85123,0.5
09/2022,85123,0.48
10/2022,85123,0.5
11/2022,85123,0.48
12/2022,85123,0.47
01/2023,85123,0.49
02/2023,85123,0.47
03/2023,85123,0.44
04/2023,85123,0.43
05/2023,85123,0.43
06/2023,85123,0.45
07/2023,85123,0.52
08/2023,85123,0.45
09/2023,85123,0.4
10/2023,85123,0.46
11/2023,85123,0.5
12/2023,85123,0.43
01/2018,85127,0.19
02/2018,85127,0.16
03/2018,85127,0.16
04/2018,85127,0.16
05/2018,85127,0.19
06/2018,85127,0.2
07/2018,85127,0.19
08/2018,85127,0.18
09/2018,85127,0.16
10/2018,85127,0.19
11/2018,85127,0.16
12/2018,85127,0.17
01/2019,85127,0.18
02/2019,85127,0.17
03/2019,85127,0.18
04/2019,85127,0.18
05/2019,85127,0.19
06/2019,85127,0.2
07/2019,85127,0.19
08/2019,85127,0.18
09/2019,85127,0.18
10/2019,85127,0.19
11/2019,85127,0.17
12/2019,85127,0.18
01/2020,85127,0.2
02/2020,85127,0.19
03/2020,85127,0.17
04/2020,85127,0.17
05/2020,85127,0.17
06/2020,85127,0.16
07/2020,85127,0.15
08/2020,85127,0.17
09/2020,85127,0.17
10/2020,85127,0.18
11/2020,85127,0.18
12/2020,85127,0.18
01/2021,85127,0.24
02/2021,85127,0.27
03/2021,85127,0.21
04/2021,85127,0.18
05/2021,85127,0.17
06/2021,85127,0.15
07/2021,85127,0.16
08/2021,85127,0.16
09/2021,85127,0.18
10/2021,85127,0.17
11/2021,85127,0.16
12/2021,85127,0.16
01/2022,85127,0.15
02/2022,85127,0.15
03/2022,85127,0.16
04/2022,85127,0.17
05/2022,85127,0.17
06/2022,85127,0.17
07/2022,85127,0.17
08/2022,85127,0.16
09/2022,85127,0.16
10/2022,85127,0.15
11/2022,85127,0.15
12/2022,85127,0.14
01/2023,85127,0.15
02/2023,85127,0.15
03/2023,85127,0.16
04/2023,85127,0.14
05/2023,85127,0.16
06/2023,85127,0.14
07/2023,85127,0.13
08/2023,85127,0.13
09/2023,85127,0.14
10/2023,85127,0.14
11/2023,85127,0.12
12/2023,85127,0.13
01/2018,85128,3.85
02/2018,85128,5.08
03/2018,85128,4.38
04/2018,85128,6.01
05/2018,85128,4.72
06/2018,85128,5.01
07/2018,85128,4.11
08/2018,85128,6.07
09/2018,85128,4.15
10/2018,85128,5.37
11/2018,85128,3.89
12/2018,85128,5.86
01/2019,85128,4.64
02/2019,85128,3.8
03/2019,85128,4.77
04/2019,85128,5.28
05/2019,85128,5.31
06/2019,85128,4.87
07/2019,85128,4.65
08/2019,85128,6.01
09/2019,85128,4.46
10/2019,85128,3.68
11/2019,85128,4.84
12/2019,85128,3.28
01/2020,85128,4.76
02/2020,85128,4.39
03/2020,85128,4.48
04/2020,85128,3.24
05/2020,85128,3.87
06/2020,85128,4.22
07/2020,85128,3.28
08/2020,85128,4.42
09/2020,85128,2.73
10/2020,85128,4.0
11/2020,85128,4.01
12/2020,85128,4.39
01/2021,85128,2.59
02/2021,85128,3.05
03/2021,85128,2.9
04/2021,85128,2.96
05/2021,85128,4.43
06/2021,85128,2.95
07/2021,85128,3.11
08/2021,85128,4.06
09/2021,85128,4.95
10/2021,85128,5.4
11/2021,85128,3.78
12/2021,85128,5.25
01/2022,85128,6.21
02/2022,85128,4.14
03/2022,85128,5.03
04/2022,85128,4.43
05/2022,85128,4.7
06/2022,85128,4.73
07/2022,85128,3.65
08/2022,85128,4.45
09/2022,85128,4.36
10/2022,85128,3.18
11/2022,85128,3.65
12/2022,85128,3.79
01/2023,85128,4.42
02/2023,85128,2.5
03/2023,85128,3.19
04/2023,85128,2.59
05/2023,85128,2.65
06/2023,85128,3.78
07/2023,85128,3.27
08/2023,85128,3.0
09/2023,85128,2.3
10/2023,85128,2.82
11/2023,85128,3.57
12/2023,85128,2.91
01/2018,85130,4.09
02/2018,85130,3.72
03/2018,85130,5.0
04/2018,85130,4.57
05/2018,85130,3.59
06/2018,85130,4.3
07/2018,85130,4.17
08/2018,85130,4.42
09/2018,85130,3.91
10/2018,85130,3.75
11/2018,85130,4.19
12/2018,85130,4.03
01/2019,85130,3.28
02/2019,85130,2.77
03/2019,85130,3.84
04/2019,85130,3.72
05/2019,85130,3.35
06/2019,85130,3.23
07/2019,85130,3.98
08/2019,85130,4.36
09/2019,85130,4.29
10/2019,85130,4.43
11/2019,85130,2.99
12/2019,85130,4.29
01/2020,85130,4.09
02/2020,85130,3.56
03/2020,85130,4.28
04/2020,85130,3.37
05/2020,85130,3.65
06/2020,85130,2.82
07/2020,85130,3.16
08/2020,85130,4.13
09/2020,85130,3.83
10/2020,85130,4.42
11/2020,85130,3.65
12/2020,85130,3.27
01/2021,85130,3.71
02/2021,85130,3.55
03/2021,85130,3.53
04/2021,85130,3.93
05/2021,85130,4.76
06/2021,85130,3.99
07/2021,85130,3.96
08/2021,85130,4.11
09/2021,85130,4.53
10/2021,85130,5.36
11/2021,85130,4.73
12/2021,85130,4.61
01/2022,85130,4.68
02/2022,85130,5.45
03/2022,85130,5.38
04/2022,85130,5.28
05/2022,85130,5.54
06/2022,85130,5.05
07/2022,85130,4.86
08/2022,85130,4.41
09/2022,85130,4.23
10/2022,85130,4.49
11/2022,85130,5.45
12/2022,85130,4.26
01/2023,85130,4.28
02/2023,85130,2.83
03/2023,85130,3.67
04/2023,85130,4.15
05/2023,85130,4.53
06/2023,85130,4.06
07/2023,85130,4.03
08/2023,85130,4.18
09/2023,85130,4.08
10/2023,85130,4.3
11/2023,85130,4.04
12/2023,85130,4.16
01/2018,85131,3.22
02/2018,85131,2.62
03/2018,85131,3.58
04/2018,85131,3.06
05/2018,85131,3.8
06/2018,85131,3.6
07/2018,85131,3.36
08/2018,85131,3.15
09/2018,85131,3.57
10/2018,85131,4.36
11/2018,85131,3.44
12/2018,85131,3.24
01/2019,85131,3.89
02/2019,85131,3.28
03/2019,85131,4.13
04/2019,85131,4.01
05/2019,85131,3.63
06/2019,85131,3.3
07/2019,85131,3.93
08/2019,85131,3.14
09/2019,85131,3.07
10/2019,85131,3.49
11/2019,85131,0.42
12/2019,85131,3.65
01/2020,85131,0.53
02/2020,85131,0.47
03/2020,85131,0.49
04/2020,85131,0.4
05/2020,85131,0.49
06/2020,85131,0.38
07/2020,85131,0.44
08/2020,85131,0.5
09/2020,85131,0.43
10/2020,85131,0.46
11/2020,85131,0.4
12/2020,85131,2.36
01/2021,85131,3.06
02/2021,85131,4.32
03/2021,85131,3.6
04/2021,85131,3.98
05/2021,85131,4.37
06/2021,85131,4.31
07/2021,85131,3.86
08/2021,85131,3.58
09/2021,85131,3.5
10/2021,85131,3.51
11/2021,85131,4.23
12/2021,85131,3.23
01/2022,85131,3.87
02/2022,85131,4.33
03/2022,85131,3.75
04/2022,85131,3.72
05/2022,85131,3.53
06/2022,85131,3.49
07/2022,85131,3.6
08/2022,85131,2.49
09/2022,85131,2.6
10/2022,85131,3.3
11/2022,85131,2.97
12/2022,85131,2.77
01/2023,85131,3.01
02/2023,85131,2.75
03/2023,85131,2.36
04/2023,85131,2.77
05/2023,85131,3.07
06/2023,85131,3.33
07/2023,85131,3.16
08/2023,85131,2.85
09/2023,85131,2.92
10/2023,85131,2.5
11/2023,85131,1.94
12/2023,85131,1.69
01/2018,85132,1.25
02/2018,85132,1.58
03/2018,85132,1.22
04/2018,85132,1.22
05/2018,85132,1.24
06/2018,85132,1.13
07/2018,85132,1.45
08/2018,85132,1.31
09/2018,85132,1.04
10/2018,85132,1.32
11/2018,85132,0.83
12/2018,85132,1.07
01/2019,85132,1.6
02/2019,85132,0.82
03/2019,85132,0.85
04/2019,85132,0.96
05/2019,85132,0.84
06/2019,85132,1.03
07/2019,85132,0.92
08/2019,85132,0.98
09/2019,85132,1.05
10/2019,85132,0.86
11/2019,85132,1.03
12/2019,85132,0.89
01/2020,85132,1.02
02/2020,85132,1.1
03/2020,85132,1.05
04/2020,85132,0.81
05/2020,85132,1.54
06/2020,85132,0.83
07/2020,85132,1.04
08/2020,85132,0.84
09/2020,85132,0.95
10/2020,85132,1.09
11/2020,85132,0.74
12/2020,85132,0.99
01/2021,85132,0.74
02/2021,85132,1.21
03/2021,85132,1.29
04/2021,85132,1.08
05/2021,85132,1.28
06/2021,85132,1.06
07/2021,85132,1.23
08/2021,85132,1.12
09/2021,85132,0.99
10/2021,85132,1.48
11/2021,85132,0.88
12/2021,85132,1.36
01/2022,85132,1.35
02/2022,85132,1.25
03/2022,85132,1.49
04/2022,85132,1.33
05/2022,85132,0.97
06/2022,85132,1.0
07/2022,85132,1.4
08/2022,85132,1.43
09/2022,85132,1.29
10/2022,85132,1.43
11/2022,85132,1.33
12/2022,85132,1.44
01/2023,85132,1.3
02/2023,85132,1.05
03/2023,85132,1.6
04/2023,85132,1.55
05/2023,85132,1.32
06/2023,85132,1.03
07/2023,85132,0.94
08/2023,85132,1.49
09/2023,85132,1.05
10/2023,85132,1.19
11/2023,85132,1.27
12/2023,85132,1.35
01/2018,85135,11.29
02/2018,85135,10.88
03/2018,85135,11.1
04/2018,85135,17.29
05/2018,85135,11.42
06/2018,85135,15.25
07/2018,85135,11.1
08/2018,85135,5.27
09/2018,85135,13.18
10/2018,85135,7.27
11/2018,85135,1.22
12/2018,85135,5.22
01/2019,85135,10.77
02/2019,85135,8.57
03/2019,85135,8.95
04/2019,85135,11.29
05/2019,85135,12.96
06/2019,85135,14.6
07/2019,85135,10.7
08/2019,85135,16.25
09/2019,85135,3.1
10/2019,85135,3.51
11/2019,85135,8.63
12/2019,85135,3.24
01/2020,85135,3.34
02/2020,85135,1.3
03/2020,85135,7.51
04/2020,85135,5.6
05/2020,85135,6.06
06/2020,85135,5.36
07/2020,85135,5.49
08/2020,85135,3.52
09/2020,85135,3.34
10/2020,85135,1.19
11/2020,85135,3.12
12/2020,85135,14.01
01/2021,85135,0.94
02/2021,85135,0.96
03/2021,85135,1.24
04/2021,85135,0.94
05/2021,85135,0.88
06/2021,85135,0.66
07/2021,85135,1.03
08/2021,85135,1.67
09/2021,85135,1.15
10/2021,85135,1.32
11/2021,85135,0.85
12/2021,85135,1.05
01/2022,85135,1.14
02/2022,85135,1.01
03/2022,85135,0.95
04/2022,85135,1.05
05/2022,85135,1.33
06/2022,85135,1.14
07/2022,85135,0.8
08/2022,85135,1.33
09/2022,85135,0.58
10/2022,85135,0.17
11/2022,85135,0.19
12/2022,85135,0.28
01/2023,85135,0.48
02/2023,85135,0.3
03/2023,85135,0.26
04/2023,85135,0.48
05/2023,85135,0.47
06/2023,85135,0.5
07/2023,85135,0.52
08/2023,85135,0.48
09/2023,85135,0.37
10/2023,85135,0.26
11/2023,85135,0.35
12/2023,85135,0.35
01/2018,85137,1.45
02/2018,85137,0.52
03/2018,85137,3.19
04/2018,85137,1.45
05/2018,85137,2.25
06/2018,85137,1.78
07/2018,85137,1.76
08/2018,85137,1.43
09/2018,85137,1.35
10/2018,85137,2.26
11/2018,85137,1.78
12/2018,85137,1.75
01/2019,85137,0.46
02/2019,85137,0.33
03/2019,85137,1.32
04/2019,85137,2.69
05/2019,85137,1.75
06/2019,85137,1.35
07/2019,85137,1.28
08/2019,85137,2.63
09/2019,85137,0.44
10/2019,85137,2.22
11/2019,85137,2.2
12/2019,85137,1.33
01/2020,85137,0.53
02/2020,85137,0.47
03/2020,85137,0.49
04/2020,85137,0.4
05/2020,85137,0.49
06/2020,85137,0.38
07/2020,85137,0.44
08/2020,85137,0.5
09/2020,85137,0.43
10/2020,85137,0.46
11/2020,85137,0.4
12/2020,85137,0.39
01/2021,85137,0.42
02/2021,85137,0.5
03/2021,85137,0.5
04/2021,85137,0.49
05/2021,85137,0.61
06/2021,85137,0.55
07/2021,85137,0.56
08/2021,85137,0.61
09/2021,85137,0.6
10/2021,85137,0.61
11/2021,85137,0.41
12/2021,85137,0.53
01/2022,85137,0.57
02/2022,85137,0.47
03/2022,85137,0.52
04/2022,85137,0.55
05/2022,85137,0.54
06/2022,85137,0.5
07/2022,85137,0.55
08/2022,85137,0.5
09/2022,85137,0.48
10/2022,85137,0.5
11/2022,85137,0.48
12/2022,85137,0.47
01/2023,85137,0.49
02/2023,85137,0.47
03/2023,85137,0.44
04/2023,85137,0.43
05/2023,85137,0.43
06/2023,85137,0.45
07/2023,85137,0.52
08/2023,85137,0.45
09/2023,85137,0.4
10/2023,85137,0.46
11/2023,85137,0.5
12/2023,85137,0.43
01/2018,85138,1.82
02/2018,85138,1.79
03/2018,85138,2.06
04/2018,85138,1.86
05/2018,85138,1.81
06/2018,85138,1.91
07/2018,85138,1.51
08/2018,85138,2.03
09/2018,85138,1.59
10/2018,85138,1.86
11/2018,85138,1.8
12/2018,85138,2.7
01/2019,85138,2.04
02/2019,85138,1.79
03/2019,85138,1.85
04/2019,85138,1.77
05/2019,85138,1.53
06/2019,85138,1.59
07/2019,85138,0.39
08/2019,85138,0.41
09/2019,85138,2.21
10/2019,85138,2.33
11/2019,85138,2.0
12/2019,85138,2.25
01/2020,85138,2.02
02/2020,85138,2.34
03/2020,85138,2.69
04/2020,85138,1.71
05/2020,85138,1.7
06/2020,85138,1.19
07/2020,85138,1.55
08/2020,85138,2.15
09/2020,85138,1.28
10/2020,85138,1.93
11/2020,85138,1.79
12/2020,85138,1.72
01/2021,85138,1.79
02/2021,85138,2.01
03/2021,85138,1.64
04/2021,85138,1.73
05/2021,85138,1.85
06/2021,85138,1.55
07/2021,85138,1.77
08/2021,85138,2.26
09/2021,85138,2.23
10/2021,85138,1.87
11/2021,85138,1.48
12/2021,85138,1.84
01/2022,85138,1.63
02/2022,85138,1.86
03/2022,85138,1.8
04/2022,85138,2.06
05/2022,85138,1.96
06/2022,85138,1.37
07/2022,85138,1.83
08/2022,85138,1.84
09/2022,85138,1.63
10/2022,85138,1.83
11/2022,85138,1.51
12/2022,85138,1.98
01/2023,85138,2.02
02/2023,85138,1.93
03/2023,85138,1.93
04/2023,85138,1.78
05/2023,85138,2.12
06/2023,85138,1.83
07/2023,85138,1.7
08/2023,85138,2.14
09/2023,85138,2.16
10/2023,85138,2.42
11/2023,85138,2.06
12/2023,85138,1.88
01/2018,85139,2.01
02/2018,85139,1.95
03/2018,85139,2.22
04/2018,85139,2.02
05/2018,85139,2.0
06/2018,85139,2.11
07/2018,85139,1.7
08/2018,85139,2.21
09/2018,85139,1.75
10/2018,85139,2.05
11/2018,85139,1.96
12/2018,85139,2.87
01/2019,85139,2.22
02/2019,85139,1.96
03/2019,85139,2.03
04/2019,85139,1.95
05/2019,85139,1.72
06/2019,85139,1.79
07/2019,85139,0.58
08/2019,85139,0.59
09/2019,85139,2.39
10/2019,85139,2.52
11/2019,85139,2.17
12/2019,85139,2.43
01/2020,85139,2.22
02/2020,85139,2.53
03/2020,85139,2.86
04/2020,85139,1.88
05/2020,85139,1.87
06/2020,85139,1.35
07/2020,85139,1.7
08/2020,85139,2.32
09/2020,85139,1.45
10/2020,85139,2.11
11/2020,85139,1.97
12/2020,85139,1.9
01/2021,85139,2.03
02/2021,85139,2.28
03/2021,85139,1.85
04/2021,85139,1.91
05/2021,85139,2.02
06/2021,85139,1.7
07/2021,85139,1.93
08/2021,85139,2.42
09/2021,85139,2.41
10/2021,85139,2.04
11/2021,85139,1.64
12/2021,85139,2.0
01/2022,85139,1.78
02/2022,85139,2.01
03/2022,85139,1.96
04/2022,85139,2.23
05/2022,85139,2.13
06/2022,85139,1.54
07/2022,85139,2.0
08/2022,85139,2.0
09/2022,85139,1.79
10/2022,85139,1.98
11/2022,85139,1.66
12/2022,85139,2.12
01/2023,85139,2.17
02/2023,85139,2.08
03/2023,85139,2.09
04/2023,85139,1.92
05/2023,85139,2.28
06/2023,85139,1.97
07/2023,85139,1.83
08/2023,85139,2.27
09/2023,85139,2.3
10/2023,85139,2.56
11/2023,85139,2.18
12/2023,85139,2.01
01/2018,85140,0.57
02/2018,85140,0.52
03/2018,85140,0.54
04/2018,85140,0.57
05/2018,85140,0.48
06/2018,85140,0.45
07/2018,85140,0.43
08/2018,85140,0.55
09/2018,85140,0.47
10/2018,85140,0.49
11/2018,85140,0.45
12/2018,85140,0.42
01/2019,85140,0.46
02/2019,85140,0.33
03/2019,85140,0.43
04/2019,85140,0.47
05/2019,85140,0.42
06/2019,85140,0.46
07/2019,85140,0.39
08/2019,85140,0.41
09/2019,85140,0.44
10/2019,85140,0.44
11/2019,85140,0.42
12/2019,85140,0.44
01/2020,85140,0.53
02/2020,85140,0.47
03/2020,85140,0.49
04/2020,85140,0.4
05/2020,85140,0.49
06/2020,85140,0.38
07/2020,85140,0.44
08/2020,85140,0.5
09/2020,85140,0.43
10/2020,85140,0.46
11/2020,85140,0.4
12/2020,85140,0.39
01/2021,85140,0.42
02/2021,85140,0.5
03/2021,85140,0.5
04/2021,85140,0.49
05/2021,85140,0.61
06/2021,85140,0.55
07/2021,85140,0.56
08/2021,85140,0.61
09/2021,85140,0.6
10/2021,85140,0.61
11/2021,85140,0.41
12/2021,85140,0.53
01/2022,85140,0.57
02/2022,85140,0.47
03/2022,85140,0.52
04/2022,85140,0.55
05/2022,85140,0.54
06/2022,85140,0.5
07/2022,85140,0.55
08/2022,85140,0.5
09/2022,85140,0.48
10/2022,85140,0.5
11/2022,85140,0.48
12/2022,85140,0.47
01/2023,85140,0.49
02/2023,85140,0.47
03/2023,85140,0.44
04/2023,85140,0.43
05/2023,85140,0.43
06/2023,85140,0.45
07/2023,85140,0.52
08/2023,85140,0.45
09/2023,85140,0.4
10/2023,85140,0.46
11/2023,85140,0.5
12/2023,85140,0.43
01/2018,85141,0.57
02/2018,85141,0.52
03/2018,85141,0.54
04/2018,85141,0.57
05/2018,85141,0.48
06/2018,85141,0.45
07/2018,85141,0.43
08/2018,85141,0.55
09/2018,85141,0.47
10/2018,85141,0.49
11/2018,85141,0.45
12/2018,85141,0.42
01/2019,85141,0.46
02/2019,85141,0.33
03/2019,85141,0.43
04/2019,85141,0.47
05/2019,85141,0.42
06/2019,85141,0.46
07/2019,85141,0.39
08/2019,85141,0.41
09/2019,85141,0.44
10/2019,85141,0.44
11/2019,85141,0.42
12/2019,85141,0.44
01/2020,85141,0.53
02/2020,85141,0.47
03/2020,85141,0.49
04/2020,85141,0.4
05/2020,85141,0.49
06/2020,85141,0.38
07/2020,85141,0.44
08/2020,85141,0.5
09/2020,85141,0.43
10/2020,85141,0.46
11/2020,85141,0.4
12/2020,85141,0.39
01/2021,85141,0.42
02/2021,85141,0.5
03/2021,85141,0.5
04/2021,85141,0.49
05/2021,85141,0.61
06/2021,85141,0.55
07/2021,85141,0.56
08/2021,85141,0.61
09/2021,85141,0.6
10/2021,85141,0.61
11/2021,85141,0.41
12/2021,85141,0.53
01/2022,85141,0.57
02/2022,85141,0.47
03/2022,85141,0.52
04/2022,85141,0.55
05/2022,85141,0.54
06/2022,85141,0.5
07/2022,85141,0.55
08/2022,85141,0.5
09/2022,85141,0.48
10/2022,85141,0.5
11/2022,85141,0.48
12/2022,85141,0.47
01/2023,85141,0.49
02/2023,85141,0.47
03/2023,85141,0.44
04/2023,85141,0.43
05/2023,85141,0.43
06/2023,85141,0.45
07/2023,85141,0.52
08/2023,85141,0.45
09/2023,85141,0.4
10/2023,85141,0.46
11/2023,85141,0.5
12/2023,85141,0.43
01/2018,85142,0.76
02/2018,85142,0.68
03/2018,85142,0.7
04/2018,85142,0.73
05/2018,85142,0.67
06/2018,85142,0.65
07/2018,85142,0.62
08/2018,85142,0.73
09/2018,85142,0.63
10/2018,85142,0.68
11/2018,85142,0.61
12/2018,85142,0.59
01/2019,85142,0.64
02/2019,85142,0.5
03/2019,85142,0.61
04/2019,85142,0.65
05/2019,85142,0.61
06/2019,85142,0.66
07/2019,85142,0.58
08/2019,85142,0.59
09/2019,85142,0.62
10/2019,85142,0.63
11/2019,85142,0.59
12/2019,85142,0.62
01/2020,85142,0.73
02/2020,85142,0.66
03/2020,85142,0.66
04/2020,85142,0.57
05/2020,85142,0.66
06/2020,85142,0.54
07/2020,85142,0.59
08/2020,85142,0.67
09/2020,85142,0.6
10/2020,85142,0.64
11/2020,85142,0.58
12/2020,85142,0.57
01/2021,85142,0.66
02/2021,85142,0.77
03/2021,85142,0.71
04/2021,85142,0.67
05/2021,85142,0.78
06/2021,85142,0.7
07/2021,85142,0.72
08/2021,85142,0.77
09/2021,85142,0.78
10/2021,85142,0.78
11/2021,85142,0.57
12/2021,85142,0.69
01/2022,85142,0.72
02/2022,85142,0.62
03/2022,85142,0.68
04/2022,85142,0.72
05/2022,85142,0.71
06/2022,85142,0.67
07/2022,85142,0.72
08/2022,85142,0.66
09/2022,85142,0.64
10/2022,85142,0.65
11/2022,85142,0.63
12/2022,85142,0.61
01/2023,85142,0.64
02/2023,85142,0.62
03/2023,85142,0.6
04/2023,85142,0.57
05/2023,85142,0.59
06/2023,85142,0.59
07/2023,85142,0.65
08/2023,85142,0.58
09/2023,85142,0.54
10/2023,85142,0.6
11/2023,85142,0.62
12/2023,85142,0.56
01/2018,85143,0.57
02/2018,85143,0.52
03/2018,85143,0.54
04/2018,85143,0.57
05/2018,85143,0.48
06/2018,85143,0.45
07/2018,85143,0.43
08/2018,85143,0.55
09/2018,85143,0.47
10/2018,85143,0.49
11/2018,85143,0.45
12/2018,85143,0.42
01/2019,85143,0.46
02/2019,85143,0.33
03/2019,85143,0.43
04/2019,85143,0.47
05/2019,85143,0.42
06/2019,85143,0.46
07/2019,85143,0.39
08/2019,85143,0.41
09/2019,85143,0.44
10/2019,85143,0.44
11/2019,85143,0.42
12/2019,85143,0.44
01/2020,85143,0.53
02/2020,85143,0.47
03/2020,85143,0.49
04/2020,85143,0.4
05/2020,85143,0.49
06/2020,85143,0.38
07/2020,85143,0.44
08/2020,85143,0.5
09/2020,85143,0.43
10/2020,85143,0.46
11/2020,85143,0.4
12/2020,85143,0.39
01/2021,85143,0.42
02/2021,85143,0.5
03/2021,85143,0.5
04/2021,85143,0.49
05/2021,85143,0.61
06/2021,85143,0.55
07/2021,85143,0.56
08/2021,85143,0.61
09/2021,85143,0.6
10/2021,85143,0.61
11/2021,85143,0.41
12/2021,85143,0.53
01/2022,85143,0.57
02/2022,85143,0.47
03/2022,85143,0.52
04/2022,85143,0.55
05/2022,85143,0.54
06/2022,85143,0.5
07/2022,85143,0.55
08/2022,85143,0.5
09/2022,85143,0.48
10/2022,85143,0.5
11/2022,85143,0.48
12/2022,85143,0.47
01/2023,85143,0.49
02/2023,85143,0.47
03/2023,85143,0.44
04/2023,85143,0.43
05/2023,85143,0.43
06/2023,85143,0.45
07/2023,85143,0.52
08/2023,85143,0.45
09/2023,85143,0.4
10/2023,85143,0.46
11/2023,85143,0.5
12/2023,85143,0.43
01/2018,85144,0.57
02/2018,85144,0.52
03/2018,85144,0.54
04/2018,85144,0.57
05/2018,85144,0.48
06/2018,85144,0.45
07/2018,85144,0.43
08/2018,85144,0.55
09/2018,85144,0.47
10/2018,85144,0.49
11/2018,85144,0.45
12/2018,85144,0.42
01/2019,85144,0.46
02/2019,85144,0.33
03/2019,85144,0.43
04/2019,85144,0.47
05/2019,85144,0.42
06/2019,85144,0.46
07/2019,85144,0.39
08/2019,85144,0.41
09/2019,85144,0.44
10/2019,85144,0.44
11/2019,85144,0.42
12/2019,85144,0.44
01/2020,85144,0.53
02/2020,85144,0.47
03/2020,85144,0.49
04/2020,85144,0.4
05/2020,85144,0.49
06/2020,85144,0.38
07/2020,85144,0.44
08/2020,85144,0.5
09/2020,85144,0.43
10/2020,85144,0.46
11/2020,85144,0.4
12/2020,85144,0.39
01/2021,85144,0.42
02/2021,85144,0.5
03/2021,85144,0.5
04/2021,85144,0.49
05/2021,85144,0.61
06/2021,85144,0.55
07/2021,85144,0.56
08/2021,85144,0.61
09/2021,85144,0.6
10/2021,85144,0.61
11/2021,85144,0.41
12/2021,85144,0.53
01/2022,85144,0.57
02/2022,85144,0.47
03/2022,85144,0.52
04/2022,85144,0.55
05/2022,85144,0.54
06/2022,85144,0.5
07/2022,85144,0.55
08/2022,85144,0.5
09/2022,85144,0.48
10/2022,85144,0.5
11/2022,85144,0.48
12/2022,85144,0.47
01/2023,85144,0.49
02/2023,85144,0.47
03/2023,85144,0.44
04/2023,85144,0.43
05/2023,85144,0.43
06/2023,85144,0.45
07/2023,85144,0.52
08/2023,85144,0.45
09/2023,85144,0.4
10/2023,85144,0.46
11/2023,85144,0.5
12/2023,85144,0.43
01/2018,85145,0.57
02/2018,85145,0.52
03/2018,85145,0.54
04/2018,85145,0.57
05/2018,85145,0.48
06/2018,85145,0.45
07/2018,85145,0.43
08/2018,85145,0.55
09/2018,85145,0.47
10/2018,85145,0.49
11/2018,85145,0.45
12/2018,85145,0.42
01/2019,85145,0.46
02/2019,85145,0.33
03/2019,85145,0.43
04/2019,85145,0.47
05/2019,85145,0.42
06/2019,85145,0.46
07/2019,85145,0.39
08/2019,85145,0.41
09/2019,85145,0.44
10/2019,85145,0.44
11/2019,85145,0.42
12/2019,85145,0.44
01/2020,85145,0.53
02/2020,85145,0.47
03/2020,85145,0.49
04/2020,85145,0.4
05/2020,85145,0.49
06/2020,85145,0.38
07/2020,85145,0.44
08/2020,85145,0.5
09/2020,85145,0.43
10/2020,85145,0.46
