Zipcode,Year,Crime rate per 1000
85367,2022,27.93
85367,2023,25.15
85369,2018,34.1
85369,2019,34.08
85369,2020,31.24
85369,2021,30.58
85369,2022,27.93
85369,2023,25.15
85372,2018,2.11
85372,2019,2.19
85372,2020,2.09
85372,2021,2.21
85372,2022,1.9
85372,2023,1.69
85373,2018,33.67
85373,2019,32.22
85373,2020,27.97
85373,2021,26.7
85373,2022,24.44
85373,2023,25.42
85374,2018,22.38
85374,2019,22.48
85374,2020,24.91
85374,2021,23.69
85374,2022,23.76
85374,2023,21.59
85375,2018,2.11
85375,2019,2.19
85375,2020,2.09
85375,2021,2.21
85375,2022,1.9
85375,2023,1.69
85376,2018,2.11
85376,2019,2.19
85376,2020,2.09
85376,2021,2.21
85376,2022,1.9
85376,2023,1.69
85377,2018,2.11
85377,2019,2.19
85377,2020,2.09
85377,2021,2.21
85377,2022,1.9
85377,2023,1.69
85378,2018,22.38
85378,2019,22.48
85378,2020,24.91
85378,2021,23.69
85378,2022,23.76
85378,2023,21.59
85379,2018,22.38
85379,2019,22.48
85379,2020,24.91
85379,2021,23.69
85379,2022,23.76
85379,2023,21.59
85380,2018,33.67
85380,2019,32.22
85380,2020,27.97
85380,2021,26.7
85380,2022,24.44
85380,2023,25.42
85381,2018,33.67
85381,2019,32.22
85381,2020,27.97
85381,2021,26.7
85381,2022,24.44
85381,2023,25.42
85382,2018,33.67
85382,2019,32.22
85382,2020,27.97
85382,2021,26.7
85382,2022,24.44
85382,2023,25.42
85383,2018,33.67
85383,2019,32.22
85383,2020,27.97
85383,2021,26.7
85383,2022,24.44
85383,2023,25.42
85385,2018,33.67
85385,2019,32.22
85385,2020,27.97
85385,2021,26.7
85385,2022,24.44
85385,2023,25.42
85387,2018,22.38
85387,2019,22.48
85387,2020,24.91
85387,2021,23.69
85387,2022,23.76
85387,2023,21.59
85388,2018,22.38
85388,2019,22.48
85388,2020,24.91
85388,2021,23.69
85388,2022,23.76
85388,2023,21.59
85390,2018,35.75
85390,2019,34.22
85390,2020,37.15
85390,2021,37.93
85390,2022,34.25
85390,2023,26.89
85392,2018,51.0
85392,2019,52.89
85392,2020,52.98
85392,2021,56.94
85392,2022,53.07
85392,2023,45.71
85395,2018,34.23
85395,2019,32.6
85395,2020,32.24
85395,2021,28.71
85395,2022,27.27
85395,2023,26.2
85396,2018,28.14
85396,2019,25.54
85396,2020,25.5
85396,2021,20.05
85396,2022,20.75
85396,2023,18.15
85501,2018,141.99
85501,2019,133.85
85501,2020,119.29
85501,2021,117.91
85501,2022,51.44
85501,2023,69.14
85502,2018,141.99
85502,2019,133.85
85502,2020,119.29
85502,2021,117.91
85502,2022,51.44
85502,2023,69.14
85530,2018,4.26
85530,2019,5.2
85530,2020,4.18
85530,2021,2.62
85530,2022,2.81
85530,2023,2.0
85531,2018,4.26
85531,2019,5.2
85531,2020,4.18
85531,2021,2.62
85531,2022,2.81
85531,2023,2.0
85532,2018,15.12
85532,2019,15.45
85532,2020,14.69
85532,2021,12.69
85532,2022,9.97
85532,2023,4.82
85533,2018,5.7
85533,2019,2.85
85533,2020,5.82
85533,2021,9.71
85533,2022,5.58
85533,2023,N/A
85534,2018,5.7
85534,2019,2.85
85534,2020,5.82
85534,2021,9.71
85534,2022,5.58
85534,2023,N/A
85535,2018,4.26
85535,2019,5.2
85535,2020,4.18
85535,2021,2.62
85535,2022,2.81
85535,2023,2.0
85536,2018,4.26
85536,2019,5.2
85536,2020,4.18
85536,2021,2.62
85536,2022,2.81
85536,2023,2.0
85539,2018,50.82
85539,2019,50.18
85539,2020,49.79
85539,2021,51.29
85539,2022,90.75
85539,2023,40.23
85540,2018,5.7
85540,2019,2.85
85540,2020,5.82
85540,2021,9.71
85540,2022,5.58
85540,2023,N/A
85541,2018,54.71
85541,2019,46.26
85541,2020,52.57
85541,2021,47.69
85541,2022,40.4
85541,2023,34.65
85542,2018,15.12
85542,2019,15.45
85542,2020,14.69
85542,2021,12.69
85542,2022,9.97
85542,2023,4.82
85543,2018,30.2
85543,2019,21.13
85543,2020,19.26
85543,2021,5.5
85543,2022,12.28
85543,2023,8.17
85544,2018,15.12
85544,2019,15.45
85544,2020,14.69
85544,2021,12.69
85544,2022,9.97
85544,2023,4.82
85545,2018,15.12
85545,2019,15.45
85545,2020,14.69
85545,2021,12.69
85545,2022,9.97
85545,2023,4.82
85546,2018,41.42
85546,2019,50.25
85546,2020,40.86
85546,2021,25.45
85546,2022,25.15
85546,2023,2.0
85547,2018,54.71
85547,2019,46.26
85547,2020,52.57
85547,2021,47.69
85547,2022,40.4
85547,2023,34.65
85548,2018,41.42
85548,2019,50.25
85548,2020,40.86
85548,2021,25.45
85548,2022,25.15
85548,2023,2.0
85550,2018,15.12
85550,2019,15.45
85550,2020,14.69
85550,2021,12.69
85550,2022,9.97
85550,2023,4.82
85551,2018,4.26
85551,2019,5.2
85551,2020,4.18
85551,2021,2.62
85551,2022,2.81
85551,2023,2.0
85552,2018,19.36
85552,2019,30.17
85552,2020,4.18
85552,2021,10.93
85552,2022,10.79
85552,2023,9.1
85553,2018,15.12
85553,2019,15.45
85553,2020,14.69
85553,2021,12.69
85553,2022,9.97
85553,2023,4.82
85554,2018,15.12
85554,2019,15.45
85554,2020,14.69
85554,2021,12.69
85554,2022,9.97
85554,2023,4.82
85601,2018,10.46
85601,2019,8.86
85601,2020,9.94
85601,2021,10.0
85601,2022,10.74
85601,2023,10.58
85602,2018,22.15
85602,2019,19.45
85602,2020,19.93
85602,2021,21.99
85602,2022,23.09
85602,2023,22.12
85603,2018,5.75
85603,2019,5.48
85603,2020,5.38
85603,2021,40.29
85603,2022,23.3
85603,2023,25.01
85605,2018,5.75
85605,2019,5.48
85605,2020,4.61
85605,2021,5.6
85605,2022,6.22
85605,2023,6.07
85606,2018,5.75
85606,2019,5.48
85606,2020,4.61
85606,2021,5.6
85606,2022,6.22
85606,2023,6.07
85607,2018,5.75
85607,2019,49.07
85607,2020,34.82
85607,2021,32.31
85607,2022,25.12
85607,2023,27.42
85608,2018,5.75
85608,2019,49.07
85608,2020,34.82
85608,2021,32.31
85608,2022,25.12
85608,2023,27.42
85609,2018,5.75
85609,2019,5.48
85609,2020,4.61
85609,2021,5.6
85609,2022,6.22
85609,2023,6.07
85610,2018,5.75
85610,2019,5.48
85610,2020,4.61
85610,2021,5.6
85610,2022,6.22
85610,2023,6.07
85611,2018,19.43
85611,2019,16.88
85611,2020,16.86
85611,2021,19.47
85611,2022,20.91
85611,2023,21.63
85613,2018,43.23
85613,2019,59.12
85613,2020,44.34
85613,2021,46.53
85613,2022,54.39
85613,2023,46.4
85614,2018,10.46
85614,2019,8.86
85614,2020,9.94
85614,2021,10.0
85614,2022,10.74
85614,2023,10.58
85615,2018,5.75
85615,2019,5.48
85615,2020,4.61
85615,2021,5.6
85615,2022,6.22
85615,2023,6.07
85616,2018,6.19
85616,2019,28.08
85616,2020,14.33
85616,2021,23.14
85616,2022,24.99
85616,2023,16.57
85617,2018,5.75
85617,2019,5.48
85617,2020,4.61
85617,2021,5.6
85617,2022,6.22
85617,2023,6.07
85618,2018,5.94
85618,2019,15.99
85618,2020,29.59
85618,2021,28.53
85618,2022,55.44
85618,2023,31.11
85619,2018,10.46
85619,2019,8.86
85619,2020,9.94
85619,2021,10.0
85619,2022,10.74
85619,2023,10.58
85620,2018,5.75
85620,2019,5.48
85620,2020,4.61
85620,2021,5.6
85620,2022,6.22
85620,2023,6.07
85621,2018,40.42
85621,2019,38.0
85621,2020,35.06
85621,2021,37.27
85621,2022,48.49
85621,2023,54.6
85622,2018,10.46
85622,2019,8.86
85622,2020,9.94
85622,2021,10.0
85622,2022,10.74
85622,2023,10.58
85623,2018,5.94
85623,2019,5.11
85623,2020,5.38
85623,2021,6.39
85623,2022,6.13
85623,2023,5.47
85624,2018,3.22
85624,2019,2.54
85624,2020,2.31
85624,2021,3.87
85624,2022,3.95
85624,2023,4.98
85625,2018,5.75
85625,2019,5.48
85625,2020,4.61
85625,2021,5.6
85625,2022,6.22
85625,2023,6.07
85626,2018,5.75
85626,2019,5.48
85626,2020,4.61
85626,2021,5.6
85626,2022,6.22
85626,2023,6.07
85627,2018,5.75
85627,2019,5.48
85627,2020,4.61
85627,2021,5.6
85627,2022,6.22
85627,2023,6.07
85628,2018,40.42
85628,2019,38.0
85628,2020,35.06
85628,2021,37.27
85628,2022,48.49
85628,2023,54.6
85629,2018,29.52
85629,2019,26.77
85629,2020,23.88
85629,2021,25.81
85629,2022,28.95
85629,2023,31.06
85630,2018,5.75
85630,2019,5.48
85630,2020,4.61
85630,2021,5.6
85630,2022,6.22
85630,2023,6.07
85631,2018,5.94
85631,2019,5.11
85631,2020,5.38
85631,2021,6.39
85631,2022,6.13
85631,2023,5.47
85632,2018,5.75
85632,2019,5.48
85632,2020,4.61
85632,2021,5.6
85632,2022,6.22
85632,2023,6.07
85633,2018,10.46
85633,2019,8.86
85633,2020,9.94
85633,2021,10.0
85633,2022,10.74
85633,2023,10.58
85634,2018,111.82
85634,2019,128.57
85634,2020,263.78
85634,2021,354.55
85634,2022,299.27
85634,2023,254.8
85635,2018,5.75
85635,2019,5.48
85635,2020,4.61
85635,2021,5.6
85635,2022,6.22
85635,2023,6.07
85636,2018,5.75
85636,2019,5.48
85636,2020,4.61
85636,2021,5.6
85636,2022,6.22
85636,2023,6.07
85637,2018,13.68
85637,2019,11.4
85637,2020,12.25
85637,2021,13.87
85637,2022,14.69
85637,2023,15.56
85638,2018,5.75
85638,2019,5.48
85638,2020,4.61
85638,2021,5.6
85638,2022,6.22
85638,2023,6.07
85639,2018,10.46
85639,2019,8.86
85639,2020,9.94
85639,2021,10.0
85639,2022,10.74
85639,2023,10.58
85640,2018,3.22
85640,2019,2.54
85640,2020,2.31
85640,2021,3.87
85640,2022,3.95
85640,2023,4.98
85641,2018,111.82
85641,2019,128.57
85641,2020,263.78
85641,2021,354.55
85641,2022,299.27
85641,2023,254.8
85643,2018,64.41
85643,2019,53.99
85643,2020,53.3
85643,2021,63.16
85643,2022,67.19
85643,2023,32.8
85644,2018,60.15
85644,2019,48.79
85644,2020,49.12
85644,2021,60.54
85644,2022,64.38
85644,2023,30.8
85645,2018,13.68
85645,2019,11.4
85645,2020,12.25
85645,2021,13.87
85645,2022,14.69
85645,2023,15.56
85646,2018,3.22
85646,2019,2.54
85646,2020,2.31
85646,2021,3.87
85646,2022,3.95
85646,2023,4.98
85648,2018,40.42
85648,2019,38.0
85648,2020,35.06
85648,2021,37.27
85648,2022,48.49
85648,2023,54.6
85650,2018,5.75
85650,2019,5.48
85650,2020,4.61
85650,2021,5.6
85650,2022,6.22
85650,2023,6.07
85652,2018,10.46
85652,2019,8.86
85652,2020,9.94
85652,2021,10.0
85652,2022,10.74
85652,2023,10.58
85653,2018,46.13
85653,2019,44.25
85653,2020,44.95
85653,2021,47.49
85653,2022,47.84
85653,2023,40.58
85654,2018,10.46
85654,2019,8.86
85654,2020,9.94
85654,2021,10.0
85654,2022,10.74
85654,2023,10.58
85655,2018,5.75
85655,2019,49.07
85655,2020,34.82
85655,2021,32.31
85655,2022,25.12
85655,2023,27.42
85658,2018,46.13
85658,2019,44.25
85658,2020,44.95
85658,2021,47.49
85658,2022,47.84
85658,2023,40.58
85662,2018,37.2
85662,2019,35.46
85662,2020,32.75
85662,2021,33.4
85662,2022,44.54
85662,2023,49.62
85670,2018,43.23
85670,2019,59.12
85670,2020,44.34
85670,2021,46.53
85670,2022,54.39
85670,2023,46.4
85701,2018,111.82
85701,2019,128.57
85701,2020,263.78
85701,2021,354.55
85701,2022,299.27
85701,2023,254.8
85702,2018,111.82
85702,2019,128.57
85702,2020,263.78
85702,2021,354.55
85702,2022,299.27
85702,2023,254.8
85703,2018,111.82
85703,2019,128.57
85703,2020,263.78
85703,2021,354.55
85703,2022,299.27
85703,2023,254.8
85704,2018,111.82
85704,2019,128.57
85704,2020,263.78
85704,2021,354.55
85704,2022,299.27
85704,2023,254.8
85705,2018,111.82
85705,2019,128.57
85705,2020,263.78
85705,2021,354.55
85705,2022,299.27
85705,2023,254.8
85706,2018,111.82
85706,2019,128.57
85706,2020,263.78
85706,2021,354.55
85706,2022,299.27
85706,2023,254.8
85707,2018,111.82
85707,2019,128.57
85707,2020,263.78
85707,2021,354.55
85707,2022,299.27
85707,2023,254.8
85708,2018,111.82
85708,2019,128.57
85708,2020,263.78
85708,2021,354.55
85708,2022,299.27
85708,2023,254.8
85709,2018,111.82
85709,2019,128.57
85709,2020,263.78
85709,2021,354.55
85709,2022,299.27
85709,2023,254.8
85710,2018,111.82
85710,2019,128.57
85710,2020,263.78
85710,2021,354.55
85710,2022,299.27
85710,2023,254.8
85711,2018,111.82
85711,2019,128.57
85711,2020,263.78
85711,2021,354.55
85711,2022,299.27
85711,2023,254.8
85712,2018,111.82
85712,2019,128.57
85712,2020,263.78
85712,2021,354.55
85712,2022,299.27
85712,2023,254.8
85713,2018,111.82
85713,2019,128.57
85713,2020,263.78
85713,2021,354.55
85713,2022,299.27
85713,2023,254.8
85714,2018,111.82
85714,2019,128.57
85714,2020,263.78
85714,2021,354.55
85714,2022,299.27
85714,2023,254.8
85715,2018,111.82
85715,2019,128.57
85715,2020,263.78
85715,2021,354.55
85715,2022,299.27
85715,2023,254.8
85716,2018,111.82
85716,2019,128.57
85716,2020,263.78
85716,2021,354.55
85716,2022,299.27
85716,2023,254.8
85717,2018,111.82
85717,2019,128.57
85717,2020,263.78
85717,2021,354.55
85717,2022,299.27
85717,2023,254.8
85718,2018,111.82
85718,2019,128.57
85718,2020,263.78
85718,2021,354.55
85718,2022,299.27
85718,2023,254.8
85719,2018,111.82
85719,2019,128.57
85719,2020,263.78
85719,2021,354.55
85719,2022,299.27
85719,2023,254.8
85720,2018,73.47
85720,2019,56.98
85720,2020,58.96
85720,2021,63.67
85720,2022,66.02
85720,2023,57.74
85721,2018,111.82
85721,2019,128.57
85721,2020,263.78
85721,2021,354.55
85721,2022,299.27
85721,2023,254.8
85722,2018,73.47
85722,2019,56.98
85722,2020,58.96
85722,2021,63.67
85722,2022,66.02
85722,2023,57.74
85723,2018,111.82
85723,2019,128.57
85723,2020,263.78
85723,2021,354.55
85723,2022,299.27
85723,2023,254.8
85724,2018,111.82
85724,2019,128.57
85724,2020,263.78
85724,2021,354.55
85724,2022,299.27
85724,2023,254.8
85725,2018,111.82
85725,2019,128.57
85725,2020,263.78
85725,2021,354.55
85725,2022,299.27
85725,2023,254.8
85726,2018,111.82
85726,2019,128.57
85726,2020,263.78
85726,2021,354.55
85726,2022,299.27
85726,2023,254.8
85728,2018,111.82
85728,2019,128.57
85728,2020,263.78
85728,2021,354.55
85728,2022,299.27
85728,2023,254.8
85730,2018,111.82
85730,2019,128.57
85730,2020,263.78
85730,2021,354.55
85730,2022,299.27
85730,2023,254.8
85731,2018,111.82
85731,2019,128.57
85731,2020,263.78
85731,2021,354.55
85731,2022,299.27
85731,2023,254.8
85732,2018,111.82
85732,2019,128.57
85732,2020,263.78
85732,2021,354.55
85732,2022,299.27
85732,2023,254.8
85733,2018,111.82
85733,2019,128.57
85733,2020,263.78
85733,2021,354.55
85733,2022,299.27
85733,2023,254.8
85734,2018,111.82
85734,2019,128.57
85734,2020,263.78
85734,2021,354.55
85734,2022,299.27
85734,2023,254.8
85735,2018,111.82
85735,2019,128.57
85735,2020,263.78
85735,2021,354.55
85735,2022,299.27
85735,2023,254.8
85736,2018,111.82
85736,2019,128.57
85736,2020,263.78
85736,2021,354.55
85736,2022,299.27
85736,2023,254.8
85737,2018,111.82
85737,2019,128.57
85737,2020,263.78
85737,2021,354.55
85737,2022,299.27
85737,2023,254.8
85738,2018,111.82
85738,2019,128.57
85738,2020,263.78
85738,2021,354.55
85738,2022,299.27
85738,2023,254.8
85739,2018,117.76
85739,2019,133.68
85739,2020,269.16
85739,2021,360.94
85739,2022,305.4
85739,2023,260.27
85740,2018,111.82
85740,2019,128.57
85740,2020,263.78
85740,2021,354.55
85740,2022,299.27
85740,2023,254.8
85741,2018,111.82
85741,2019,128.57
85741,2020,263.78
85741,2021,354.55
85741,2022,299.27
85741,2023,254.8
85742,2018,111.82
85742,2019,128.57
85742,2020,263.78
85742,2021,354.55
85742,2022,299.27
85742,2023,254.8
85743,2018,111.82
85743,2019,128.57
85743,2020,263.78
85743,2021,354.55
85743,2022,299.27
85743,2023,254.8
85744,2018,111.82
85744,2019,128.57
85744,2020,263.78
85744,2021,354.55
85744,2022,299.27
85744,2023,254.8
85745,2018,111.82
85745,2019,128.57
85745,2020,263.78
85745,2021,354.55
85745,2022,299.27
85745,2023,254.8
85746,2018,111.82
85746,2019,128.57
85746,2020,263.78
85746,2021,354.55
85746,2022,299.27
85746,2023,254.8
85747,2018,111.82
85747,2019,128.57
85747,2020,263.78
85747,2021,354.55
85747,2022,299.27
85747,2023,254.8
85748,2018,111.82
85748,2019,128.57
85748,2020,263.78
85748,2021,354.55
85748,2022,299.27
85748,2023,254.8
85749,2018,111.82
85749,2019,128.57
85749,2020,263.78
85749,2021,354.55
85749,2022,299.27
85749,2023,254.8
85750,2018,111.82
85750,2019,128.57
85750,2020,263.78
85750,2021,354.55
85750,2022,299.27
85750,2023,254.8
85751,2018,111.82
85751,2019,128.57
85751,2020,263.78
85751,2021,354.55
85751,2022,299.27
85751,2023,254.8
85752,2018,111.82
85752,2019,128.57
85752,2020,263.78
85752,2021,354.55
85752,2022,299.27
85752,2023,254.8
85754,2018,111.82
85754,2019,128.57
85754,2020,263.78
85754,2021,354.55
85754,2022,299.27
85754,2023,254.8
85755,2018,111.82
85755,2019,128.57
85755,2020,263.78
85755,2021,354.55
85755,2022,299.27
85755,2023,254.8
85756,2018,111.82
85756,2019,128.57
85756,2020,263.78
85756,2021,354.55
85756,2022,299.27
85756,2023,254.8
85757,2018,111.82
85757,2019,128.57
85757,2020,263.78
85757,2021,354.55
85757,2022,299.27
85757,2023,254.8
85775,2018,101.36
85775,2019,119.71
85775,2020,253.84
85775,2021,344.55
85775,2022,288.53
85775,2023,244.22
85777,2018,73.47
85777,2019,56.98
85777,2020,58.96
85777,2021,63.67
85777,2022,66.02
85777,2023,57.74
85901,2018,59.61
85901,2019,48.0
85901,2020,50.81
85901,2021,47.89
85901,2022,44.98
85901,2023,47.89
85902,2018,59.61
85902,2019,48.0
85902,2020,50.81
85902,2021,47.89
85902,2022,44.98
85902,2023,47.89
85911,2018,59.61
85911,2019,48.0
85911,2020,50.81
85911,2021,47.89
85911,2022,44.98
85911,2023,47.89
85912,2018,4.61
85912,2019,4.26
85912,2020,3.38
85912,2021,3.58
85912,2022,4.54
85912,2023,4.25
85920,2018,2.28
85920,2019,2.69
85920,2020,0.81
85920,2021,3.49
85920,2022,3.7
85920,2023,3.15
85922,2018,5.7
85922,2019,2.85
85922,2020,5.82
85922,2021,9.71
85922,2022,5.58
85922,2023,N/A
85923,2018,4.61
85923,2019,4.26
85923,2020,3.38
85923,2021,3.58
85923,2022,4.54
85923,2023,4.25
85924,2018,2.28
85924,2019,2.69
85924,2020,0.81
85924,2021,3.49
85924,2022,3.7
85924,2023,3.15
85925,2018,21.24
85925,2019,13.66
85925,2020,12.32
85925,2021,18.59
85925,2022,15.2
85925,2023,4.43
85926,2018,4.61
85926,2019,4.26
85926,2020,3.38
85926,2021,3.58
85926,2022,4.54
85926,2023,4.25
85927,2018,2.28
85927,2019,2.69
85927,2020,0.81
85927,2021,3.49
85927,2022,3.7
85927,2023,3.15
85928,2018,4.61
85928,2019,4.26
85928,2020,3.38
85928,2021,3.58
85928,2022,4.54
85928,2023,4.25
85929,2018,44.12
85929,2019,55.29
85929,2020,51.69
85929,2021,62.84
85929,2022,47.69
85929,2023,58.11
85930,2018,2.28
85930,2019,2.69
85930,2020,0.81
85930,2021,3.49
85930,2022,3.7
85930,2023,3.15
85931,2018,4.53
85931,2019,4.54
85931,2020,4.02
85931,2021,3.84
85931,2022,4.73
85931,2023,4.56
85932,2018,2.28
85932,2019,2.69
85932,2020,0.81
85932,2021,3.49
85932,2022,3.7
85932,2023,3.15
85933,2018,4.61
85933,2019,4.26
85933,2020,3.38
85933,2021,3.58
85933,2022,4.54
85933,2023,4.25
85934,2018,4.61
85934,2019,4.26
85934,2020,3.38
85934,2021,3.58
85934,2022,4.54
85934,2023,4.25
85935,2018,44.12
85935,2019,55.29
85935,2020,51.69
85935,2021,62.84
85935,2022,47.69
85935,2023,58.11
85936,2018,28.86
85936,2019,31.3
85936,2020,22.22
85936,2021,29.24
85936,2022,31.77
85936,2023,31.6
85937,2018,32.4
85937,2019,27.96
85937,2020,25.79
85937,2021,22.85
85937,2022,31.94
85937,2023,30.48
85938,2018,5.22
85938,2019,4.26
85938,2020,1.93
85938,2021,6.99
85938,2022,6.83
85938,2023,4.43
85939,2018,32.4
85939,2019,27.96
85939,2020,25.79
85939,2021,22.85
85939,2022,31.94
85939,2023,30.48
85940,2018,2.28
85940,2019,2.69
85940,2020,0.81
85940,2021,3.49
85940,2022,3.7
85940,2023,3.15
85941,2018,4.61
85941,2019,4.26
85941,2020,3.38
85941,2021,3.58
85941,2022,4.54
85941,2023,4.25
85942,2018,32.4
85942,2019,27.96
85942,2020,25.79
85942,2021,22.85
85942,2022,31.94
85942,2023,30.48
86001,2018,70.38
86001,2019,70.78
86001,2020,66.51
86001,2021,52.03
86001,2022,59.12
86001,2023,51.5
86002,2018,70.38
86002,2019,70.78
86002,2020,66.51
86002,2021,52.03
86002,2022,59.12
86002,2023,51.5
86003,2018,70.38
86003,2019,70.78
86003,2020,66.51
86003,2021,52.03
86003,2022,59.12
86003,2023,51.5
86004,2018,70.38
86004,2019,70.78
86004,2020,66.51
86004,2021,52.03
86004,2022,59.12
86004,2023,51.5
86005,2018,70.38
86005,2019,70.78
86005,2020,66.51
86005,2021,52.03
86005,2022,59.12
86005,2023,51.5
86011,2018,70.38
86011,2019,70.78
86011,2020,66.51
86011,2021,52.03
86011,2022,59.12
86011,2023,51.5
86015,2018,4.53
86015,2019,4.54
86015,2020,4.02
86015,2021,3.84
86015,2022,4.73
86015,2023,4.56
86016,2018,4.53
86016,2019,4.54
86016,2020,4.02
86016,2021,3.84
86016,2022,4.73
86016,2023,4.56
86017,2018,4.53
86017,2019,4.54
86017,2020,4.02
86017,2021,3.84
86017,2022,4.73
86017,2023,4.56
86018,2018,4.53
86018,2019,4.54
86018,2020,4.02
86018,2021,3.84
86018,2022,4.73
86018,2023,4.56
86020,2018,4.53
86020,2019,4.54
86020,2020,4.02
86020,2021,3.84
86020,2022,4.73
86020,2023,4.56
86021,2018,13.1
86021,2019,12.45
86021,2020,10.9
86021,2021,13.17
86021,2022,12.95
86021,2023,11.27
86022,2018,4.53
86022,2019,4.54
86022,2020,4.02
86022,2021,3.84
86022,2022,4.73
86022,2023,4.56
86023,2018,4.53
86023,2019,4.54
86023,2020,4.02
86023,2021,3.84
86023,2022,4.73
86023,2023,4.56
86024,2018,4.53
86024,2019,4.54
86024,2020,4.02
86024,2021,3.84
86024,2022,4.73
86024,2023,4.56
86025,2018,57.63
86025,2019,90.01
86025,2020,3.38
86025,2021,3.58
86025,2022,71.65
86025,2023,67.55
86028,2018,55.3
86028,2019,88.44
86028,2020,0.81
86028,2021,3.49
86028,2022,70.81
86028,2023,66.45
86029,2018,57.63
86029,2019,90.01
86029,2020,3.38
86029,2021,3.58
86029,2022,71.65
86029,2023,67.55
86030,2018,4.61
86030,2019,4.26
86030,2020,3.38
86030,2021,3.58
86030,2022,4.54
86030,2023,4.25
86031,2018,57.63
86031,2019,90.01
86031,2020,3.38
86031,2021,3.58
86031,2022,71.65
86031,2023,67.55
86032,2018,4.61
86032,2019,4.26
86032,2020,3.38
86032,2021,3.58
86032,2022,4.54
86032,2023,4.25
86033,2018,36.83
86033,2019,36.27
86033,2020,35.26
86033,2021,36.76
86033,2022,36.72
86033,2023,36.73
86034,2018,4.61
86034,2019,4.26
86034,2020,3.38
86034,2021,3.58
86034,2022,4.54
86034,2023,4.25
86035,2018,4.53
86035,2019,4.54
86035,2020,4.02
86035,2021,3.84
86035,2022,4.73
86035,2023,4.56
86036,2018,4.53
86036,2019,4.54
86036,2020,4.02
86036,2021,3.84
86036,2022,4.73
86036,2023,4.56
86038,2018,4.53
86038,2019,4.54
86038,2020,4.02
86038,2021,3.84
86038,2022,4.73
86038,2023,4.56
86039,2018,4.61
86039,2019,4.26
86039,2020,3.38
86039,2021,3.58
86039,2022,4.54
86039,2023,4.25
86040,2018,96.88
86040,2019,125.11
86040,2020,81.5
86040,2021,72.15
86040,2022,90.85
86040,2023,94.76
86042,2018,36.83
86042,2019,36.27
86042,2020,35.26
86042,2021,36.76
86042,2022,36.72
86042,2023,36.73
86043,2018,36.83
86043,2019,36.27
86043,2020,35.26
86043,2021,36.76
86043,2022,36.72
86043,2023,36.73
86044,2018,4.53
86044,2019,4.54
86044,2020,4.02
86044,2021,3.84
86044,2022,4.73
86044,2023,4.56
86045,2018,36.75
86045,2019,36.55
86045,2020,35.9
86045,2021,37.02
86045,2022,36.91
86045,2023,37.04
86046,2018,56.87
86046,2019,37.6
86046,2020,44.22
86046,2021,61.35
86046,2022,66.1
86046,2023,50.33
86047,2018,70.78
86047,2019,83.08
86047,2020,67.34
86047,2021,49.81
86047,2022,48.71
86047,2023,59.98
86052,2018,4.53
86052,2019,4.54
86052,2020,4.02
86052,2021,3.84
86052,2022,4.73
86052,2023,4.56
86053,2018,4.53
86053,2019,4.54
86053,2020,4.02
86053,2021,3.84
86053,2022,4.73
86053,2023,4.56
86054,2018,4.61
86054,2019,4.26
86054,2020,3.38
86054,2021,3.58
86054,2022,4.54
86054,2023,4.25
86301,2018,46.66
86301,2019,42.0
86301,2020,40.4
86301,2021,42.19
86301,2022,42.24
86301,2023,40.09
86302,2018,46.66
86302,2019,42.0
86302,2020,40.4
86302,2021,42.19
86302,2022,42.24
86302,2023,40.09
86303,2018,46.66
86303,2019,42.0
86303,2020,40.4
86303,2021,42.19
86303,2022,42.24
86303,2023,40.09
86304,2018,46.66
86304,2019,42.0
86304,2020,40.4
86304,2021,42.19
86304,2022,42.24
86304,2023,40.09
86305,2018,46.66
86305,2019,42.0
86305,2020,40.4
86305,2021,42.19
86305,2022,42.24
86305,2023,40.09
86312,2018,75.0
86312,2019,63.85
86312,2020,59.36
86312,2021,65.98
86312,2022,64.79
86312,2023,63.59
86313,2018,46.66
86313,2019,42.0
86313,2020,40.4
86313,2021,42.19
86313,2022,42.24
86313,2023,40.09
86314,2018,75.0
86314,2019,63.85
86314,2020,59.36
86314,2021,65.98
86314,2022,64.79
86314,2023,63.59
86315,2018,75.0
86315,2019,63.85
86315,2020,59.36
86315,2021,65.98
86315,2022,64.79
86315,2023,63.59
86320,2018,6.3
86320,2019,5.47
86320,2020,5.86
86320,2021,6.91
86320,2022,6.94
86320,2023,6.31
86321,2018,6.3
86321,2019,5.47
86321,2020,5.86
86321,2021,6.91
86321,2022,6.94
86321,2023,6.31
86322,2018,6.3
86322,2019,5.47
86322,2020,5.86
86322,2021,6.91
86322,2022,6.94
86322,2023,6.31
86323,2018,29.67
86323,2019,24.42
86323,2020,21.44
86323,2021,18.81
86323,2022,18.36
86323,2023,18.57
86324,2018,22.25
86324,2019,19.53
86324,2020,17.32
86324,2021,20.7
86324,2022,21.07
86324,2023,19.67
86325,2018,6.3
86325,2019,5.47
86325,2020,5.86
86325,2021,6.91
86325,2022,6.94
86325,2023,6.31
86326,2018,1146.08
86326,2019,2797.74
86326,2020,2600.14
86326,2021,2015.84
86326,2022,2633.51
86326,2023,2899.75
86327,2018,6.3
86327,2019,5.47
86327,2020,5.86
86327,2021,6.91
86327,2022,6.94
86327,2023,6.31
86329,2018,6.3
86329,2019,5.47
86329,2020,5.86
