RegionName,2018,2019,2020,2021,2022,2023
1258,417947.6515767156,432704.0300968822,455509.6650375018,549573.3865219433,642606.2153292259,662153.7523433327
1259,N/A,N/A,378010.7592971966,458635.3107230749,540865.2041089571,563110.0774521603
1262,422033.93220478,434552.1111599169,455140.4821694451,542984.2425588677,637889.4895836166,681605.4900175097
1264,435633.4357849501,451226.49586943,474174.0530436272,569262.0602335384,662178.7358624191,679263.7458609595
1266,384494.256593819,393326.1189183328,408282.6158919302,498246.6624194545,591397.1142033389,647596.9441785994
1267,300283.22230820294,311917.6748359123,326792.33533044904,377879.3471614194,427987.9320506102,450701.00466050673
1270,203999.07195488003,211939.13345688512,229729.8139260117,272035.8033145165,308501.29174865584,328534.1518089212
1301,197620.31317340207,205022.59271028277,214998.25285140343,248642.7719401749,280664.7399187375,296269.59828280227
1330,259865.0708529868,262432.3468885959,277363.3038224057,323008.41043099714,351057.2288902244,368715.8120652128
1331,178015.05582770656,189824.01908451616,207735.45905031337,251703.64595292523,281183.8150698517,299333.8403487486
1337,242350.17425076652,249920.47466357003,267242.33360535995,312596.47610710433,344285.660774067,354818.0989093718
1338,222141.8185991168,230838.40549432303,246836.2388352568,289923.88164725184,322342.89499155007,327828.925866791
1339,214034.67249235604,218103.20077079767,228468.212324105,267617.76260478096,294853.66651088884,310836.28191119333
1340,190333.85627526036,197710.34970405683,211384.70192979823,247855.7299146209,272100.0152245273,287206.6143244115
1341,293726.65696771204,296596.0108895836,302660.46513563633,350352.17782175285,387002.71520489454,410456.1649228497
1342,282180.22112449515,291433.0292441682,304293.5396158683,349258.8353068561,382062.5406273375,400113.3223338424
1344,209372.1863522945,219912.40307710832,228474.87543412863,265697.6699181333,292896.91405587964,303312.37880971626
1346,108360.52310247673,110211.88013531196,113844.9428435902,130355.6651643917,138032.36262560368,143068.02792439703
1349,184730.91628473703,190057.84794394136,197829.98840667665,236115.27481282817,263456.43768176,284899.81950481184
1351,241133.9912445286,246625.08378947663,257001.18655666205,294407.0223321436,330440.1744507584,349980.09090758185
1354,227427.77160271528,230996.956057658,240872.71445659976,283583.9113065686,315980.28087212675,327163.8751190395
1355,228155.69775034583,238366.73813031623,251798.19077093917,295457.8245207921,328112.28971247934,343103.0622722364
1360,227051.20673602357,233345.2916255256,247261.34320687145,288087.17949993367,319886.45957448235,332916.11429383827
1364,163823.17338481164,177897.26377803032,194795.32401035496,232013.7116025719,260923.1024143744,276431.6655817264
1366,289867.92678139365,295741.8276770372,309068.69106332026,355201.482443892,394635.9474054946,422578.0621260617
1367,232154.66157359537,236860.75196582396,249780.6470124915,290822.666566121,310032.819582266,315421.21824680385
1368,219302.1742855588,228792.37720018093,247525.1211015517,296227.7684194514,325529.284161138,338988.59004600527
1370,257403.85049874577,264110.1123038196,280717.032139101,322251.602159374,357161.7880390344,369777.0030832779
1373,287020.5945579359,294109.81440961146,304487.77116321755,346220.30061071,381333.4485606732,402184.9942053224
1375,300009.135062711,310206.4899784486,323785.1547802947,370665.5948139864,409576.29275218747,428768.4706258707
1376,190814.25948830528,195961.16335837348,205731.9536527282,238503.94432039003,266916.6742222531,284319.4053115519
1378,196364.87031025105,202398.4324980513,211349.846689798,250448.2547759024,280879.11398550385,296327.9494629204
1379,189108.00320726412,190397.59454266535,200979.71983056527,234394.271613733,259777.4912386013,272538.708952663
1420,209404.47892577536,225085.9983761648,244564.8247073812,290104.54614927265,325277.82123299094,348109.6284800344
1430,260211.51108865195,274832.91497885535,297529.7577624372,349611.38833657355,384003.13171392446,403351.9124817378
1431,295493.1288799146,307255.7313048645,328541.5825189001,375722.536718172,415374.5275369201,429601.7961558956
1432,344938.21952262725,356668.6427502346,374951.55190853006,428563.5558292717,472980.8356483112,493655.9764881471
1434,N/A,N/A,358208.92621703644,413626.5449187265,498384.3375187645,529811.9577157435
1436,232341.41723032595,238214.84553974005,252264.2808806677,295368.4846157127,330306.81974264985,348321.4760940393
1440,197020.90788483157,205678.9101345724,225912.65806961083,271479.20549628936,304310.16347930074,323495.85886553355
1450,475389.7455335691,491696.7626324458,513566.4114903663,591971.261132862,666612.2546545753,699513.0787055003
1451,597199.7099377444,601457.7088186996,613828.4984065063,711930.2502693166,810964.6891094464,864009.7232434604
1452,280790.2736158604,289898.79186387494,311960.5185089955,361023.9324452822,399454.64965956105,419526.6552329855
1453,258627.9310721165,270211.828124947,292639.26814651146,341178.5561831296,380094.7090674197,406410.1396973471
1460,502173.38715841033,504810.9208405093,529255.3030200341,608918.8248400154,677705.8207487682,706999.6165354246
1462,314614.7896635028,328630.87571880844,351847.67377165187,403457.1818022099,447960.130948039,473871.5225030735
1463,367942.3419365894,378610.1270539277,398816.9653433541,463786.4952935178,507649.3613155303,528255.5080532976
1464,342471.67888863804,356162.7333559743,375887.8518792568,431840.6190293455,474948.5371694082,490219.91855009645
1468,225224.43365455908,235875.67760130693,259024.17629148212,308064.7580313943,347035.2350049136,365703.4275879529
1469,305095.1622001989,315133.4476075217,335785.6782231656,384795.6584726893,428134.1381440407,447844.7680078068
1473,301846.17057350435,318219.0710767966,343991.689520133,397898.53290454025,442615.920549418,466254.6129220998
1474,306108.25158434355,317989.5107337086,337111.04440310376,384258.3974735488,434941.93011795706,456945.7932703191
1475,214593.3722292299,225051.3869130636,244675.9671411744,291442.8680443614,326200.4415410027,345948.3705894411
1501,278711.96971932816,287517.5041691863,311452.9553489731,357367.07757571776,391464.4986201399,416766.8901934782
1503,425154.9087981746,436753.91402079485,452189.2031025772,504326.3712297588,551705.6962467778,582508.9631846284
1504,293632.4022760259,306485.2979230914,326505.0838071984,373936.3928396437,409314.5804678349,430181.0656390306
1505,386282.42566100205,390089.6062990436,407536.216237939,466802.45593787247,520360.703303044,559852.0578357651
1506,256686.797587299,260350.13774427617,274145.9744970975,321931.451513896,355743.1229201055,369139.246075952
1507,319507.8159203028,324998.40195906494,339062.4808396045,395424.8512730848,436443.0317517351,457342.6088023156
1510,271040.8688161206,283171.6585425683,301523.83099490765,343683.6320748763,377303.9827288471,401045.1987625751
1515,267340.1373502905,273709.7601443237,289373.77622846386,336877.0545725809,369445.7592966214,389158.6457007204
1516,336817.5801773722,341924.7609114961,359439.7674886759,415461.9534037555,459628.2739587892,488477.4955605291
1518,320685.2302279496,331940.8510976645,349014.85478044214,396907.3645860905,436735.3591149207,465426.1855414527
1519,409931.98549900966,414828.54708728025,438217.6252054032,500291.21841100487,556957.8410360484,593483.3930339443
1520,340253.0874543944,351993.6479143342,373463.2881506169,426485.9729642033,466711.538057396,491956.79267714586
1521,213325.8549567596,226686.45562630784,240475.05941681712,275108.2056374685,305528.6713577224,326564.6527761852
1522,322548.46869633754,332218.5907023978,354990.7788087742,405349.83220075886,443550.0077852844,471047.995635866
1523,351337.6613233911,366219.634559744,387504.3261808457,446039.0289715074,491366.6781784776,515648.13686074456
1524,267467.8476669712,281684.20688946533,304056.4155955533,352243.2938324115,391677.1516177498,412230.6100697169
1527,299199.5967642625,311696.30739230633,330034.46250960423,377676.2560443222,416834.0275822727,443866.4483401782
1529,309766.50508541806,314131.9698229278,335719.25814358506,387941.2018751914,425103.0029494129,445581.3492565835
1531,292443.6139462639,303383.55444683105,319482.6507554841,369681.60417404654,404247.1111885342,423341.5125246883
1532,436387.0648050059,450206.88839675,464714.4471619495,523610.54419324914,578129.8370004956,620495.5611839596
1534,313391.9217018143,318990.2610710439,335212.122526504,382409.4914072941,428685.43466525176,453244.34604642174
1535,240556.35312047845,247724.72079760197,263224.38843152666,306421.4577501958,337903.287792228,355637.0033074014
1536,341092.85581121995,349013.96798303706,370686.937921051,422427.613625164,469620.1285025103,500764.8513585114
1537,243247.2281838467,255950.4271380965,276362.8342154131,314054.5674283383,348242.7097667646,372449.71185502247
1540,252340.46027204223,262125.7505697397,279939.81588887324,324006.58093362645,356316.92099525296,374703.3908313948
1541,375547.7157732304,392476.35870631953,415509.9591260474,481754.23886797513,536189.8923729997,564172.9576311427
1542,296337.62326148857,310323.9657461686,332893.5150055156,380902.346195202,423979.8614776461,445559.1319072126
1543,311242.58185630484,320140.21846754855,341465.6250775813,395808.6585015313,443505.0592662927,470025.0372069266
1545,438137.9709750314,445560.5418742478,457996.69775208266,520941.1100553985,576467.2495356295,613637.9661054866
1550,208938.7474046891,216826.9922693457,236478.4239548241,281940.2375535599,315775.61193389987,331794.5551299791
1560,365555.1785192377,371154.63602364087,390239.9949805717,438947.6017795284,496261.6801076183,521445.2056080305
1562,260669.88926137108,271570.94038618845,289039.1327119936,336664.55897219985,372755.498311885,394347.7104485915
1564,357427.7068476397,370903.2235088131,389049.98352750606,449295.516087124,499087.35294091445,529778.6040338939
1566,302043.9701793748,314146.89461537875,331611.968030757,379336.9337267336,420041.9006850566,445841.46722046426
1568,463896.4043801862,466011.4535059063,484635.8848418459,557583.3347248462,622140.2822883545,651581.8592366542
1569,327006.7075147498,336573.1635843828,355005.23478786205,402310.1697985648,446038.145471721,469703.9025645314
1570,258627.7984133594,269791.5652592729,287559.1916225328,336624.3379227615,370215.9135249846,391274.96561422176
1571,275566.5123771876,286123.3260133254,301901.49056361266,351428.6899085028,385189.17566776695,406692.2635656737
1581,482314.0079680369,495834.2838518441,512788.80836374784,576465.6407296684,637064.7130987761,668570.664184785
1583,313198.4295287023,324170.1461555219,342471.0425313198,389605.3522051767,428248.3557336756,455708.94416266057
1585,248056.4259870365,256877.9393721713,273478.9510027188,321161.36011252506,350978.7287994595,375400.408877573
1588,274302.21158580587,281940.1841317362,298990.6137580406,339554.35140869906,375078.52333672304,396922.6334907552
1590,377878.6213106569,388888.53572177707,406930.4643351724,472046.6762291992,523804.4180852988,557890.3801186938
1602,253130.0719976965,263258.48270949983,289308.7241324322,341945.98348561215,379396.2570370918,403264.82795521297
1603,213445.40078765596,227050.62744986048,251562.52529423128,300848.1956911125,333832.8904691928,354065.76750856295
1604,235756.39205013757,247579.86226616416,272216.09249048744,319609.80887276324,355853.3969104754,376423.5105226147
1605,248239.0349649789,261266.0038215036,286287.7803138117,339432.94045632466,376436.3435079499,396799.8516907501
1606,250992.97491003145,262529.3231276058,286820.42123190226,337751.9092431152,373221.7997361019,395717.287041567
1607,207977.89484047063,223385.70978425065,245481.21656686117,292540.23405053647,328501.9848678579,346398.1770036781
1608,76667.13483364864,84261.92569364251,97600.84781408568,119513.5086465552,149260.57034102207,165439.14310312524
1609,312023.119528998,324607.0658151771,352128.125974895,411312.6061787303,458094.9111555915,485758.3642866458
1610,189366.55766559613,202814.38730659857,228190.26200683825,277323.9537158328,315579.14644598693,332129.7055043856
1611,235403.68770235416,248192.7072672392,270007.9923156985,314112.75975596503,350350.6896554702,371317.3213607038
1612,328991.8996770521,340365.5289400271,358329.4972194682,412656.4842477946,457428.8059424488,481333.21961049177
1701,462086.8820982999,476515.7699164408,497468.8572894824,558697.6067990498,611862.5498257075,627379.2863649986
1702,356441.26850350545,371053.1902699221,391833.3720920309,437508.07282898575,474700.2571450672,497993.9657313784
1718,310259.4160271172,327506.067368572,338493.8629330425,375661.7611419328,423847.355355269,443586.2185995568
1719,486847.4934633341,491722.0783436524,508360.0690478375,581829.2333453147,651048.4367562204,683240.7754662064
1720,573944.3517050142,578316.4087232017,596209.7544744831,679220.2514351995,766167.1143960217,800283.747692827
1721,424966.7960074555,434190.2970526188,453720.0566584027,506118.6643395187,563649.873313663,586788.257444508
1730,697191.9918458489,712615.472925085,729099.7970720032,810450.7693225676,887900.7894795175,923497.495358395
1740,552160.3269625254,559994.9475510196,578443.6910693495,675217.1305207079,760861.6216372872,794062.3491960241
1741,825406.4694459917,826239.3776461268,847515.8321810346,990056.1273831448,1143298.0369458797,1197997.558713324
1742,908870.4492722916,906996.5288602766,927626.4117629138,1063299.0315896056,1224879.2015683893,1277602.655965111
1746,480765.41055055865,483813.9387590436,503900.782320976,571964.948187796,627883.8878510325,657689.0603219921
1747,334991.918022617,343201.34227078664,366238.2227906612,417439.23601722746,458061.7304127857,484163.8540096248
1748,601316.5566429341,609625.1091676381,632703.5712137709,721335.6732286881,824997.450716897,854900.9351173365
1749,387065.37997594586,397229.6034439644,421164.3143596786,474492.7259748764,517018.5145165212,541833.6800550447
1752,370527.7253199617,382897.2481419744,404324.8395497643,456060.51913024514,495425.6833016407,516955.69841142447
1754,381155.1591037232,397395.9467837265,421468.9809834018,473884.29327393865,520183.4852380545,546079.083966487
1756,428722.7241211702,440607.0318915913,463190.08348205406,535164.2901276718,594743.482142098,633665.402932128
1757,344570.83750837744,356071.8854910499,378741.0609670156,433231.6232472239,478113.2893078264,502926.4480774779
1760,601335.1725118833,611561.4189237921,628058.2293336752,699433.8178969541,758535.7508455883,795755.5402319235
1770,797500.5314708464,804891.6458973481,819894.1606041323,933153.6760387192,1044704.1434698264,1086161.476703299
1772,601838.7728608128,615600.0178409731,638295.3201487613,726365.2445094996,824693.7905721013,870442.5266357902
1773,976773.7944204544,973873.523444781,991107.8222501924,1146055.2746601712,1307607.1458106667,1381239.124136716
1775,524112.4928775695,532793.5268128059,549855.65455771,629810.2491480104,703128.8795203222,736630.9966521697
1776,728789.363091336,727398.5846250668,737606.4983620608,849486.0400980511,975492.8140167831,1029230.0939305312
1778,732597.6594987562,742798.2309046006,769298.5551621808,864224.8856898783,975740.3464724312,1030461.2576610036
1801,515726.3862472603,520837.71980444057,551561.2739192232,609811.9597926561,655741.0004215116,670555.8763590405
1803,582755.4707850636,595564.3995001526,625634.3021287456,693537.2362201159,751374.0327193602,785523.6861305544
1810,614501.2319169823,622917.9745989972,649298.6298506041,746165.05305109,834900.8884991407,872079.7129010148
1821,451383.7525266932,465964.4468738321,490375.6061739349,551668.2688712702,602861.1745346574,621500.880444864
1824,450297.31167044747,460830.1207527444,482476.1966327045,550069.4626812205,606835.3401773026,632795.3144641119
1826,347749.3826905153,361771.5851092721,386806.2004490371,445275.4265882599,488252.54543485376,511349.3146532312
1827,522993.0046829258,529736.4137697105,552554.1398245882,636540.6070715667,705708.5682932888,726739.8320542037
1830,327187.90837585845,337528.5943445905,364857.3545506632,424525.8847085324,467379.112013892,484317.771018143
1832,301646.989823919,311261.96445436054,339219.2345070645,393133.4746276809,434274.5760213555,452260.8040414248
1833,482684.9376217676,492758.381415294,519596.9335343479,594475.4126981124,651366.4785024292,676564.9419451413
1834,437948.5934322689,449221.5947147093,475353.9464759952,549936.7499206158,598220.8607090107,621079.041455663
1835,335710.4171667568,345145.7399927686,371757.18190746894,428510.3416464064,472831.1892791496,489682.9504390734
1840,222784.86293627144,232069.41983315983,255374.94982581917,280597.60358463123,306251.1441456672,330969.2587873129
1841,249751.2962292012,270173.20036702114,300006.6793611761,356257.99663963565,395956.8592306627,412455.1466786133
1843,285662.91540657805,304723.19260851125,334895.441946036,392653.2648578221,431926.4184532708,451352.60195431375
1844,364523.2203395774,375382.50591022446,406631.91102473,469234.7055733819,516537.5985186843,536245.2022800912
1845,506774.8769304759,522919.41076933657,548412.1037992722,630254.3372002396,700036.5632917114,728541.7527750601
1850,251385.455992846,268767.03600159474,288678.8399208394,337995.7638943016,371531.0814262421,394504.1746306244
1851,302505.3906302345,317146.6443164491,341315.6135982483,394761.3522468442,434145.8425701084,455659.691460073
1852,283490.8304622988,295244.35835821787,314444.6686037081,362405.5675462633,396123.80440448056,414006.7716090447
1854,280139.4807096952,293170.5202637264,312595.0121200415,361644.2975621662,397698.220380583,421300.25546676136
1860,399332.442022838,411155.1895140696,440564.1193915214,509849.3278088383,555894.3860608609,576297.5975105977
1862,462142.7334797582,478610.1731596804,504780.9192565456,571439.7159063367,627140.2795439571,651142.1682287486
1863,340495.81478441315,352022.83987384575,369390.44639367965,411618.8336136653,455763.59214572445,482567.349067726
1867,593481.981295423,603012.4081889682,625674.299453904,696685.7013140976,754933.7635518896,791258.6614982369
1876,430048.5395581368,443118.5340117849,466678.92170570354,525980.700509955,575597.8000476625,594430.3693584977
1879,394872.0708617965,403895.032784715,430163.8047947289,492742.918218514,548117.5438863534,575664.9566209469
1880,552688.4809455494,559569.9337020897,584136.0373877449,654454.1646647712,700342.9763769796,717421.7470565106
1886,550492.4262283109,557148.601049617,575859.6524961557,652612.0765098314,728948.6190445648,759794.263738202
1887,521467.5415870572,531460.219794616,554263.1334954594,623263.1013656405,673838.4559309968,691808.2007239413
1890,1038508.9782245726,1048318.829541074,1079235.336942974,1190791.0722684565,1320909.5637433692,1380277.3129735242
1901,304977.63023136504,319420.0912129352,342415.53788466123,375257.82656568754,401122.30552283215,418985.0357377568
1902,320857.13654039335,342486.8308421801,376999.1660273655,429103.04075614974,463756.8220021773,475010.8963588289
1904,386732.514471997,407824.0893278509,443842.9518398868,506542.4605669765,543452.6990262918,552647.3400968759
1905,347704.5336302328,370241.9268866852,400452.2707201687,454227.7601156813,488914.8328944592,504752.8195497982
1906,459744.8511720402,472887.8087570078,500699.7374438713,565589.1148282079,605685.9523870165,624307.0715647837
1907,515278.04327371577,533905.5474071518,573948.2334964663,660396.3921061874,721734.5907811694,743542.695136189
1908,560402.138629238,572499.9247605167,608522.9146952035,717042.9487314088,804540.375531227,860902.2662988127
1913,371293.12253082753,383428.7355786236,413780.1886727477,478657.7451907449,526337.8392367667,549729.6247310605
1915,477411.02801037376,490281.3639738653,524205.5281063143,597369.9817649528,641128.3568750559,664671.2964273958
1921,647325.9614870525,659500.4715158643,695579.4672397518,816022.3804766015,905185.2994355974,939018.8660446854
1922,529541.321692145,543161.5057870738,574231.8929509135,667484.9516192683,736151.8917608351,769157.7332794354
1923,473621.2521893517,484547.3906509908,513362.5644786256,586913.6089528998,631683.7773890612,649947.6901152566
1929,546611.0492098392,550900.6674084279,585998.4508510713,688887.1783339926,756806.7089984827,800581.743583856
1930,459260.0181735812,469778.9628630152,491684.157989087,572930.6724621383,629981.468505384,664443.5219838243
1938,525461.2487227985,537754.7722934022,563974.4900277352,652598.7759214182,714789.4833184759,752191.1527764698
1940,674852.2118608678,679347.9374110954,707965.8511682613,822785.6523236452,907949.8864009292,953260.9259373294
1944,808550.9712706193,805746.4764967825,827918.7561280766,971223.1678374668,1086854.2121666644,1161527.9730422331
1945,662194.3944138673,680473.0560220588,715822.0701148813,813806.682700607,898902.8461470124,928780.1961753232
1949,574414.8131698694,589747.1925564216,616871.316636824,698044.1085921825,767109.1811216368,800153.3528857107
1950,557182.1837606081,570591.1539637388,601924.984040388,699479.5622219344,789551.2441817111,815107.621625054
1951,563484.1888210509,578792.2967885868,603134.4032627252,708063.0026996228,797655.2450365679,846353.9025460285
1952,389927.16102560767,402295.1896983026,424522.0773088196,491667.0323419266,536559.0124948584,562790.8809138264
1960,448488.7919054511,465109.414882025,496162.7756596408,563069.8963034186,606562.1832663665,620300.8415389104
1966,560017.6762973942,569813.7795606483,596743.8442057199,688916.3560111189,766944.1354090512,813206.2227009583
1969,489245.6807539405,502934.8601536812,532191.5669951934,612109.8391227296,673709.3890763436,700567.0735240147
1970,388736.897176182,406809.8358530162,433040.0086227954,492623.1662243052,534738.9628376603,553116.2211602496
1982,566919.608170369,582621.9690690846,615461.416405384,701331.183052706,769547.2117468115,802275.1072175875
1983,612922.9720362572,622758.2297533526,650049.4398465251,756867.7909000193,835987.1934343997,869834.3058056295
1984,607269.9064951501,623110.9114974559,653163.3369770803,749173.6170469845,834195.227329162,877103.6588257191
1985,578019.4918556204,589327.2983985782,616690.2558586675,715025.7077920217,797026.8361279839,829495.8982113501
