2018,2019,2020,2021,2022,2023,zipcode
71853.0,81471.0,103942.0,100893.0,106083.0,106960.0,24083
51553.0,51399.0,52403.0,57511.0,62909.0,60724.0,24084
40109.0,42700.0,50704.0,45515.0,43969.0,54728.0,24085
28507.0,N/A,N/A,76250.0,113750.0,118707.0,24086
51687.0,57633.0,50238.0,43091.0,45347.0,42631.0,24087
45439.0,46287.0,36287.0,35206.0,34188.0,39905.0,24088
38883.0,46184.0,40825.0,42587.0,36659.0,42900.0,24089
73728.0,86625.0,76625.0,80225.0,84948.0,88125.0,24090
48546.0,52962.0,51425.0,55154.0,57886.0,60147.0,24091
43511.0,53317.0,57578.0,86838.0,64948.0,65227.0,24092
60333.0,75000.0,77813.0,69688.0,N/A,N/A,24093
60058.0,58750.0,64441.0,67297.0,77936.0,83881.0,24095
66000.0,69325.0,69063.0,71211.0,77468.0,82331.0,24101
34914.0,40046.0,44536.0,56280.0,56625.0,93750.0,24102
68171.0,71670.0,79556.0,76571.0,80650.0,70707.0,24104
51765.0,43780.0,44396.0,44150.0,70380.0,74891.0,24105
35997.0,36646.0,38253.0,40603.0,42349.0,47059.0,24112
39000.0,41588.0,45341.0,43674.0,45678.0,48322.0,24120
60787.0,68125.0,73250.0,76843.0,84421.0,88024.0,24121
53201.0,53715.0,62554.0,57796.0,59500.0,65238.0,24122
49312.0,48583.0,51632.0,52708.0,57853.0,60960.0,24124
46926.0,48707.0,48868.0,49861.0,62273.0,59115.0,24127
61838.0,61435.0,62045.0,64091.0,68162.0,72396.0,24128
44364.0,43828.0,44432.0,43438.0,39375.0,55321.0,24133
55461.0,57016.0,59283.0,61837.0,62500.0,63550.0,24134
53565.0,56071.0,61897.0,61321.0,66389.0,67889.0,24136
55652.0,56950.0,56582.0,57770.0,64295.0,66250.0,24137
77091.0,82569.0,74177.0,52030.0,76964.0,65795.0,24138
N/A,N/A,27936.0,30549.0,32713.0,29050.0,24139
48411.0,48664.0,45427.0,53576.0,58544.0,60503.0,24141
52533.0,50278.0,46554.0,49205.0,37974.0,49167.0,24147
42016.0,41364.0,43884.0,47122.0,54294.0,54155.0,24148
59621.0,61346.0,56875.0,55714.0,61063.0,65259.0,24149
52143.0,70785.0,72227.0,61250.0,73491.0,74167.0,24150
42615.0,46585.0,50677.0,54234.0,61740.0,65267.0,24151
61511.0,61959.0,67823.0,70168.0,73136.0,72691.0,24153
46346.0,46522.0,43750.0,43158.0,49044.0,98482.0,24161
56250.0,57371.0,60331.0,64133.0,67986.0,71317.0,24162
39038.0,37837.0,35179.0,53412.0,58819.0,62206.0,24165
53083.0,N/A,N/A,N/A,33015.0,N/A,24167
30200.0,30400.0,N/A,N/A,55417.0,56625.0,24168
40833.0,45410.0,52967.0,52161.0,55042.0,49764.0,24171
44602.0,47014.0,47672.0,53523.0,53726.0,55344.0,24174
71940.0,80238.0,77402.0,74198.0,81295.0,81931.0,24175
81597.0,92292.0,94722.0,98594.0,105417.0,95197.0,24176
53108.0,53254.0,55171.0,64938.0,67996.0,69461.0,24179
55265.0,56711.0,56605.0,55550.0,63397.0,65774.0,24184
60484.0,60500.0,68343.0,70029.0,71012.0,52100.0,24185
37882.0,36867.0,38068.0,42669.0,43599.0,43591.0,24201
44356.0,47077.0,51031.0,53374.0,56476.0,58333.0,24202
42162.0,43997.0,45417.0,51502.0,60337.0,63512.0,24210
61193.0,64219.0,69652.0,74434.0,80952.0,84559.0,24211
27830.0,27250.0,28542.0,32873.0,35053.0,32400.0,24216
18796.0,19000.0,N/A,44643.0,73056.0,47589.0,24217
44703.0,50998.0,51868.0,57898.0,58380.0,52303.0,24219
40074.0,41929.0,44375.0,46289.0,49583.0,51425.0,24220
27250.0,28906.0,51250.0,41771.0,50313.0,51719.0,24221
34393.0,35200.0,38725.0,41610.0,44026.0,47967.0,24224
26875.0,33405.0,22939.0,27354.0,26741.0,26438.0,24225
30284.0,29848.0,34250.0,35417.0,46513.0,43125.0,24226
29803.0,32853.0,35108.0,35481.0,39367.0,44269.0,24228
36385.0,39811.0,44081.0,47986.0,52529.0,56040.0,24230
34615.0,32587.0,35338.0,32222.0,33185.0,33846.0,24236
28173.0,23472.0,22473.0,24292.0,26818.0,27028.0,24237
N/A,26932.0,31406.0,N/A,N/A,N/A,24239
47333.0,48537.0,48553.0,46827.0,51071.0,54435.0,24243
36711.0,37500.0,35713.0,36309.0,41406.0,37224.0,24244
30764.0,32393.0,42500.0,43162.0,34926.0,32500.0,24245
23972.0,31161.0,30487.0,32571.0,N/A,N/A,24246
32923.0,31296.0,42500.0,40833.0,58295.0,60250.0,24248
39590.0,39597.0,40519.0,28080.0,40750.0,42522.0,24250
41744.0,43848.0,45565.0,45449.0,46105.0,44990.0,24251
25647.0,27975.0,26453.0,34567.0,43373.0,47601.0,24256
41490.0,36989.0,41250.0,39044.0,40540.0,38147.0,24258
30786.0,31299.0,29911.0,33860.0,38136.0,39678.0,24260
38353.0,36536.0,35148.0,37317.0,32227.0,40694.0,24263
18750.0,20776.0,N/A,N/A,83089.0,85181.0,24265
44412.0,42872.0,41245.0,43044.0,48199.0,54806.0,24266
N/A,N/A,41750.0,N/A,44107.0,N/A,24269
39625.0,42038.0,45603.0,44583.0,46821.0,N/A,24270
33088.0,33056.0,30417.0,40139.0,39115.0,54077.0,24271
19787.0,18148.0,19191.0,28504.0,30254.0,30212.0,24272
31240.0,30667.0,30577.0,35599.0,38396.0,39797.0,24273
24882.0,25806.0,29714.0,29938.0,33155.0,33102.0,24277
41736.0,36934.0,36121.0,40530.0,41371.0,42344.0,24279
44318.0,44118.0,56548.0,62344.0,68839.0,69844.0,24280
24944.0,28472.0,31250.0,45938.0,57665.0,52734.0,24281
24509.0,27386.0,30852.0,28500.0,N/A,N/A,24282
32634.0,33559.0,34289.0,33177.0,28833.0,34674.0,24283
32564.0,33462.0,39702.0,46875.0,51563.0,60529.0,24290
23654.0,24844.0,32667.0,31576.0,41250.0,33864.0,24292
41201.0,40060.0,43411.0,44286.0,48591.0,53970.0,24293
47844.0,51072.0,51190.0,51878.0,56965.0,58790.0,24301
27444.0,32115.0,36125.0,40813.0,39375.0,45574.0,24311
36277.0,37044.0,27418.0,31902.0,31196.0,38993.0,24312
30341.0,35417.0,37176.0,38472.0,31250.0,46458.0,24313
56250.0,50057.0,46186.0,52593.0,60714.0,62250.0,24314
47283.0,50602.0,53022.0,56995.0,61524.0,63982.0,24315
41977.0,38947.0,38116.0,29593.0,45150.0,40000.0,24317
61023.0,50179.0,57321.0,58424.0,63913.0,61190.0,24318
49792.0,49114.0,46938.0,43564.0,50177.0,49140.0,24319
44917.0,N/A,83889.0,N/A,N/A,N/A,24322
67692.0,51705.0,49875.0,75282.0,72198.0,71094.0,24323
64886.0,68482.0,70272.0,73174.0,79475.0,79615.0,24324
35759.0,37115.0,63421.0,72392.0,77612.0,80102.0,24325
37917.0,47955.0,36250.0,38030.0,39563.0,36375.0,24326
43914.0,47885.0,44853.0,42295.0,52857.0,54286.0,24328
32083.0,30885.0,36940.0,38382.0,39060.0,41517.0,24330
36227.0,39911.0,41806.0,47364.0,50374.0,47539.0,24333
50067.0,47668.0,51533.0,57188.0,55766.0,64050.0,24340
43528.0,44981.0,45233.0,46447.0,49701.0,53933.0,24343
52321.0,53333.0,54650.0,61838.0,60417.0,58625.0,24347
34282.0,37125.0,42466.0,40750.0,41984.0,42408.0,24348
43717.0,41042.0,41910.0,47500.0,48889.0,51619.0,24350
17014.0,16783.0,17094.0,16375.0,18438.0,N/A,24351
42770.0,28675.0,50069.0,44365.0,45422.0,47750.0,24352
40124.0,38389.0,38069.0,40075.0,41091.0,42076.0,24354
51985.0,54923.0,66723.0,63445.0,67407.0,61483.0,24360
53688.0,57198.0,59167.0,61071.0,67063.0,68883.0,24361
31141.0,33500.0,45063.0,48188.0,48350.0,50938.0,24363
47250.0,39492.0,45776.0,39297.0,38173.0,34205.0,24366
47019.0,50727.0,56629.0,57865.0,64000.0,66234.0,24368
31405.0,34926.0,38200.0,42798.0,46648.0,49309.0,24370
40119.0,36975.0,41125.0,39023.0,40924.0,42938.0,24374
46307.0,52029.0,49667.0,53451.0,52813.0,53750.0,24375
51324.0,51083.0,46597.0,49145.0,N/A,N/A,24377
26833.0,26528.0,30337.0,29570.0,34375.0,43875.0,24378
45264.0,56667.0,43546.0,46431.0,48065.0,50246.0,24380
55682.0,55573.0,52346.0,54234.0,64100.0,65179.0,24381
45911.0,48202.0,47126.0,49813.0,48521.0,52234.0,24382
49926.0,53770.0,53578.0,54348.0,60655.0,63746.0,24401
47266.0,49821.0,48224.0,50417.0,49375.0,52381.0,24413
40220.0,40422.0,41298.0,44153.0,49614.0,53672.0,24416
69629.0,72462.0,77159.0,86189.0,92250.0,91324.0,24421
40392.0,42803.0,43977.0,46034.0,44452.0,48235.0,24422
48821.0,46565.0,46707.0,47469.0,51686.0,51841.0,24426
31957.0,31250.0,22128.0,40357.0,44821.0,42367.0,24430
50208.0,42887.0,46199.0,51803.0,69655.0,76380.0,24431
57778.0,61250.0,67083.0,N/A,83542.0,86576.0,24432
47000.0,47813.0,49063.0,60417.0,66136.0,76364.0,24433
57431.0,51134.0,51115.0,54846.0,60000.0,66620.0,24435
N/A,64659.0,71305.0,74334.0,87083.0,88397.0,24437
36528.0,39643.0,40439.0,38700.0,38250.0,44111.0,24439
65333.0,66928.0,58321.0,60000.0,56774.0,44132.0,24440
56563.0,59740.0,66167.0,71964.0,78487.0,80288.0,24441
25625.0,N/A,N/A,58333.0,64766.0,70625.0,24442
46574.0,48387.0,48988.0,49332.0,54787.0,61953.0,24445
31563.0,35625.0,40972.0,N/A,41875.0,61875.0,24448
53773.0,57654.0,60980.0,67423.0,75704.0,77839.0,24450
17000.0,23462.0,26131.0,N/A,92885.0,N/A,24457
37279.0,30398.0,33571.0,45143.0,49063.0,52738.0,24458
73285.0,74978.0,87841.0,89904.0,86979.0,91042.0,24459
36636.0,57581.0,N/A,40227.0,39250.0,44453.0,24460
55804.0,N/A,29231.0,31967.0,34383.0,34549.0,24464
48173.0,54028.0,57813.0,54599.0,59500.0,65500.0,24465
90147.0,96000.0,77946.0,87917.0,103317.0,92165.0,24467
61458.0,62981.0,54839.0,56944.0,73903.0,103100.0,24471
30795.0,31667.0,31845.0,43750.0,49898.0,50559.0,24472
32255.0,45000.0,37500.0,61711.0,89813.0,79079.0,24473
49531.0,50208.0,50179.0,34688.0,58750.0,58603.0,24474
69643.0,74464.0,83317.0,66688.0,N/A,N/A,24476
60013.0,63184.0,64107.0,68898.0,77303.0,81188.0,24477
54519.0,45495.0,65347.0,79167.0,74034.0,88830.0,24479
54600.0,56964.0,59250.0,60911.0,66582.0,72693.0,24482
55583.0,55703.0,72281.0,92440.0,81136.0,84211.0,24483
45000.0,46786.0,55962.0,57794.0,43000.0,46875.0,24484
41250.0,52917.0,65341.0,67917.0,67361.0,86250.0,24485
60478.0,60369.0,57280.0,72037.0,76023.0,67250.0,24486
60293.0,65617.0,68092.0,70392.0,76659.0,80625.0,24487
33969.0,38182.0,39256.0,42951.0,44000.0,45305.0,24501
49864.0,50112.0,52768.0,58360.0,62537.0,66027.0,24502
71810.0,75353.0,75445.0,79335.0,90363.0,92025.0,24503
40429.0,41264.0,41096.0,44486.0,45873.0,50739.0,24504
39962.0,38293.0,41610.0,39767.0,47845.0,51141.0,24517
55385.0,58750.0,51733.0,39589.0,40756.0,39773.0,24520
54012.0,54712.0,64271.0,62706.0,64700.0,69077.0,24521
52292.0,55652.0,55684.0,54191.0,61207.0,60813.0,24522
51255.0,51632.0,55896.0,57184.0,62095.0,70074.0,24523
68482.0,58167.0,60427.0,63246.0,68585.0,71475.0,24526
56111.0,53803.0,60263.0,65521.0,61815.0,62807.0,24527
43074.0,42688.0,47903.0,50538.0,53410.0,56014.0,24528
36546.0,46944.0,51489.0,40104.0,31806.0,34375.0,24529
44981.0,52955.0,54167.0,N/A,33064.0,N/A,24530
48109.0,51491.0,51008.0,50996.0,49087.0,46706.0,24531
40714.0,34654.0,34250.0,40341.0,39557.0,43125.0,24534
74643.0,86964.0,96771.0,N/A,156250.0,114167.0,24536
61461.0,55795.0,53618.0,52625.0,57135.0,67712.0,24538
N/A,34904.0,47390.0,50931.0,55797.0,54531.0,24539
39847.0,40280.0,39790.0,40496.0,44458.0,47207.0,24540
38424.0,39059.0,41061.0,44613.0,47587.0,49292.0,24541
51360.0,49605.0,55272.0,48893.0,53309.0,54819.0,24549
57067.0,60321.0,63086.0,65489.0,64916.0,68026.0,24550
78355.0,81991.0,81332.0,83995.0,88251.0,91119.0,24551
43306.0,48833.0,56587.0,65380.0,59490.0,59583.0,24553
44115.0,48696.0,49577.0,47500.0,52537.0,54795.0,24554
42315.0,39318.0,34620.0,52500.0,57500.0,53816.0,24555
60417.0,67773.0,61250.0,75881.0,86354.0,84773.0,24556
38506.0,38604.0,40754.0,39110.0,41688.0,44948.0,24557
37542.0,34872.0,33596.0,35781.0,47661.0,56641.0,24558
51719.0,54107.0,63162.0,55577.0,N/A,60125.0,24562
43333.0,44015.0,42808.0,44965.0,45000.0,44296.0,24563
34813.0,32500.0,41310.0,44688.0,43929.0,43462.0,24565
60452.0,60820.0,54250.0,65956.0,68875.0,63617.0,24566
43864.0,50882.0,51207.0,45750.0,47200.0,50208.0,24569
56351.0,52162.0,59640.0,44226.0,40069.0,41250.0,24571
45077.0,50915.0,53856.0,56044.0,63125.0,64158.0,24572
54922.0,60429.0,53021.0,62500.0,59732.0,65898.0,24574
31691.0,33416.0,33727.0,38389.0,43041.0,47574.0,24577
51532.0,50602.0,52892.0,56615.0,52857.0,57344.0,24578
48125.0,45817.0,45978.0,32000.0,41542.0,43026.0,24579
63718.0,48750.0,46941.0,49375.0,53598.0,54904.0,24580
45592.0,48388.0,47188.0,48715.0,53592.0,54318.0,24586
45389.0,46051.0,52616.0,55999.0,62459.0,68869.0,24588
48977.0,47425.0,44191.0,47056.0,63945.0,52393.0,24589
59508.0,58511.0,72675.0,77807.0,83817.0,88068.0,24590
42676.0,44707.0,46956.0,49658.0,53036.0,48655.0,24592
65855.0,72589.0,76591.0,61614.0,65286.0,75147.0,24593
36150.0,37276.0,52688.0,44688.0,42462.0,41462.0,24594
103750.0,106154.0,106184.0,N/A,N/A,N/A,24595
61140.0,42440.0,44728.0,45667.0,45262.0,42308.0,24597
56167.0,64491.0,63527.0,67260.0,53750.0,55938.0,24598
67674.0,49821.0,34967.0,36389.0,39713.0,40020.0,24599
35804.0,36250.0,44792.0,40057.0,37288.0,45272.0,24602
24232.0,26179.0,29554.0,26970.0,32656.0,45929.0,24603
17500.0,17616.0,17664.0,22713.0,24286.0,26615.0,24604
42021.0,48062.0,46433.0,50960.0,51300.0,51411.0,24605
N/A,N/A,66250.0,N/A,N/A,24375.0,24606
36250.0,41667.0,58182.0,60714.0,54250.0,102875.0,24607
43211.0,43312.0,42939.0,45693.0,49394.0,50145.0,24609
N/A,N/A,N/A,27619.0,25625.0,19395.0,24612
45188.0,36932.0,36406.0,38500.0,42396.0,33207.0,24613
35201.0,36552.0,36750.0,35101.0,36875.0,40000.0,24614
20564.0,23673.0,27118.0,32870.0,34471.0,40323.0,24620
29028.0,28365.0,22232.0,37045.0,33750.0,41042.0,24622
43313.0,43750.0,46784.0,48455.0,56250.0,56750.0,24630
39205.0,32500.0,43293.0,34485.0,47770.0,45109.0,24631
37604.0,31042.0,26250.0,36875.0,26875.0,31875.0,24634
24018.0,19036.0,20357.0,21776.0,39028.0,40556.0,24635
52946.0,54742.0,56887.0,57647.0,52378.0,53900.0,24637
32092.0,33169.0,39583.0,36373.0,41518.0,43380.0,24639
31119.0,31300.0,29830.0,31433.0,36919.0,37044.0,24641
25625.0,35694.0,40898.0,43071.0,44356.0,47096.0,24646
41318.0,40801.0,33372.0,43396.0,46328.0,38940.0,24649
47820.0,49904.0,47703.0,42365.0,44866.0,45964.0,24651
34668.0,41958.0,41029.0,53854.0,55417.0,39174.0,24656
38203.0,36838.0,16452.0,16675.0,18529.0,18601.0,24657
33332.0,36106.0,34660.0,39541.0,44918.0,44188.0,24701
34293.0,39231.0,36902.0,46923.0,59181.0,64565.0,24712
38333.0,N/A,38750.0,55337.0,69083.0,71161.0,24714
27375.0,35000.0,33333.0,50329.0,57708.0,61250.0,24715
58606.0,N/A,32113.0,30357.0,12326.0,N/A,24716
53846.0,56250.0,56313.0,17083.0,20536.0,25781.0,24724
23073.0,22328.0,21504.0,24491.0,27159.0,N/A,24726
26813.0,27292.0,36078.0,38750.0,40294.0,43000.0,24729
43667.0,N/A,N/A,N/A,N/A,N/A,24731
47656.0,N/A,N/A,N/A,N/A,N/A,24733
32563.0,30833.0,37596.0,38151.0,33750.0,42803.0,24736
N/A,N/A,14464.0,28049.0,31595.0,28927.0,24737
72688.0,72938.0,75203.0,N/A,N/A,N/A,24738
N/A,N/A,N/A,54125.0,54226.0,54096.0,24739
43245.0,43586.0,45488.0,41121.0,41911.0,46272.0,24740
31132.0,30109.0,32650.0,31350.0,41364.0,45421.0,24747
29219.0,31293.0,24517.0,26326.0,27788.0,29492.0,24801
37500.0,30139.0,41750.0,36250.0,N/A,40000.0,24808
30990.0,47431.0,N/A,N/A,N/A,61895.0,24811
23778.0,N/A,N/A,N/A,N/A,N/A,24813
26053.0,27188.0,24094.0,N/A,N/A,N/A,24815
39429.0,60110.0,N/A,N/A,N/A,N/A,24816
20260.0,19408.0,19956.0,26433.0,N/A,26295.0,24817
24143.0,41797.0,38488.0,45859.0,31731.0,45603.0,24818
37404.0,53225.0,48828.0,N/A,122576.0,128018.0,24822
36184.0,36667.0,39432.0,45268.0,49485.0,53209.0,24823
N/A,24464.0,N/A,N/A,N/A,N/A,24826
50885.0,60737.0,46809.0,49006.0,51981.0,54320.0,24827
20089.0,26429.0,31350.0,32250.0,N/A,21840.0,24828
N/A,N/A,N/A,37708.0,N/A,39038.0,24830
31250.0,N/A,51500.0,52692.0,39148.0,60074.0,24831
N/A,N/A,N/A,56094.0,61752.0,64602.0,24834
39375.0,40192.0,40493.0,36855.0,38875.0,42361.0,24836
50596.0,50194.0,41250.0,26490.0,26912.0,31477.0,24839
17357.0,16512.0,16061.0,33534.0,24522.0,25344.0,24844
N/A,N/A,33795.0,N/A,50833.0,N/A,24845
24167.0,28750.0,26042.0,26125.0,25000.0,24444.0,24848
43587.0,N/A,31183.0,N/A,36898.0,N/A,24849
23482.0,19844.0,N/A,N/A,N/A,N/A,24850
31250.0,35393.0,36284.0,37125.0,40817.0,42596.0,24851
40278.0,N/A,34125.0,N/A,N/A,14722.0,24853
N/A,N/A,N/A,N/A,25250.0,22500.0,24854
N/A,N/A,N/A,33309.0,N/A,N/A,24855
43304.0,36250.0,N/A,N/A,N/A,39472.0,24857
24964.0,29653.0,N/A,81094.0,N/A,N/A,24860
N/A,N/A,N/A,28750.0,32039.0,33690.0,24861
13606.0,13650.0,14219.0,12473.0,23333.0,30520.0,24862
40139.0,27656.0,N/A,34787.0,45461.0,39263.0,24866
23417.0,N/A,N/A,N/A,N/A,N/A,24867
23589.0,25673.0,19212.0,19938.0,22167.0,22060.0,24868
21042.0,N/A,28390.0,29567.0,34492.0,40833.0,24869
37892.0,41111.0,41636.0,41116.0,43276.0,44660.0,24870
31250.0,46250.0,N/A,50398.0,58229.0,57688.0,24871
23025.0,24556.0,24512.0,29063.0,31875.0,33285.0,24872
41979.0,49107.0,65024.0,65792.0,N/A,N/A,24873
50953.0,55990.0,46650.0,34957.0,37209.0,49284.0,24874
26210.0,27667.0,24013.0,31563.0,40078.0,N/A,24878
19968.0,28235.0,29314.0,28278.0,31154.0,N/A,24879
N/A,N/A,40669.0,N/A,N/A,N/A,24880
32350.0,35662.0,35933.0,36471.0,N/A,N/A,24881
28869.0,28000.0,71989.0,74021.0,78938.0,83531.0,24882
39688.0,42652.0,31009.0,N/A,58466.0,N/A,24884
24375.0,N/A,N/A,N/A,N/A,34408.0,24888
30595.0,26000.0,24784.0,30925.0,27455.0,21349.0,24892
24254.0,25833.0,22171.0,22946.0,N/A,21964.0,24894
41044.0,39607.0,43066.0,42837.0,50008.0,52539.0,24901
35959.0,36094.0,36190.0,36057.0,37348.0,41071.0,24910
32457.0,38214.0,37059.0,39625.0,41513.0,43813.0,24915
53333.0,39853.0,63635.0,65534.0,71021.0,73828.0,24916
49205.0,53325.0,52800.0,47083.0,55625.0,72589.0,24918
N/A,20278.0,N/A,N/A,48523.0,N/A,24920
37760.0,27019.0,40208.0,29737.0,36579.0,45192.0,24924
N/A,27125.0,26382.0,29224.0,29556.0,62917.0,24925
30893.0,21635.0,18170.0,19250.0,20288.0,21422.0,24927
27059.0,33958.0,25625.0,47125.0,37500.0,36630.0,24931
28403.0,37500.0,40781.0,36154.0,39135.0,40313.0,24934
36364.0,45043.0,28644.0,N/A,39208.0,N/A,24935
67780.0,66484.0,65524.0,67805.0,75938.0,78216.0,24938
37115.0,39643.0,48168.0,50802.0,54788.0,57209.0,24941
N/A,N/A,N/A,74554.0,78942.0,82115.0,24943
34271.0,49464.0,43056.0,40625.0,61875.0,59712.0,24944
31250.0,30664.0,31048.0,N/A,38938.0,N/A,24945
43659.0,47254.0,54297.0,55417.0,61250.0,63583.0,24946
48611.0,45913.0,50278.0,58250.0,63462.0,67691.0,24951
37234.0,40255.0,31726.0,37875.0,38456.0,38203.0,24954
107857.0,N/A,230566.0,192461.0,250000.0,N/A,24957
43480.0,51417.0,55862.0,58688.0,55435.0,47428.0,24963
32061.0,32500.0,44196.0,47059.0,56193.0,66178.0,24966
38731.0,43850.0,38654.0,38431.0,42609.0,46688.0,24970
37381.0,38466.0,28073.0,N/A,N/A,21994.0,24974
37450.0,37604.0,44073.0,39528.0,41563.0,42420.0,24976
48920.0,36481.0,37188.0,N/A,50265.0,54697.0,24977
36020.0,37260.0,N/A,120466.0,130585.0,N/A,24981
31008.0,31136.0,30881.0,37741.0,41237.0,46513.0,24983
N/A,25714.0,N/A,N/A,N/A,N/A,24984
N/A,N/A,N/A,41589.0,N/A,N/A,24985
37353.0,38728.0,35288.0,39445.0,42312.0,49688.0,24986
49504.0,51771.0,47146.0,48768.0,53982.0,52782.0,24991
37224.0,49184.0,54672.0,49601.0,56394.0,61031.0,25003
62273.0,N/A,67604.0,73750.0,N/A,N/A,25005
48553.0,N/A,38819.0,36143.0,26597.0,37872.0,25007
35655.0,35221.0,N/A,N/A,N/A,N/A,25008
28704.0,26607.0,27480.0,32159.0,34476.0,48750.0,25009
39435.0,30526.0,39079.0,62188.0,71250.0,75938.0,25011
48125.0,50333.0,43813.0,44209.0,49071.0,50472.0,25015
32581.0,33818.0,34597.0,35208.0,32063.0,31296.0,25019
34500.0,35556.0,16667.0,N/A,N/A,N/A,25021
29613.0,N/A,53050.0,39327.0,40441.0,N/A,25022
35750.0,28563.0,24224.0,24306.0,N/A,24097.0,25024
N/A,N/A,N/A,N/A,N/A,91250.0,25025
19167.0,24375.0,37614.0,41645.0,45119.0,47938.0,25028
50714.0,49583.0,51042.0,63750.0,57143.0,70341.0,25030
32250.0,46500.0,45750.0,48268.0,35446.0,38032.0,25031
48149.0,47138.0,48462.0,54583.0,44688.0,57500.0,25033
19932.0,25897.0,26479.0,N/A,70809.0,72083.0,25035
58000.0,N/A,N/A,N/A,N/A,56410.0,25036
45125.0,46744.0,37079.0,53563.0,55000.0,57455.0,25039
46917.0,61397.0,78125.0,83924.0,89978.0,93061.0,25040
47857.0,36042.0,29500.0,31731.0,N/A,N/A,25043
39327.0,41719.0,42328.0,43295.0,63304.0,48750.0,25044
40179.0,36968.0,32565.0,36471.0,38750.0,47500.0,25045
N/A,21786.0,22148.0,N/A,30694.0,35000.0,25047
N/A,42976.0,N/A,102917.0,59300.0,55833.0,25049
N/A,N/A,N/A,55647.0,60741.0,63491.0,25051
36471.0,45903.0,50000.0,51848.0,62292.0,59892.0,25053
N/A,N/A,N/A,N/A,74797.0,77399.0,25054
48902.0,44602.0,41691.0,N/A,N/A,N/A,25057
27986.0,61250.0,62750.0,60288.0,86429.0,92500.0,25059
34297.0,33726.0,32750.0,N/A,N/A,N/A,25060
62716.0,63438.0,N/A,76750.0,53711.0,94091.0,25061
28250.0,22031.0,21563.0,N/A,N/A,N/A,25062
33848.0,33798.0,33854.0,37637.0,34261.0,44471.0,25063
42885.0,44058.0,42857.0,45349.0,48107.0,52708.0,25064
48125.0,44866.0,44345.0,47065.0,52750.0,70917.0,25067
51786.0,57723.0,64563.0,63281.0,71974.0,75978.0,25070
43776.0,51820.0,55117.0,58750.0,62865.0,65397.0,25071
37628.0,37622.0,22000.0,N/A,25086.0,N/A,25075
N/A,N/A,N/A,30446.0,N/A,N/A,25076
57379.0,55075.0,75813.0,83065.0,87747.0,93868.0,25081
44595.0,73906.0,76581.0,80833.0,99417.0,66792.0,25082
43250.0,48438.0,N/A,55278.0,29650.0,30660.0,25083
39375.0,45593.0,32031.0,38333.0,31630.0,29207.0,25085
44091.0,47083.0,49853.0,57000.0,48810.0,51196.0,25086
N/A,13702.0,N/A,N/A,N/A,N/A,25088
N/A,N/A,N/A,N/A,35257.0,29659.0,25090
18750.0,N/A,N/A,71250.0,N/A,N/A,25093
34250.0,33269.0,45923.0,61667.0,80250.0,72750.0,25102
N/A,44779.0,N/A,N/A,N/A,40875.0,25103
19926.0,19922.0,29583.0,N/A,N/A,N/A,25106
51591.0,N/A,N/A,N/A,61176.0,64023.0,25107
23672.0,N/A,N/A,32000.0,80625.0,58611.0,25108
N/A,N/A,35594.0,39886.0,41010.0,40500.0,25109
32019.0,22930.0,45220.0,48391.0,53409.0,53679.0,25110
21573.0,21771.0,23636.0,38674.0,N/A,N/A,25111
35729.0,30688.0,29286.0,29408.0,31486.0,33889.0,25113
N/A,N/A,12153.0,12216.0,14325.0,N/A,25114
29485.0,32353.0,34208.0,36595.0,38319.0,N/A,25115
45368.0,49125.0,46131.0,N/A,N/A,12632.0,25118
48472.0,41250.0,N/A,15897.0,N/A,N/A,25119
28295.0,29271.0,36648.0,48068.0,53029.0,56346.0,25121
38553.0,42039.0,44911.0,41551.0,50147.0,62955.0,25123
67661.0,N/A,63576.0,45625.0,41348.0,46250.0,25124
39609.0,48618.0,55329.0,52039.0,65833.0,70313.0,25125
N/A,N/A,N/A,N/A,38488.0,N/A,25126
40945.0,40676.0,41406.0,51585.0,54648.0,51316.0,25130
N/A,N/A,N/A,39702.0,41621.0,43904.0,25132
23036.0,24133.0,28438.0,22406.0,38750.0,24795.0,25133
N/A,N/A,N/A,23730.0,N/A,N/A,25134
24357.0,26307.0,28457.0,24773.0,30114.0,32575.0,25136
N/A,N/A,N/A,51250.0,122992.0,N/A,25139
23547.0,23189.0,21053.0,20738.0,22790.0,25147.0,25140
N/A,N/A,N/A,49375.0,80179.0,69231.0,25141
41111.0,55000.0,65625.0,71033.0,76602.0,79621.0,25142
43665.0,43183.0,44126.0,46390.0,55114.0,55088.0,25143
44688.0,48750.0,47778.0,60481.0,82614.0,88661.0,25148
38661.0,39375.0,N/A,N/A,N/A,N/A,25149
27222.0,N/A,N/A,50270.0,53264.0,55362.0,25152
24306.0,24650.0,55324.0,72857.0,78906.0,65302.0,25154
26806.0,32724.0,32537.0,N/A,N/A,N/A,25156
55036.0,44615.0,43185.0,49904.0,54949.0,56366.0,25159
N/A,N/A,39012.0,40833.0,46417.0,42311.0,25160
59722.0,N/A,24167.0,N/A,26360.0,N/A,25161
55313.0,56667.0,54306.0,56250.0,67679.0,61042.0,25162
42756.0,36648.0,42604.0,46813.0,53681.0,52670.0,25164
77361.0,83611.0,83241.0,83036.0,70686.0,N/A,25165
49524.0,78254.0,76493.0,77841.0,92898.0,102757.0,25168
44115.0,45602.0,40052.0,62000.0,N/A,36406.0,25169
