year,zip,median_income,crime_rate_per_1000,business_count,avg_house_price
2018,85625,39769.0,5.75,N/A,116363.72
2019,85625,40823.0,5.48,N/A,129738.95
2020,85625,44211.0,4.61,N/A,147186.64
2021,85625,42446.0,5.6,N/A,172978.47
2022,85625,47404.0,6.22,N/A,204480.43
2023,85625,51042.0,6.07,N/A,208070.4
2018,85626,31707.0,5.75,N/A,N/A
2019,85626,31875.0,5.48,N/A,N/A
2020,85626,36058.0,4.61,N/A,N/A
2021,85626,51319.0,5.6,N/A,N/A
2022,85626,68375.0,6.22,N/A,N/A
2023,85626,49946.0,6.07,N/A,N/A
2018,85627,56917.0,5.75,N/A,N/A
2019,85627,47188.0,5.48,N/A,N/A
2020,85627,60994.0,4.61,N/A,N/A
2021,85627,71033.0,5.6,N/A,N/A
2022,85627,47679.0,6.22,N/A,N/A
2023,85627,48542.0,6.07,N/A,N/A
2018,85628,N/A,40.42,N/A,N/A
2019,85628,N/A,38.0,N/A,N/A
2020,85628,N/A,35.06,N/A,N/A
2021,85628,N/A,37.27,N/A,N/A
2022,85628,N/A,48.49,N/A,N/A
2023,85628,N/A,54.6,N/A,N/A
2018,85629,80599.0,29.52,5,214070.9
2019,85629,82334.0,26.77,1,228486.5
2020,85629,90645.0,23.88,2,244706.11
2021,85629,95227.0,25.81,1,295761.63
2022,85629,102872.0,28.95,N/A,351895.1
2023,85629,106039.0,31.06,N/A,349440.91
2018,85630,41484.0,5.75,N/A,191115.51
2019,85630,38507.0,5.48,N/A,210238.24
2020,85630,42576.0,4.61,N/A,237218.85
2021,85630,45203.0,5.6,N/A,272172.82
2022,85630,52244.0,6.22,N/A,309075.96
2023,85630,49306.0,6.07,N/A,305785.63
2018,85631,43217.0,5.94,N/A,84718.4
2019,85631,42105.0,5.11,N/A,97020.2
2020,85631,41250.0,5.38,N/A,109735.28
2021,85631,44871.0,6.39,N/A,136338.46
2022,85631,45000.0,6.13,N/A,165583.29
2023,85631,47969.0,5.47,N/A,163388.53
2018,85632,42083.0,5.75,N/A,N/A
2019,85632,43393.0,5.48,N/A,N/A
2020,85632,41167.0,4.61,N/A,N/A
2021,85632,43676.0,5.6,N/A,N/A
2022,85632,44044.0,6.22,N/A,N/A
2023,85632,54167.0,6.07,N/A,255578.68
2018,85633,N/A,10.46,N/A,N/A
2019,85633,N/A,8.86,N/A,N/A
2020,85633,N/A,9.94,N/A,N/A
2021,85633,N/A,10.0,N/A,N/A
2022,85633,N/A,10.74,N/A,N/A
2023,85633,N/A,10.58,N/A,N/A
2018,85634,23878.0,111.82,N/A,N/A
2019,85634,26389.0,128.57,N/A,N/A
2020,85634,31111.0,263.78,N/A,N/A
2021,85634,35000.0,354.55,N/A,N/A
2022,85634,31814.0,299.27,N/A,N/A
2023,85634,34764.0,254.8,N/A,N/A
2018,85635,53371.0,5.75,N/A,162685.56
2019,85635,51861.0,5.48,N/A,177820.41
2020,85635,51701.0,4.61,N/A,197029.99
2021,85635,57689.0,5.6,N/A,219986.17
2022,85635,62167.0,6.22,N/A,253810.08
2023,85635,60822.0,6.07,N/A,255026.92
2018,85636,N/A,5.75,N/A,N/A
2019,85636,N/A,5.48,N/A,N/A
2020,85636,N/A,4.61,N/A,N/A
2021,85636,N/A,5.6,N/A,N/A
2022,85636,N/A,6.22,N/A,N/A
2023,85636,N/A,6.07,N/A,N/A
2018,85637,62163.0,13.68,N/A,334662.4
2019,85637,63472.0,11.4,N/A,358668.45
2020,85637,78071.0,12.25,N/A,388255.93
2021,85637,80093.0,13.87,N/A,470937.15
2022,85637,83636.0,14.69,N/A,529504.54
2023,85637,80000.0,15.56,N/A,536801.54
2018,85638,35926.0,5.75,N/A,147321.26
2019,85638,39632.0,5.48,N/A,167759.98
2020,85638,43696.0,4.61,N/A,196414.89
2021,85638,48640.0,5.6,N/A,214773.0
2022,85638,52542.0,6.22,N/A,240754.17
2023,85638,56172.0,6.07,N/A,244747.2
2018,85639,N/A,10.46,N/A,N/A
2019,85639,N/A,8.86,N/A,N/A
2020,85639,N/A,9.94,N/A,N/A
2021,85639,23958.0,10.0,N/A,N/A
2022,85639,25050.0,10.74,N/A,N/A
2023,85639,35625.0,10.58,N/A,N/A
2018,85640,N/A,3.22,N/A,268365.38
2019,85640,N/A,2.54,N/A,283945.03
2020,85640,N/A,2.31,N/A,307013.68
2021,85640,N/A,3.87,N/A,377227.5
2022,85640,N/A,3.95,N/A,428235.75
2023,85640,58424.0,4.98,N/A,431168.15
2018,85641,87384.0,111.82,8,268183.92
2019,85641,91317.0,128.57,8,282551.04
2020,85641,101108.0,263.78,4,299641.8
2021,85641,105841.0,354.55,3,361005.74
2022,85641,114201.0,299.27,N/A,419372.91
2023,85641,121647.0,254.8,N/A,415891.56
2018,85643,41781.0,64.41,N/A,140395.2
2019,85643,44850.0,53.99,N/A,156967.21
2020,85643,43769.0,53.3,N/A,173561.9
2021,85643,46926.0,63.16,N/A,193328.21
2022,85643,54492.0,67.19,N/A,211942.93
2023,85643,56952.0,32.8,N/A,212142.57
2018,85644,N/A,60.15,N/A,N/A
2019,85644,N/A,48.79,N/A,N/A
2020,85644,N/A,49.12,N/A,N/A
2021,85644,N/A,60.54,N/A,N/A
2022,85644,N/A,64.38,N/A,N/A
2023,85644,N/A,30.8,N/A,N/A
2018,85645,42446.0,13.68,N/A,145866.86
2019,85645,44951.0,11.4,N/A,160356.35
2020,85645,44116.0,12.25,N/A,175962.78
2021,85645,44792.0,13.87,N/A,209541.75
2022,85645,59890.0,14.69,N/A,245545.49
2023,85645,65266.0,15.56,N/A,254514.28
2018,85646,57340.0,3.22,N/A,304887.66
2019,85646,66316.0,2.54,N/A,320879.9
2020,85646,68267.0,2.31,N/A,344563.08
2021,85646,74714.0,3.87,N/A,421698.01
2022,85646,87667.0,3.95,N/A,485490.84
2023,85646,85321.0,4.98,N/A,500045.06
2018,85648,49456.0,40.42,N/A,147065.25
2019,85648,51365.0,38.0,N/A,159336.06
2020,85648,51670.0,35.06,N/A,175523.42
2021,85648,54563.0,37.27,N/A,216880.57
2022,85648,62461.0,48.49,N/A,254153.06
2023,85648,63672.0,54.6,N/A,259852.61
2018,85650,67895.0,5.75,N/A,224715.17
2019,85650,70625.0,5.48,N/A,243414.53
2020,85650,69437.0,4.61,N/A,264212.78
2021,85650,74707.0,5.6,N/A,295466.38
2022,85650,77083.0,6.22,N/A,337573.83
2023,85650,84819.0,6.07,N/A,339869.02
2018,85652,N/A,10.46,1,N/A
2019,85652,N/A,8.86,N/A,N/A
2020,85652,N/A,9.94,N/A,N/A
2021,85652,N/A,10.0,N/A,N/A
2022,85652,N/A,10.74,N/A,N/A
2023,85652,N/A,10.58,N/A,N/A
2018,85653,61834.0,46.13,N/A,232550.67
2019,85653,68507.0,44.25,N/A,246917.5
2020,85653,70131.0,44.95,N/A,266768.65
2021,85653,74289.0,47.49,N/A,327203.32
2022,85653,80851.0,47.84,N/A,388381.08
2023,85653,84188.0,40.58,N/A,382613.89
2018,85654,N/A,10.46,N/A,N/A
2019,85654,N/A,8.86,N/A,N/A
2020,85654,N/A,9.94,N/A,N/A
2021,85654,N/A,10.0,N/A,N/A
2022,85654,N/A,10.74,N/A,N/A
2023,85654,N/A,10.58,N/A,N/A
2018,85655,N/A,5.75,N/A,N/A
2019,85655,N/A,49.07,N/A,N/A
2020,85655,N/A,34.82,N/A,N/A
2021,85655,N/A,32.31,N/A,N/A
2022,85655,N/A,25.12,N/A,N/A
2023,85655,N/A,27.42,N/A,N/A
2018,85658,87938.0,46.13,4,342597.31
2019,85658,85239.0,44.25,2,358099.39
2020,85658,90114.0,44.95,2,375698.64
2021,85658,95507.0,47.49,1,443912.48
2022,85658,105532.0,47.84,N/A,527927.35
2023,85658,110327.0,40.58,N/A,536798.56
2018,85662,N/A,37.2,N/A,N/A
2019,85662,N/A,35.46,N/A,N/A
2020,85662,N/A,32.75,N/A,N/A
2021,85662,N/A,33.4,N/A,N/A
2022,85662,N/A,44.54,N/A,N/A
2023,85662,N/A,49.62,N/A,N/A
2018,85670,N/A,43.23,N/A,N/A
2019,85670,N/A,59.12,N/A,N/A
2020,85670,N/A,44.34,N/A,N/A
2021,85670,N/A,46.53,N/A,N/A
2022,85670,N/A,54.39,N/A,N/A
2023,85670,N/A,46.4,N/A,N/A
2018,85701,42344.0,111.82,17,274846.36
2019,85701,43527.0,128.57,10,286596.1
2020,85701,45862.0,263.78,12,316141.31
2021,85701,44777.0,354.55,9,371160.42
2022,85701,52639.0,299.27,1,420098.74
2023,85701,52672.0,254.8,N/A,414494.1
2018,85702,N/A,111.82,2,N/A
2019,85702,N/A,128.57,N/A,N/A
2020,85702,N/A,263.78,N/A,N/A
2021,85702,N/A,354.55,N/A,N/A
2022,85702,N/A,299.27,N/A,N/A
2023,85702,N/A,254.8,N/A,N/A
2018,85703,N/A,111.82,N/A,N/A
2019,85703,N/A,128.57,N/A,N/A
2020,85703,N/A,263.78,N/A,N/A
2021,85703,N/A,354.55,N/A,N/A
2022,85703,N/A,299.27,N/A,N/A
2023,85703,N/A,254.8,N/A,N/A
2018,85704,55891.0,111.82,31,268190.9
2019,85704,56649.0,128.57,20,285958.23
2020,85704,62544.0,263.78,11,308712.43
2021,85704,68976.0,354.55,9,367348.76
2022,85704,73268.0,299.27,N/A,423312.99
2023,85704,76915.0,254.8,N/A,434281.55
2018,85705,27657.0,111.82,54,152597.9
2019,85705,29696.0,128.57,42,165528.71
2020,85705,30885.0,263.78,30,181416.02
2021,85705,32150.0,354.55,12,220115.81
2022,85705,33941.0,299.27,N/A,257499.75
2023,85705,36606.0,254.8,N/A,257691.76
2018,85706,34132.0,111.82,11,142478.11
2019,85706,37032.0,128.57,6,159663.23
2020,85706,39655.0,263.78,5,176677.39
2021,85706,42081.0,354.55,5,215818.33
2022,85706,46532.0,299.27,N/A,253913.73
2023,85706,49072.0,254.8,N/A,257647.9
2018,85707,N/A,111.82,N/A,N/A
2019,85707,N/A,128.57,1,N/A
2020,85707,N/A,263.78,N/A,N/A
2021,85707,N/A,354.55,N/A,N/A
2022,85707,N/A,299.27,N/A,N/A
2023,85707,N/A,254.8,N/A,N/A
2018,85708,54904.0,111.82,N/A,N/A
2019,85708,57743.0,128.57,N/A,N/A
2020,85708,58486.0,263.78,N/A,N/A
2021,85708,60625.0,354.55,N/A,N/A
2022,85708,58279.0,299.27,N/A,N/A
2023,85708,63021.0,254.8,N/A,N/A
2018,85709,N/A,111.82,N/A,N/A
2019,85709,N/A,128.57,N/A,N/A
2020,85709,N/A,263.78,N/A,N/A
2021,85709,N/A,354.55,N/A,N/A
2022,85709,N/A,299.27,N/A,N/A
2023,85709,N/A,254.8,N/A,N/A
2018,85710,41814.0,111.82,26,178980.31
2019,85710,44277.0,128.57,17,195261.54
2020,85710,46055.0,263.78,12,214312.19
2021,85710,48583.0,354.55,3,260470.26
2022,85710,52299.0,299.27,N/A,303010.7
2023,85710,54738.0,254.8,N/A,300604.97
2018,85711,39085.0,111.82,28,166552.71
2019,85711,41426.0,128.57,27,181406.52
2020,85711,42497.0,263.78,16,198261.54
2021,85711,45984.0,354.55,11,241249.47
2022,85711,50227.0,299.27,1,281323.04
2023,85711,52358.0,254.8,N/A,280108.62
2018,85712,36215.0,111.82,33,170518.75
2019,85712,37444.0,128.57,22,182196.82
2020,85712,37524.0,263.78,22,199344.13
2021,85712,39800.0,354.55,8,240948.53
2022,85712,45254.0,299.27,1,280665.59
2023,85712,48185.0,254.8,N/A,282344.37
2018,85713,36296.0,111.82,24,134642.7
2019,85713,36560.0,128.57,22,149879.13
2020,85713,39939.0,263.78,7,164243.22
2021,85713,43794.0,354.55,5,199053.51
2022,85713,47708.0,299.27,N/A,231603.36
2023,85713,50264.0,254.8,N/A,236067.03
2018,85714,28977.0,111.82,14,122717.09
2019,85714,29652.0,128.57,20,140747.11
2020,85714,35260.0,263.78,4,156766.73
2021,85714,42267.0,354.55,5,189965.67
2022,85714,45543.0,299.27,N/A,220317.19
2023,85714,47093.0,254.8,N/A,224423.33
2018,85715,67134.0,111.82,13,234019.34
2019,85715,67957.0,128.57,12,249433.69
2020,85715,71949.0,263.78,7,268479.84
2021,85715,75681.0,354.55,2,318584.01
2022,85715,80171.0,299.27,N/A,373238.01
2023,85715,82651.0,254.8,N/A,378411.26
2018,85716,40274.0,111.82,28,205547.06
2019,85716,41025.0,128.57,11,217081.07
2020,85716,42147.0,263.78,10,230015.01
2021,85716,43907.0,354.55,7,275436.41
2022,85716,47568.0,299.27,N/A,314713.94
2023,85716,47009.0,254.8,N/A,313463.51
2018,85717,N/A,111.82,N/A,N/A
2019,85717,N/A,128.57,N/A,N/A
2020,85717,N/A,263.78,N/A,N/A
2021,85717,N/A,354.55,N/A,N/A
2022,85717,N/A,299.27,N/A,N/A
2023,85717,N/A,254.8,N/A,N/A
2018,85718,85508.0,111.82,16,435988.86
2019,85718,89415.0,128.57,6,455288.13
2020,85718,93185.0,263.78,7,484741.12
2021,85718,99697.0,354.55,6,579557.71
2022,85718,107142.0,299.27,N/A,673762.08
2023,85718,112664.0,254.8,N/A,696408.14
2018,85719,31975.0,111.82,51,216223.92
2019,85719,34230.0,128.57,28,229987.43
2020,85719,34013.0,263.78,16,248401.96
2021,85719,35985.0,354.55,13,294383.57
2022,85719,39144.0,299.27,N/A,337000.71
2023,85719,41086.0,254.8,N/A,336688.75
2018,85720,N/A,73.47,N/A,N/A
2019,85720,N/A,56.98,N/A,N/A
2020,85720,N/A,58.96,N/A,N/A
2021,85720,N/A,63.67,N/A,N/A
2022,85720,N/A,66.02,N/A,N/A
2023,85720,N/A,57.74,N/A,N/A
2018,85721,N/A,111.82,1,N/A
2019,85721,N/A,128.57,1,N/A
2020,85721,N/A,263.78,1,N/A
2021,85721,N/A,354.55,N/A,N/A
2022,85721,N/A,299.27,N/A,N/A
2023,85721,N/A,254.8,N/A,N/A
2018,85722,N/A,73.47,N/A,N/A
2019,85722,N/A,56.98,N/A,N/A
2020,85722,N/A,58.96,N/A,N/A
2021,85722,N/A,63.67,N/A,N/A
2022,85722,N/A,66.02,N/A,N/A
2023,85722,N/A,57.74,N/A,N/A
2018,85723,N/A,111.82,N/A,N/A
2019,85723,N/A,128.57,N/A,N/A
2020,85723,N/A,263.78,N/A,N/A
2021,85723,N/A,354.55,N/A,N/A
2022,85723,N/A,299.27,N/A,N/A
2023,85723,N/A,254.8,N/A,N/A
2018,85724,N/A,111.82,N/A,N/A
2019,85724,N/A,128.57,N/A,N/A
2020,85724,N/A,263.78,N/A,N/A
2021,85724,N/A,354.55,N/A,N/A
2022,85724,N/A,299.27,N/A,N/A
2023,85724,N/A,254.8,N/A,N/A
2018,85725,N/A,111.82,N/A,N/A
2019,85725,N/A,128.57,N/A,N/A
2020,85725,N/A,263.78,N/A,N/A
2021,85725,N/A,354.55,N/A,N/A
2022,85725,N/A,299.27,N/A,N/A
2023,85725,N/A,254.8,N/A,N/A
2018,85726,N/A,111.82,N/A,N/A
2019,85726,N/A,128.57,N/A,N/A
2020,85726,N/A,263.78,N/A,N/A
2021,85726,N/A,354.55,N/A,N/A
2022,85726,N/A,299.27,N/A,N/A
2023,85726,N/A,254.8,N/A,N/A
2018,85728,N/A,111.82,N/A,N/A
2019,85728,N/A,128.57,N/A,N/A
2020,85728,N/A,263.78,N/A,N/A
2021,85728,N/A,354.55,N/A,N/A
2022,85728,N/A,299.27,N/A,N/A
2023,85728,N/A,254.8,N/A,N/A
2018,85730,51622.0,111.82,16,167719.69
2019,85730,53236.0,128.57,7,183369.09
2020,85730,53080.0,263.78,6,201268.82
2021,85730,55295.0,354.55,1,246038.46
2022,85730,58609.0,299.27,N/A,288291.06
2023,85730,60849.0,254.8,N/A,286732.7
2018,85731,N/A,111.82,N/A,N/A
2019,85731,N/A,128.57,N/A,N/A
2020,85731,N/A,263.78,N/A,N/A
2021,85731,N/A,354.55,N/A,N/A
2022,85731,N/A,299.27,N/A,N/A
2023,85731,N/A,254.8,N/A,N/A
2018,85732,N/A,111.82,N/A,N/A
2019,85732,N/A,128.57,N/A,N/A
2020,85732,N/A,263.78,N/A,N/A
2021,85732,N/A,354.55,N/A,N/A
2022,85732,N/A,299.27,N/A,N/A
2023,85732,N/A,254.8,N/A,N/A
2018,85733,N/A,111.82,N/A,N/A
2019,85733,N/A,128.57,N/A,N/A
2020,85733,N/A,263.78,N/A,N/A
2021,85733,N/A,354.55,1,N/A
2022,85733,N/A,299.27,N/A,N/A
2023,85733,N/A,254.8,N/A,N/A
2018,85734,N/A,111.82,N/A,N/A
2019,85734,N/A,128.57,N/A,N/A
2020,85734,N/A,263.78,N/A,N/A
2021,85734,N/A,354.55,N/A,N/A
2022,85734,N/A,299.27,N/A,N/A
2023,85734,N/A,254.8,N/A,N/A
2018,85735,44338.0,111.82,3,202560.7
2019,85735,48069.0,128.57,2,217222.13
2020,85735,50938.0,263.78,N/A,234850.98
2021,85735,63497.0,354.55,N/A,287400.57
2022,85735,68193.0,299.27,N/A,337346.04
2023,85735,71250.0,254.8,N/A,336607.65
2018,85736,43517.0,111.82,N/A,179784.06
2019,85736,48119.0,128.57,N/A,194456.01
2020,85736,44426.0,263.78,N/A,208370.37
2021,85736,55699.0,354.55,N/A,251934.9
2022,85736,58603.0,299.27,N/A,290080.46
2023,85736,53304.0,254.8,N/A,281051.39
2018,85737,76922.0,111.82,10,315799.78
2019,85737,86619.0,128.57,7,328923.92
2020,85737,91936.0,263.78,4,350460.97
2021,85737,92868.0,354.55,5,417452.73
2022,85737,101165.0,299.27,N/A,491252.95
2023,85737,106812.0,254.8,N/A,493985.7
2018,85738,N/A,111.82,N/A,N/A
2019,85738,N/A,128.57,N/A,N/A
2020,85738,N/A,263.78,N/A,N/A
2021,85738,N/A,354.55,N/A,N/A
2022,85738,N/A,299.27,N/A,N/A
2023,85738,N/A,254.8,N/A,N/A
2018,85739,66362.0,117.76,2,309854.98
2019,85739,68662.0,133.68,3,330344.66
2020,85739,68558.0,269.16,1,350973.19
2021,85739,72819.0,360.94,1,417676.53
2022,85739,80327.0,305.4,N/A,487070.39
2023,85739,84863.0,260.27,N/A,485563.14
2018,85740,N/A,111.82,N/A,N/A
2019,85740,N/A,128.57,N/A,N/A
2020,85740,N/A,263.78,N/A,N/A
2021,85740,N/A,354.55,N/A,N/A
2022,85740,N/A,299.27,N/A,N/A
2023,85740,N/A,254.8,N/A,N/A
2018,85741,59087.0,111.82,22,195117.94
2019,85741,60972.0,128.57,24,210622.55
2020,85741,63092.0,263.78,9,230160.7
2021,85741,63660.0,354.55,3,277862.62
2022,85741,68395.0,299.27,N/A,326022.75
2023,85741,71812.0,254.8,N/A,325233.54
2018,85742,75603.0,111.82,8,240312.47
2019,85742,78904.0,128.57,7,255496.32
2020,85742,80808.0,263.78,4,274822.75
2021,85742,83057.0,354.55,3,331779.79
2022,85742,92627.0,299.27,N/A,393042.53
2023,85742,96550.0,254.8,N/A,393401.3
2018,85743,73507.0,111.82,10,249689.67
2019,85743,76099.0,128.57,5,262842.08
2020,85743,74653.0,263.78,6,281524.66
2021,85743,76706.0,354.55,1,338389.22
2022,85743,86584.0,299.27,1,399703.99
2023,85743,89484.0,254.8,N/A,401573.64
2018,85744,N/A,111.82,N/A,N/A
2019,85744,N/A,128.57,N/A,N/A
2020,85744,N/A,263.78,N/A,N/A
2021,85744,N/A,354.55,N/A,N/A
2022,85744,N/A,299.27,N/A,N/A
2023,85744,N/A,254.8,N/A,N/A
2018,85745,51364.0,111.82,18,222262.02
2019,85745,54909.0,128.57,11,237086.12
2020,85745,54996.0,263.78,8,255793.24
2021,85745,58396.0,354.55,1,306209.81
2022,85745,63687.0,299.27,N/A,354738.7
2023,85745,68608.0,254.8,N/A,356939.21
2018,85746,47202.0,111.82,5,162832.77
2019,85746,51272.0,128.57,9,178856.1
2020,85746,54413.0,263.78,6,195305.86
2021,85746,59097.0,354.55,3,239433.37
2022,85746,65611.0,299.27,N/A,283045.0
2023,85746,68506.0,254.8,N/A,283139.36
2018,85747,85701.0,111.82,13,227457.59
2019,85747,90080.0,128.57,15,241501.2
2020,85747,95241.0,263.78,8,259463.21
2021,85747,98682.0,354.55,3,313089.53
2022,85747,104855.0,299.27,N/A,369300.97
2023,85747,107290.0,254.8,N/A,369319.32
2018,85748,73410.0,111.82,5,236610.62
2019,85748,80140.0,128.57,2,250438.78
2020,85748,80913.0,263.78,N/A,269100.87
2021,85748,84345.0,354.55,1,321823.4
2022,85748,90448.0,299.27,N/A,374344.57
2023,85748,93241.0,254.8,N/A,375171.2
2018,85749,87229.0,111.82,3,397841.91
2019,85749,92224.0,128.57,7,416482.8
2020,85749,92238.0,263.78,3,445158.16
2021,85749,99715.0,354.55,4,536849.1
2022,85749,108223.0,299.27,N/A,619713.13
2023,85749,108444.0,254.8,N/A,625252.51
2018,85750,76467.0,111.82,9,362279.8
2019,85750,83689.0,128.57,1,379001.9
2020,85750,84191.0,263.78,N/A,403699.86
2021,85750,89808.0,354.55,1,479029.62
2022,85750,97140.0,299.27,N/A,560138.13
2023,85750,100146.0,254.8,N/A,575312.64
2018,85751,N/A,111.82,N/A,N/A
2019,85751,N/A,128.57,N/A,N/A
2020,85751,N/A,263.78,N/A,N/A
2021,85751,N/A,354.55,N/A,N/A
2022,85751,N/A,299.27,N/A,N/A
2023,85751,N/A,254.8,N/A,N/A
2018,85752,N/A,111.82,1,N/A
2019,85752,N/A,128.57,N/A,N/A
2020,85752,N/A,263.78,N/A,N/A
2021,85752,N/A,354.55,N/A,N/A
2022,85752,N/A,299.27,N/A,N/A
2023,85752,N/A,254.8,N/A,N/A
2018,85754,N/A,111.82,N/A,N/A
2019,85754,N/A,128.57,N/A,N/A
2020,85754,N/A,263.78,N/A,N/A
2021,85754,N/A,354.55,N/A,N/A
2022,85754,N/A,299.27,N/A,N/A
2023,85754,N/A,254.8,N/A,N/A
2018,85755,90541.0,111.82,2,321966.62
2019,85755,91037.0,128.57,1,337587.76
2020,85755,91817.0,263.78,1,360220.56
2021,85755,98196.0,354.55,2,423913.58
2022,85755,107350.0,299.27,N/A,500324.24
2023,85755,109368.0,254.8,N/A,504978.86
2018,85756,50785.0,111.82,8,177892.88
2019,85756,52247.0,128.57,5,191316.4
2020,85756,53995.0,263.78,N/A,207844.26
2021,85756,58885.0,354.55,4,253827.96
2022,85756,62699.0,299.27,N/A,303414.03
2023,85756,67617.0,254.8,N/A,304420.04
2018,85757,52981.0,111.82,N/A,192265.51
2019,85757,57419.0,128.57,1,206245.46
2020,85757,58961.0,263.78,3,223511.0
2021,85757,64400.0,354.55,N/A,274690.67
2022,85757,72426.0,299.27,N/A,329759.72
2023,85757,83741.0,254.8,N/A,327797.52
2018,85775,N/A,101.36,N/A,N/A
2019,85775,N/A,119.71,N/A,N/A
2020,85775,N/A,253.84,N/A,N/A
2021,85775,N/A,344.55,N/A,N/A
2022,85775,N/A,288.53,N/A,N/A
2023,85775,N/A,244.22,N/A,N/A
2018,85777,N/A,73.47,N/A,N/A
2019,85777,N/A,56.98,N/A,N/A
2020,85777,N/A,58.96,N/A,N/A
2021,85777,N/A,63.67,N/A,N/A
2022,85777,N/A,66.02,N/A,N/A
2023,85777,N/A,57.74,N/A,N/A
2018,85901,48223.0,59.61,N/A,227125.56
2019,85901,50394.0,48.0,N/A,245891.71
2020,85901,48383.0,50.81,N/A,271101.31
2021,85901,52531.0,47.89,N/A,345190.24
2022,85901,56634.0,44.98,N/A,410355.96
2023,85901,60313.0,47.89,N/A,409121.19
2018,85902,N/A,59.61,N/A,N/A
2019,85902,N/A,48.0,N/A,N/A
2020,85902,N/A,50.81,N/A,N/A
2021,85902,N/A,47.89,N/A,N/A
2022,85902,N/A,44.98,N/A,N/A
2023,85902,N/A,47.89,N/A,N/A
2018,85911,17262.0,59.61,N/A,N/A
2019,85911,14545.0,48.0,N/A,N/A
2020,85911,15385.0,50.81,N/A,N/A
2021,85911,17896.0,47.89,N/A,N/A
2022,85911,18917.0,44.98,N/A,N/A
2023,85911,21212.0,47.89,N/A,N/A
2018,85912,21875.0,4.61,N/A,N/A
2019,85912,16691.0,4.26,N/A,N/A
2020,85912,20563.0,3.38,N/A,N/A
2021,85912,N/A,3.58,N/A,N/A
2022,85912,46667.0,4.54,N/A,N/A
2023,85912,72500.0,4.25,N/A,N/A
2018,85920,70417.0,2.28,N/A,N/A
2019,85920,59615.0,2.69,N/A,N/A
2020,85920,59803.0,0.81,N/A,N/A
2021,85920,64205.0,3.49,N/A,N/A
2022,85920,67411.0,3.7,N/A,N/A
2023,85920,69375.0,3.15,N/A,391388.26
2018,85922,N/A,5.7,N/A,N/A
2019,85922,N/A,2.85,N/A,N/A
2020,85922,46389.0,5.82,N/A,N/A
2021,85922,48786.0,9.71,N/A,N/A
2022,85922,53656.0,5.58,N/A,N/A
2023,85922,56136.0,N/A,N/A,N/A
2018,85923,37868.0,4.61,N/A,N/A
2019,85923,39926.0,4.26,N/A,N/A
2020,85923,41048.0,3.38,N/A,N/A
2021,85923,42279.0,3.58,N/A,N/A
2022,85923,50724.0,4.54,N/A,N/A
2023,85923,54375.0,4.25,N/A,N/A
2018,85924,38922.0,2.28,N/A,175978.65
2019,85924,39409.0,2.69,N/A,174451.13
2020,85924,41613.0,0.81,N/A,182476.11
2021,85924,42010.0,3.49,N/A,224136.54
2022,85924,29909.0,3.7,N/A,269346.34
2023,85924,36339.0,3.15,N/A,296757.29
2018,85925,63359.0,21.24,N/A,179642.66
2019,85925,55780.0,13.66,N/A,187505.95
2020,85925,66284.0,12.32,N/A,197594.36
2021,85925,71827.0,18.59,N/A,247563.68
2022,85925,81071.0,15.2,N/A,295998.18
2023,85925,81250.0,4.43,N/A,300793.81
2018,85926,41591.0,4.61,N/A,N/A
2019,85926,48750.0,4.26,N/A,N/A
2020,85926,N/A,3.38,N/A,N/A
2021,85926,44375.0,3.58,N/A,N/A
2022,85926,49196.0,4.54,N/A,N/A
2023,85926,N/A,4.25,N/A,N/A
2018,85927,72083.0,2.28,N/A,N/A
2019,85927,N/A,2.69,N/A,N/A
2020,85927,76144.0,0.81,N/A,N/A
2021,85927,N/A,3.49,N/A,N/A
2022,85927,85083.0,3.7,N/A,N/A
2023,85927,81583.0,3.15,N/A,500585.86
2018,85928,36250.0,4.61,N/A,229344.9
2019,85928,40724.0,4.26,N/A,255067.65
2020,85928,51792.0,3.38,N/A,285509.81
2021,85928,44338.0,3.58,N/A,369069.35
2022,85928,52313.0,4.54,N/A,440175.33
2023,85928,54545.0,4.25,N/A,430967.78
2018,85929,49107.0,44.12,N/A,221096.79
2019,85929,46225.0,55.29,N/A,241013.09
2020,85929,45503.0,51.69,N/A,264899.09
2021,85929,49600.0,62.84,N/A,337223.57
2022,85929,55778.0,47.69,N/A,398106.0
2023,85929,56837.0,58.11,N/A,392028.72
2018,85930,30250.0,2.28,N/A,N/A
2019,85930,45625.0,2.69,N/A,N/A
2020,85930,53333.0,0.81,N/A,N/A
2021,85930,52976.0,3.49,N/A,N/A
2022,85930,58854.0,3.7,N/A,N/A
2023,85930,62813.0,3.15,N/A,N/A
2018,85931,45208.0,4.53,N/A,278526.52
2019,85931,49821.0,4.54,N/A,302069.2
2020,85931,72813.0,4.02,N/A,331857.92
2021,85931,76220.0,3.84,N/A,421369.84
2022,85931,83629.0,4.73,N/A,522755.47
2023,85931,85242.0,4.56,N/A,525980.49
2018,85932,55060.0,2.28,N/A,N/A
2019,85932,N/A,2.69,N/A,N/A
2020,85932,N/A,0.81,N/A,N/A
2021,85932,88459.0,3.49,N/A,N/A
2022,85932,N/A,3.7,N/A,N/A
2023,85932,N/A,3.15,N/A,412055.44
2018,85933,39447.0,4.61,N/A,198707.55
2019,85933,38651.0,4.26,N/A,218562.29
2020,85933,38514.0,3.38,N/A,240482.17
