year,zip,median_income,crime_rate_per_1000,business_count,avg_house_price
2019,85142,92012.0,7.3,N/A,355147.37
2020,85142,95901.0,7.47,N/A,390611.01
2021,85142,103075.0,8.6,N/A,499347.86
2022,85142,116587.0,8.03,N/A,608360.64
2023,85142,125236.0,7.16,N/A,575315.27
2018,85143,62511.0,5.94,N/A,217980.09
2019,85143,63897.0,5.11,N/A,238445.45
2020,85143,73036.0,5.38,N/A,261703.72
2021,85143,77806.0,6.39,N/A,347283.26
2022,85143,85744.0,6.13,N/A,433615.03
2023,85143,89501.0,5.47,N/A,389168.38
2018,85144,N/A,5.94,N/A,N/A
2019,85144,N/A,5.11,N/A,N/A
2020,85144,N/A,5.38,N/A,N/A
2021,85144,N/A,6.39,N/A,N/A
2022,85144,N/A,6.13,N/A,N/A
2023,85144,N/A,5.47,N/A,N/A
2018,85145,69107.0,5.94,N/A,175741.67
2019,85145,73526.0,5.11,N/A,193373.95
2020,85145,75035.0,5.38,N/A,208165.89
2021,85145,79541.0,6.39,N/A,257254.7
2022,85145,76851.0,6.13,N/A,313277.76
2023,85145,79167.0,5.47,N/A,302053.17
2018,85147,12467.0,5.94,N/A,N/A
2019,85147,17963.0,5.11,N/A,N/A
2020,85147,26136.0,5.38,N/A,N/A
2021,85147,28401.0,6.39,N/A,N/A
2022,85147,36411.0,6.13,N/A,N/A
2023,85147,53159.0,5.47,N/A,N/A
2018,85172,57404.0,5.94,N/A,N/A
2019,85172,55096.0,5.11,N/A,N/A
2020,85172,57400.0,5.38,N/A,N/A
2021,85172,47456.0,6.39,N/A,N/A
2022,85172,49015.0,6.13,N/A,N/A
2023,85172,75213.0,5.47,N/A,N/A
2018,85173,30439.0,41.39,N/A,106554.32
2019,85173,33246.0,43.53,N/A,123969.49
2020,85173,33175.0,42.9,N/A,140609.81
2021,85173,35603.0,50.06,N/A,183233.1
2022,85173,39600.0,63.72,N/A,207594.21
2023,85173,42902.0,67.0,N/A,194597.06
2018,85178,N/A,36.89,N/A,N/A
2019,85178,N/A,38.06,N/A,N/A
2020,85178,N/A,33.94,N/A,N/A
2021,85178,N/A,33.94,N/A,N/A
2022,85178,N/A,42.04,N/A,N/A
2023,85178,N/A,40.62,N/A,N/A
2018,85179,N/A,8.72,N/A,N/A
2019,85179,N/A,6.72,N/A,N/A
2020,85179,N/A,6.62,N/A,N/A
2021,85179,N/A,7.33,N/A,N/A
2022,85179,N/A,9.58,N/A,N/A
2023,85179,N/A,9.67,N/A,N/A
2018,85191,N/A,5.94,N/A,N/A
2019,85191,N/A,5.11,N/A,N/A
2020,85191,N/A,5.38,N/A,N/A
2021,85191,67159.0,6.39,N/A,N/A
2022,85191,N/A,6.13,N/A,N/A
2023,85191,N/A,5.47,N/A,N/A
2018,85192,49063.0,21.06,N/A,166614.93
2019,85192,54259.0,20.56,N/A,194763.71
2020,85192,55521.0,20.07,N/A,219226.71
2021,85192,58076.0,19.08,N/A,256725.74
2022,85192,63072.0,16.1,N/A,254832.22
2023,85192,65122.0,10.29,N/A,208869.75
2018,85193,35136.0,49.74,N/A,197846.56
2019,85193,45950.0,44.53,N/A,222353.07
2020,85193,39813.0,44.23,N/A,251098.07
2021,85193,53805.0,50.77,N/A,318100.54
2022,85193,59414.0,59.08,N/A,372603.29
2023,85193,61860.0,48.31,N/A,349855.6
2018,85194,55788.0,49.74,N/A,238567.07
2019,85194,58627.0,44.53,N/A,257103.12
2020,85194,62932.0,44.23,N/A,273187.05
2021,85194,65337.0,50.77,N/A,329325.35
2022,85194,69890.0,59.08,N/A,402834.84
2023,85194,79896.0,48.31,N/A,377345.25
2018,85201,38180.0,34.33,N/A,208553.51
2019,85201,41795.0,34.2,N/A,229880.73
2020,85201,46348.0,33.97,N/A,261061.07
2021,85201,49844.0,35.39,N/A,321084.99
2022,85201,57684.0,34.08,N/A,382485.44
2023,85201,63725.0,34.17,N/A,366035.64
2018,85202,48465.0,34.33,N/A,232679.28
2019,85202,51232.0,34.2,N/A,252506.6
2020,85202,54047.0,33.97,N/A,284727.58
2021,85202,56652.0,35.39,N/A,349747.96
2022,85202,61522.0,34.08,N/A,417080.87
2023,85202,66582.0,34.17,N/A,400083.74
2018,85203,50953.0,34.33,N/A,261332.93
2019,85203,54919.0,34.2,N/A,282605.44
2020,85203,60412.0,33.97,N/A,318286.65
2021,85203,62514.0,35.39,N/A,389584.3
2022,85203,69274.0,34.08,N/A,460421.27
2023,85203,72851.0,34.17,N/A,444702.04
2018,85204,50801.0,34.33,N/A,224650.59
2019,85204,53061.0,34.2,N/A,244223.9
2020,85204,55906.0,33.97,N/A,274699.85
2021,85204,58542.0,35.39,N/A,339241.04
2022,85204,65836.0,34.08,N/A,408191.99
2023,85204,69474.0,34.17,N/A,390644.73
2018,85205,52936.0,34.33,N/A,239482.2
2019,85205,55699.0,34.2,N/A,257410.34
2020,85205,57850.0,33.97,N/A,289268.77
2021,85205,62047.0,35.39,N/A,353686.85
2022,85205,68772.0,34.08,N/A,421571.78
2023,85205,71294.0,34.17,N/A,405931.26
2018,85206,50741.0,34.33,N/A,229778.86
2019,85206,51993.0,34.2,N/A,247863.89
2020,85206,51572.0,33.97,N/A,276645.57
2021,85206,56967.0,35.39,N/A,335742.02
2022,85206,64665.0,34.08,N/A,402128.24
2023,85206,69986.0,34.17,N/A,389240.28
2018,85207,70213.0,34.33,N/A,333036.33
2019,85207,71497.0,34.2,N/A,355368.63
2020,85207,77750.0,33.97,N/A,390660.18
2021,85207,83696.0,35.39,N/A,478460.68
2022,85207,94913.0,34.08,N/A,571725.29
2023,85207,99439.0,34.17,N/A,553928.94
2018,85208,50092.0,34.33,N/A,220585.26
2019,85208,53016.0,34.2,N/A,238548.77
2020,85208,54982.0,33.97,N/A,266264.88
2021,85208,59684.0,35.39,N/A,331043.22
2022,85208,65540.0,34.08,N/A,402069.01
2023,85208,68452.0,34.17,N/A,385416.93
2018,85209,61619.0,34.33,N/A,268746.04
2019,85209,63568.0,34.2,N/A,288282.56
2020,85209,64663.0,33.97,N/A,318618.59
2021,85209,68906.0,35.39,N/A,389149.94
2022,85209,75808.0,34.08,N/A,469482.06
2023,85209,80498.0,34.17,N/A,451632.45
2018,85210,40811.0,34.33,N/A,210822.21
2019,85210,43572.0,34.2,N/A,230885.85
2020,85210,46258.0,33.97,N/A,260040.72
2021,85210,49598.0,35.39,N/A,320986.19
2022,85210,57480.0,34.08,N/A,384672.4
2023,85210,59680.0,34.17,N/A,368428.01
2018,85211,N/A,34.33,N/A,N/A
2019,85211,N/A,34.2,N/A,N/A
2020,85211,N/A,33.97,N/A,N/A
2021,85211,N/A,35.39,N/A,N/A
2022,85211,N/A,34.08,N/A,N/A
2023,85211,N/A,34.17,N/A,N/A
2018,85212,89325.0,40.27,N/A,333770.4
2019,85212,101788.0,39.31,N/A,358702.49
2020,85212,104235.0,39.35,N/A,392835.1
2021,85212,109122.0,41.78,N/A,491460.73
2022,85212,119951.0,40.21,N/A,597276.91
2023,85212,123404.0,39.64,N/A,565384.23
2018,85213,65278.0,34.33,N/A,323435.15
2019,85213,70452.0,34.2,N/A,345352.41
2020,85213,77942.0,33.97,N/A,381536.0
2021,85213,87268.0,35.39,N/A,465720.89
2022,85213,95831.0,34.08,N/A,557936.54
2023,85213,100671.0,34.17,N/A,543058.0
2018,85214,N/A,34.33,N/A,N/A
2019,85214,N/A,34.2,N/A,N/A
2020,85214,N/A,33.97,N/A,N/A
2021,85214,N/A,35.39,N/A,N/A
2022,85214,N/A,34.08,N/A,N/A
2023,85214,N/A,34.17,N/A,N/A
2018,85215,70715.0,34.33,N/A,298531.74
2019,85215,73488.0,34.2,N/A,317579.65
2020,85215,73873.0,33.97,N/A,350805.27
2021,85215,76639.0,35.39,N/A,426939.59
2022,85215,82171.0,34.08,N/A,512308.38
2023,85215,90310.0,34.17,N/A,496525.94
2018,85216,N/A,34.33,N/A,N/A
2019,85216,N/A,34.2,N/A,N/A
2020,85216,N/A,33.97,N/A,N/A
2021,85216,N/A,35.39,N/A,N/A
2022,85216,N/A,34.08,N/A,N/A
2023,85216,N/A,34.17,N/A,N/A
2018,85224,69846.0,33.45,N/A,272911.0
2019,85224,73890.0,32.57,N/A,290443.03
2020,85224,75220.0,31.1,N/A,322643.65
2021,85224,78745.0,29.37,N/A,394716.69
2022,85224,88121.0,30.23,N/A,477682.94
2023,85224,90886.0,25.89,N/A,455894.53
2018,85225,61078.0,33.45,N/A,266017.33
2019,85225,62155.0,32.57,N/A,284078.16
2020,85225,66024.0,31.1,N/A,315833.06
2021,85225,71104.0,29.37,N/A,390208.71
2022,85225,78129.0,30.23,N/A,472309.19
2023,85225,86036.0,25.89,N/A,449708.33
2018,85226,85308.0,33.45,N/A,307894.78
2019,85226,85705.0,32.57,N/A,324827.99
2020,85226,91825.0,31.1,N/A,355566.75
2021,85226,94728.0,29.37,N/A,434531.36
2022,85226,101669.0,30.23,N/A,523245.39
2023,85226,103740.0,25.89,N/A,499939.15
2018,85227,N/A,31.34,N/A,N/A
2019,85227,N/A,30.38,N/A,N/A
2020,85227,N/A,29.01,N/A,N/A
2021,85227,N/A,27.16,N/A,N/A
2022,85227,N/A,28.33,N/A,N/A
2023,85227,N/A,24.2,N/A,N/A
2018,85233,85419.0,22.36,N/A,306895.94
2019,85233,88092.0,21.33,N/A,326150.19
2020,85233,89000.0,21.78,N/A,359419.21
2021,85233,92194.0,21.07,N/A,447556.77
2022,85233,99401.0,20.33,N/A,543034.28
2023,85233,105154.0,20.05,N/A,516500.26
2018,85234,83210.0,22.36,N/A,315759.02
2019,85234,85692.0,21.33,N/A,336323.87
2020,85234,91010.0,21.78,N/A,369883.14
2021,85234,98338.0,21.07,N/A,460371.69
2022,85234,110735.0,20.33,N/A,560303.02
2023,85234,118012.0,20.05,N/A,536706.5
2018,85235,N/A,105.37,N/A,N/A
2019,85235,N/A,97.12,N/A,N/A
2020,85235,N/A,45.15,N/A,N/A
2021,85235,N/A,N/A,N/A,N/A
2022,85235,N/A,N/A,N/A,N/A
2023,85235,N/A,N/A,N/A,N/A
2018,85236,N/A,2.11,N/A,N/A
2019,85236,N/A,2.19,N/A,N/A
2020,85236,N/A,2.09,N/A,N/A
2021,85236,N/A,2.21,N/A,N/A
2022,85236,N/A,1.9,N/A,N/A
2023,85236,N/A,1.69,N/A,N/A
2018,85244,N/A,33.45,N/A,N/A
2019,85244,N/A,32.57,N/A,N/A
2020,85244,N/A,31.1,N/A,N/A
2021,85244,N/A,29.37,N/A,N/A
2022,85244,N/A,30.23,N/A,N/A
2023,85244,N/A,25.89,N/A,N/A
2018,85246,N/A,33.45,N/A,N/A
2019,85246,N/A,32.57,N/A,N/A
2020,85246,N/A,31.1,N/A,N/A
2021,85246,N/A,29.37,N/A,N/A
2022,85246,N/A,30.23,N/A,N/A
2023,85246,N/A,25.89,N/A,N/A
2018,85248,72489.0,39.39,N/A,355529.7
2019,85248,76457.0,37.68,N/A,377719.41
2020,85248,79190.0,36.48,N/A,408418.98
2021,85248,82573.0,35.76,N/A,489649.73
2022,85248,87881.0,36.36,N/A,586871.37
2023,85248,94220.0,31.36,N/A,568368.34
2018,85249,107333.0,33.45,N/A,403174.9
2019,85249,114586.0,32.57,N/A,427708.21
2020,85249,121224.0,31.1,N/A,464767.81
2021,85249,130938.0,29.37,N/A,578381.31
2022,85249,145036.0,30.23,N/A,699756.05
2023,85249,150985.0,25.89,N/A,669585.7
2018,85250,72238.0,31.84,N/A,356024.38
2019,85250,80157.0,29.53,N/A,378950.11
2020,85250,83410.0,28.87,N/A,418673.07
2021,85250,88835.0,35.28,N/A,511708.88
2022,85250,88608.0,33.7,N/A,622123.98
2023,85250,89133.0,33.02,N/A,602590.74
2018,85251,61379.0,31.84,N/A,321906.32
2019,85251,64470.0,29.53,N/A,342832.84
2020,85251,71662.0,28.87,N/A,379671.5
2021,85251,78733.0,35.28,N/A,463108.74
2022,85251,86201.0,33.7,N/A,565426.16
2023,85251,89151.0,33.02,N/A,544489.39
2018,85252,N/A,31.84,N/A,N/A
2019,85252,N/A,29.53,N/A,N/A
2020,85252,N/A,28.87,N/A,N/A
2021,85252,N/A,35.28,N/A,N/A
2022,85252,N/A,33.7,N/A,N/A
2023,85252,N/A,33.02,N/A,N/A
2018,85253,156655.0,47.9,N/A,1362099.75
2019,85253,163750.0,43.17,N/A,1408380.36
2020,85253,170224.0,47.01,N/A,1507811.6
2021,85253,159846.0,53.19,N/A,1914926.58
2022,85253,172857.0,51.01,N/A,2470746.68
2023,85253,182150.0,48.87,N/A,2428984.54
2018,85254,91605.0,31.84,N/A,474421.96
2019,85254,94630.0,29.53,N/A,502058.91
2020,85254,97780.0,28.87,N/A,550528.71
2021,85254,104284.0,35.28,N/A,682763.66
2022,85254,114968.0,33.7,N/A,845732.25
2023,85254,120885.0,33.02,N/A,829310.34
2018,85255,126991.0,31.84,N/A,671708.25
2019,85255,133044.0,29.53,N/A,698444.13
2020,85255,135727.0,28.87,N/A,743188.07
2021,85255,132266.0,35.28,N/A,925318.97
2022,85255,136486.0,33.7,N/A,1162982.55
2023,85255,143567.0,33.02,N/A,1165300.07
2018,85256,36868.0,31.84,N/A,N/A
2019,85256,36340.0,29.53,N/A,N/A
2020,85256,38427.0,28.87,N/A,N/A
2021,85256,38864.0,35.28,N/A,N/A
2022,85256,43560.0,33.7,N/A,N/A
2023,85256,51469.0,33.02,N/A,N/A
2018,85257,63037.0,31.84,N/A,325063.1
2019,85257,62584.0,29.53,N/A,346953.96
2020,85257,65948.0,28.87,N/A,390645.86
2021,85257,73795.0,35.28,N/A,476775.49
2022,85257,81382.0,33.7,N/A,576173.34
2023,85257,79828.0,33.02,N/A,556470.4
2018,85258,84334.0,31.84,N/A,479167.86
2019,85258,86148.0,29.53,N/A,501517.39
2020,85258,92100.0,28.87,N/A,539207.08
2021,85258,96066.0,35.28,N/A,662563.81
2022,85258,99802.0,33.7,N/A,818166.51
2023,85258,105171.0,33.02,N/A,805550.5
2018,85259,108647.0,31.84,N/A,615635.43
2019,85259,112979.0,29.53,N/A,638683.63
2020,85259,111284.0,28.87,N/A,679019.41
2021,85259,121085.0,35.28,N/A,846864.46
2022,85259,140533.0,33.7,N/A,1061056.45
2023,85259,145574.0,33.02,N/A,1045981.2
2018,85260,84585.0,31.84,N/A,422205.84
2019,85260,86746.0,29.53,N/A,442152.07
2020,85260,86274.0,28.87,N/A,478426.63
2021,85260,94345.0,35.28,N/A,589308.24
2022,85260,101112.0,33.7,N/A,716951.89
2023,85260,103854.0,33.02,N/A,701547.78
2018,85261,N/A,31.84,N/A,N/A
2019,85261,N/A,29.53,N/A,N/A
2020,85261,N/A,28.87,N/A,N/A
2021,85261,N/A,35.28,N/A,N/A
2022,85261,N/A,33.7,N/A,N/A
2023,85261,N/A,33.02,N/A,N/A
2018,85262,119498.0,31.84,N/A,828399.46
2019,85262,122273.0,29.53,N/A,844399.58
2020,85262,138924.0,28.87,N/A,893547.31
2021,85262,150037.0,35.28,N/A,1134819.17
2022,85262,177965.0,33.7,N/A,1444717.59
2023,85262,173795.0,33.02,N/A,1418932.87
2018,85263,91250.0,31.84,N/A,492009.07
2019,85263,103828.0,29.53,N/A,514534.81
2020,85263,121174.0,28.87,N/A,556023.1
2021,85263,125915.0,35.28,N/A,664724.43
2022,85263,135889.0,33.7,N/A,814530.46
2023,85263,137200.0,33.02,N/A,808929.25
2018,85264,63654.0,31.84,N/A,N/A
2019,85264,64779.0,29.53,N/A,N/A
2020,85264,68250.0,28.87,N/A,N/A
2021,85264,61000.0,35.28,N/A,N/A
2022,85264,77833.0,33.7,N/A,N/A
2023,85264,58333.0,33.02,N/A,1130682.01
2018,85266,136573.0,31.84,N/A,707278.58
2019,85266,145000.0,29.53,N/A,724300.1
2020,85266,134658.0,28.87,N/A,770849.2
2021,85266,141732.0,35.28,N/A,967148.18
2022,85266,150699.0,33.7,N/A,1213166.56
2023,85266,157137.0,33.02,N/A,1196471.72
2018,85267,N/A,31.84,N/A,N/A
2019,85267,N/A,29.53,N/A,N/A
2020,85267,N/A,28.87,N/A,N/A
2021,85267,N/A,35.28,N/A,N/A
2022,85267,N/A,33.7,N/A,N/A
2023,85267,N/A,33.02,N/A,N/A
2018,85268,81568.0,31.84,N/A,402590.41
2019,85268,85344.0,29.53,N/A,422056.07
2020,85268,87223.0,28.87,N/A,456142.2
2021,85268,90435.0,35.28,N/A,552744.22
2022,85268,100566.0,33.7,N/A,665653.94
2023,85268,105288.0,33.02,N/A,644805.63
2018,85269,N/A,31.84,N/A,N/A
2019,85269,N/A,29.53,N/A,N/A
2020,85269,N/A,28.87,N/A,N/A
2021,85269,N/A,35.28,N/A,N/A
2022,85269,N/A,33.7,N/A,N/A
2023,85269,N/A,33.02,N/A,N/A
2018,85271,N/A,31.84,N/A,N/A
2019,85271,N/A,29.53,N/A,N/A
2020,85271,N/A,28.87,N/A,N/A
2021,85271,N/A,35.28,N/A,N/A
2022,85271,N/A,33.7,N/A,N/A
2023,85271,N/A,33.02,N/A,N/A
2018,85274,N/A,34.33,N/A,N/A
2019,85274,N/A,34.2,N/A,N/A
2020,85274,N/A,33.97,N/A,N/A
2021,85274,N/A,35.39,N/A,N/A
2022,85274,N/A,34.08,N/A,N/A
2023,85274,N/A,34.17,N/A,N/A
2018,85275,N/A,34.33,N/A,N/A
2019,85275,N/A,34.2,N/A,N/A
2020,85275,N/A,33.97,N/A,N/A
2021,85275,N/A,35.39,N/A,N/A
2022,85275,N/A,34.08,N/A,N/A
2023,85275,N/A,34.17,N/A,N/A
2018,85277,N/A,34.33,N/A,N/A
2019,85277,N/A,34.2,N/A,N/A
2020,85277,N/A,33.97,N/A,N/A
2021,85277,N/A,35.39,N/A,N/A
2022,85277,N/A,34.08,N/A,N/A
2023,85277,N/A,34.17,N/A,N/A
2018,85280,N/A,68.2,N/A,N/A
2019,85280,N/A,64.49,N/A,N/A
2020,85280,N/A,63.19,N/A,N/A
2021,85280,N/A,76.55,N/A,N/A
2022,85280,N/A,77.55,N/A,N/A
2023,85280,N/A,64.83,N/A,N/A
2018,85281,35682.0,68.2,N/A,246658.71
2019,85281,38264.0,64.49,N/A,263305.24
2020,85281,42545.0,63.19,N/A,293956.36
2021,85281,49204.0,76.55,N/A,354860.97
2022,85281,55572.0,77.55,N/A,424154.72
2023,85281,59084.0,64.83,N/A,411340.77
2018,85282,53475.0,68.2,N/A,280837.41
2019,85282,59339.0,64.49,N/A,299671.19
2020,85282,61700.0,63.19,N/A,334990.16
2021,85282,64151.0,76.55,N/A,406024.32
2022,85282,72895.0,77.55,N/A,479852.41
2023,85282,79084.0,64.83,N/A,466107.7
2018,85283,62663.0,68.2,N/A,277448.18
2019,85283,65527.0,64.49,N/A,295877.75
2020,85283,65738.0,63.19,N/A,330514.53
2021,85283,65808.0,76.55,N/A,398558.47
2022,85283,76645.0,77.55,N/A,471047.15
2023,85283,81073.0,64.83,N/A,456396.07
2018,85284,111420.0,68.2,N/A,436623.44
2019,85284,122583.0,64.49,N/A,458397.38
2020,85284,127500.0,63.19,N/A,496673.13
2021,85284,132837.0,76.55,N/A,599925.42
2022,85284,147500.0,77.55,N/A,707156.25
2023,85284,154663.0,64.83,N/A,686311.82
2018,85285,N/A,68.2,N/A,N/A
2019,85285,N/A,64.49,N/A,N/A
2020,85285,N/A,63.19,N/A,N/A
2021,85285,N/A,76.55,N/A,N/A
2022,85285,N/A,77.55,N/A,N/A
2023,85285,N/A,64.83,N/A,N/A
2018,85286,100609.0,33.45,N/A,378326.32
2019,85286,106084.0,32.57,N/A,399885.29
2020,85286,102137.0,31.1,N/A,432732.77
2021,85286,106053.0,29.37,N/A,533623.91
2022,85286,114480.0,30.23,N/A,646462.19
2023,85286,118759.0,25.89,N/A,615202.44
2018,85287,N/A,68.2,N/A,N/A
2019,85287,N/A,64.49,N/A,N/A
2020,85287,N/A,63.19,N/A,N/A
2021,85287,N/A,76.55,N/A,N/A
2022,85287,N/A,77.55,N/A,N/A
2023,85287,N/A,64.83,N/A,N/A
2018,85288,N/A,68.2,N/A,N/A
2019,85288,N/A,64.49,N/A,N/A
2020,85288,N/A,63.19,N/A,N/A
2021,85288,N/A,76.55,N/A,N/A
2022,85288,N/A,77.55,N/A,N/A
2023,85288,N/A,64.83,N/A,N/A
2018,85289,N/A,66.09,N/A,N/A
2019,85289,N/A,62.3,N/A,N/A
2020,85289,N/A,61.1,N/A,N/A
2021,85289,N/A,74.34,N/A,N/A
2022,85289,N/A,75.65,N/A,N/A
2023,85289,N/A,63.14,N/A,N/A
2018,85295,94652.0,22.36,N/A,325013.75
2019,85295,97472.0,21.33,N/A,346310.66
2020,85295,101090.0,21.78,N/A,378446.14
2021,85295,106389.0,21.07,N/A,476922.54
2022,85295,113168.0,20.33,N/A,582637.69
2023,85295,116288.0,20.05,N/A,546762.44
2018,85296,92731.0,22.36,N/A,321419.95
2019,85296,96539.0,21.33,N/A,342648.09
2020,85296,98397.0,21.78,N/A,375796.71
2021,85296,102398.0,21.07,N/A,473452.39
2022,85296,112832.0,20.33,N/A,576947.56
2023,85296,117120.0,20.05,N/A,545367.43
2018,85297,102210.0,22.36,N/A,345827.81
2019,85297,105064.0,21.33,N/A,367761.17
2020,85297,107651.0,21.78,N/A,403245.61
2021,85297,115000.0,21.07,N/A,509499.13
2022,85297,129508.0,20.33,N/A,626767.39
2023,85297,132684.0,20.05,N/A,588786.82
2018,85298,105826.0,22.36,N/A,403886.43
2019,85298,112656.0,21.33,N/A,429832.02
2020,85298,111763.0,21.78,N/A,464320.63
2021,85298,129277.0,21.07,N/A,581433.27
2022,85298,141533.0,20.33,N/A,703436.83
2023,85298,146688.0,20.05,N/A,669697.81
2018,85299,N/A,22.36,N/A,N/A
2019,85299,N/A,21.33,N/A,N/A
2020,85299,N/A,21.78,N/A,N/A
2021,85299,N/A,21.07,N/A,N/A
2022,85299,N/A,20.33,N/A,N/A
2023,85299,N/A,20.05,N/A,N/A
2018,85301,31410.0,61.48,N/A,167671.71
2019,85301,33497.0,52.1,N/A,187588.16
2020,85301,38454.0,50.64,N/A,215686.6
2021,85301,40717.0,55.01,N/A,267715.26
2022,85301,45837.0,57.04,N/A,327565.46
2023,85301,47422.0,54.29,N/A,313155.57
2018,85302,45556.0,61.48,N/A,221408.4
2019,85302,47358.0,52.1,N/A,238587.66
2020,85302,47927.0,50.64,N/A,266626.49
2021,85302,52663.0,55.01,N/A,333601.49
2022,85302,57995.0,57.04,N/A,404141.42
2023,85302,62516.0,54.29,N/A,384233.77
2018,85303,54874.0,61.48,N/A,208467.84
2019,85303,58433.0,52.1,N/A,226786.26
2020,85303,58736.0,50.64,N/A,253620.64
2021,85303,64168.0,55.01,N/A,320048.6
2022,85303,70090.0,57.04,N/A,396059.6
2023,85303,75077.0,54.29,N/A,374802.84
2018,85304,65073.0,61.48,N/A,241339.73
2019,85304,66546.0,52.1,N/A,257875.29
2020,85304,68190.0,50.64,N/A,284234.31
2021,85304,73295.0,55.01,N/A,353875.19
2022,85304,81866.0,57.04,N/A,427985.02
2023,85304,82976.0,54.29,N/A,407789.22
2018,85305,71080.0,61.48,N/A,274019.31
2019,85305,76690.0,52.1,N/A,290112.42
2020,85305,84853.0,50.64,N/A,320424.27
2021,85305,91250.0,55.01,N/A,399469.33
2022,85305,95625.0,57.04,N/A,485777.78
2023,85305,99565.0,54.29,N/A,464285.65
2018,85306,61439.0,61.48,N/A,243111.59
2019,85306,65614.0,52.1,N/A,259862.68
2020,85306,64135.0,50.64,N/A,289100.04
2021,85306,66945.0,55.01,N/A,357790.86
2022,85306,74118.0,57.04,N/A,429702.92
2023,85306,82060.0,54.29,N/A,410652.67
2018,85307,56327.0,61.48,N/A,225962.27
2019,85307,58380.0,52.1,N/A,244957.98
2020,85307,62949.0,50.64,N/A,273105.39
2021,85307,67319.0,55.01,N/A,345929.63
2022,85307,70793.0,57.04,N/A,431180.8
2023,85307,78540.0,54.29,N/A,408069.54
2018,85308,76116.0,61.48,N/A,291961.87
2019,85308,78948.0,52.1,N/A,306375.25
2020,85308,80474.0,50.64,N/A,333435.66
2021,85308,84727.0,55.01,N/A,413549.57
2022,85308,91968.0,57.04,N/A,499895.45
2023,85308,95512.0,54.29,N/A,479309.76
2018,85309,N/A,61.48,N/A,N/A
2019,85309,N/A,52.1,N/A,N/A
2020,85309,N/A,50.64,N/A,N/A
2021,85309,N/A,55.01,N/A,N/A
2022,85309,N/A,57.04,N/A,N/A
2023,85309,N/A,54.29,N/A,N/A
2018,85310,102326.0,61.48,N/A,319819.59
2019,85310,103578.0,52.1,N/A,336173.3
2020,85310,102103.0,50.64,N/A,367336.94
2021,85310,107917.0,55.01,N/A,455796.05
2022,85310,111818.0,57.04,N/A,551533.7
2023,85310,117095.0,54.29,N/A,532767.34
2018,85311,N/A,61.48,N/A,N/A
2019,85311,N/A,52.1,N/A,N/A
2020,85311,N/A,50.64,N/A,N/A
2021,85311,N/A,55.01,N/A,N/A
2022,85311,N/A,57.04,N/A,N/A
2023,85311,N/A,54.29,N/A,N/A
2018,85312,N/A,61.48,N/A,N/A
2019,85312,N/A,52.1,N/A,N/A
2020,85312,N/A,50.64,N/A,N/A
2021,85312,N/A,55.01,N/A,N/A
2022,85312,N/A,57.04,N/A,N/A
2023,85312,N/A,54.29,N/A,N/A
2018,85313,N/A,59.37,N/A,N/A
2019,85313,N/A,49.91,N/A,N/A
2020,85313,N/A,48.55,N/A,N/A
2021,85313,N/A,52.8,N/A,N/A
2022,85313,N/A,55.14,N/A,N/A
2023,85313,N/A,52.6,N/A,N/A
2018,85318,N/A,61.48,N/A,N/A
2019,85318,N/A,52.1,N/A,N/A
2020,85318,N/A,50.64,N/A,N/A
2021,85318,N/A,55.01,N/A,N/A
2022,85318,N/A,57.04,N/A,N/A
2023,85318,N/A,54.29,N/A,N/A
2018,85320,30729.0,2.11,N/A,N/A
2019,85320,33229.0,2.19,N/A,N/A
2020,85320,26250.0,2.09,N/A,N/A
2021,85320,40913.0,2.21,N/A,N/A
2022,85320,42833.0,1.9,N/A,N/A
2023,85320,40208.0,1.69,N/A,438566.11
2018,85321,32635.0,10.46,N/A,76528.39
2019,85321,36000.0,8.86,N/A,80572.99
2020,85321,37418.0,9.94,N/A,86252.04
2021,85321,37851.0,10.0,N/A,99597.04
2022,85321,43309.0,10.74,N/A,116178.24
2023,85321,52127.0,10.58,N/A,118809.93
2018,85322,37266.0,2.11,N/A,N/A
2019,85322,38063.0,2.19,N/A,N/A
2020,85322,38654.0,2.09,N/A,N/A
2021,85322,66250.0,2.21,N/A,N/A
2022,85322,71705.0,1.9,N/A,N/A
2023,85322,74125.0,1.69,N/A,378815.98
2018,85323,51339.0,51.0,N/A,221539.86
2019,85323,53717.0,52.89,N/A,237598.99
2020,85323,59699.0,52.98,N/A,263764.25
2021,85323,65021.0,56.94,N/A,337867.99
2022,85323,72547.0,53.07,N/A,424596.88
2023,85323,79903.0,45.71,N/A,397251.22
2018,85324,38796.0,6.3,N/A,214241.02
2019,85324,37410.0,5.47,N/A,234303.31
2020,85324,37165.0,5.86,N/A,252520.37
2021,85324,63843.0,6.91,N/A,314994.57
2022,85324,48468.0,6.94,N/A,373743.8
2023,85324,69718.0,6.31,N/A,365587.12
2018,85326,59477.0,28.14,N/A,212516.78
2019,85326,63060.0,25.54,N/A,229156.44
2020,85326,65721.0,25.5,N/A,253240.97
2021,85326,71617.0,20.05,N/A,328863.68
2022,85326,82456.0,20.75,N/A,413170.58
2023,85326,91444.0,18.15,N/A,378169.54
2018,85327,N/A,2.11,N/A,N/A
2019,85327,N/A,2.19,N/A,N/A
2020,85327,N/A,2.09,N/A,N/A
2021,85327,N/A,2.21,N/A,N/A
2022,85327,N/A,1.9,N/A,N/A
