zipcode,2018,2019,2020,2021,2022,2023
28701,53750.0,63768.0,75638.0,76939.0,89643.0,92047.0
28702,54327.0,60568.0,54643.0,40694.0,34563.0,36995.0
28704,63223.0,65173.0,67217.0,71026.0,75969.0,79088.0
28705,43878.0,44717.0,47409.0,47363.0,55198.0,54350.0
28707,,61471.0,61827.0,49018.0,47847.0,44813.0
28708,34674.0,36136.0,35469.0,35778.0,41429.0,
28709,47250.0,53462.0,56328.0,58924.0,67566.0,75441.0
28711,45329.0,48594.0,54808.0,61915.0,69922.0,69177.0
28712,46490.0,47798.0,50891.0,59327.0,61084.0,61560.0
28713,35963.0,38506.0,45486.0,53427.0,58226.0,56368.0
28714,40422.0,42672.0,46019.0,46479.0,52865.0,56551.0
28715,53594.0,54157.0,58686.0,62533.0,66025.0,70950.0
28716,49018.0,49703.0,51233.0,50635.0,55261.0,60008.0
28717,41108.0,50469.0,56519.0,67464.0,71023.0,73065.0
28718,43512.0,34899.0,60934.0,62952.0,67892.0,71074.0
28719,37359.0,41625.0,43490.0,41905.0,47929.0,52221.0
28720,31500.0,32375.0,56250.0,55625.0,60417.0,
28721,46290.0,53177.0,53478.0,51250.0,60479.0,67323.0
28722,48028.0,46672.0,46957.0,49437.0,59173.0,60774.0
28723,33180.0,37033.0,36625.0,39356.0,43649.0,43539.0
28726,36054.0,45273.0,46141.0,49310.0,52463.0,56638.0
28729,52702.0,51328.0,72356.0,85083.0,89773.0,81326.0
28730,62995.0,59101.0,61688.0,69474.0,85743.0,91544.0
28731,55611.0,57464.0,59214.0,66099.0,68276.0,65882.0
28732,59993.0,64659.0,67327.0,67167.0,75881.0,79451.0
28733,,,65625.0,,140132.0,147738.0
28734,41766.0,43254.0,43211.0,44181.0,48428.0,50221.0
28735,30229.0,30231.0,,,,
28736,40777.0,42552.0,43939.0,58333.0,65750.0,67483.0
28739,53965.0,57405.0,59471.0,64101.0,68873.0,70464.0
28740,33314.0,34974.0,34408.0,44176.0,51316.0,41912.0
28741,61218.0,64375.0,57636.0,61913.0,65606.0,68874.0
28742,65972.0,66793.0,67727.0,56563.0,79904.0,97292.0
28743,38018.0,38413.0,47083.0,52045.0,52625.0,47266.0
28745,57222.0,65988.0,65027.0,60707.0,88844.0,115081.0
28746,60400.0,58385.0,55875.0,61654.0,63036.0,65703.0
28747,36653.0,40850.0,37350.0,38920.0,58400.0,60405.0
28748,46075.0,45164.0,45096.0,45926.0,60041.0,65269.0
28751,48177.0,50739.0,51017.0,53317.0,61398.0,66393.0
28752,41632.0,45339.0,48878.0,51493.0,53910.0,55036.0
28753,40883.0,42658.0,43615.0,50691.0,57738.0,56172.0
28754,45428.0,47477.0,45351.0,50654.0,60547.0,68750.0
28756,49452.0,44375.0,49706.0,49444.0,60049.0,54112.0
28757,113365.0,115208.0,,,,
28759,63547.0,66486.0,65978.0,69368.0,80566.0,88984.0
28761,37889.0,40704.0,41156.0,46724.0,51750.0,68152.0
28762,37845.0,41419.0,42648.0,49524.0,53553.0,52269.0
28763,65754.0,68750.0,70851.0,73750.0,61953.0,64836.0
28766,56500.0,66181.0,68798.0,66500.0,74375.0,59844.0
28768,50267.0,58115.0,54235.0,60795.0,63542.0,72567.0
28771,35238.0,37437.0,41301.0,41176.0,45865.0,48570.0
28772,45670.0,52500.0,55855.0,44922.0,70000.0,76165.0
28773,51546.0,53421.0,58750.0,62546.0,66298.0,80625.0
28774,59167.0,55625.0,107639.0,106683.0,113798.0,119183.0
28775,,,,82563.0,90313.0,51497.0
28777,45220.0,47165.0,49713.0,50680.0,57154.0,62399.0
28778,46265.0,46712.0,47895.0,54216.0,67992.0,72717.0
28779,53582.0,55522.0,50649.0,52140.0,53470.0,54407.0
28781,31429.0,26635.0,24363.0,39875.0,40515.0,50577.0
28782,51262.0,54024.0,54949.0,57103.0,59594.0,61731.0
28783,38459.0,40000.0,45698.0,49839.0,65240.0,49703.0
28785,58551.0,61250.0,58212.0,54972.0,59700.0,63750.0
28786,48486.0,50406.0,48638.0,51561.0,54008.0,56047.0
28787,53258.0,54476.0,59446.0,60734.0,67833.0,75051.0
28788,,,,68750.0,85938.0,78125.0
28789,40708.0,38148.0,36707.0,36483.0,39754.0,46026.0
28790,70641.0,75304.0,83026.0,87728.0,95352.0,98115.0
28791,53964.0,61383.0,63827.0,69855.0,78618.0,78179.0
28792,45629.0,49130.0,50137.0,49037.0,52327.0,55066.0
28801,33504.0,35941.0,37475.0,44860.0,46496.0,51125.0
28803,50475.0,53023.0,55658.0,60290.0,65642.0,70638.0
28804,59855.0,60876.0,67759.0,72575.0,79309.0,79709.0
28805,49893.0,51440.0,52059.0,54911.0,61404.0,67104.0
28806,46726.0,49169.0,48111.0,54597.0,59875.0,59925.0
28901,33628.0,33224.0,40083.0,43765.0,46857.0,39299.0
28902,40167.0,45792.0,39063.0,44458.0,53438.0,65769.0
28904,38188.0,42477.0,46667.0,50655.0,59863.0,53785.0
28905,38871.0,37601.0,42075.0,41468.0,51908.0,54310.0
28906,41856.0,43825.0,40962.0,43195.0,49426.0,52669.0
28909,42938.0,41417.0,38535.0,41111.0,75855.0,87604.0
29001,38830.0,39583.0,42292.0,45938.0,60329.0,63804.0
29003,42407.0,34342.0,45625.0,46295.0,50945.0,51341.0
29006,47044.0,45828.0,48556.0,45390.0,52588.0,50797.0
29009,28352.0,35769.0,45242.0,53958.0,53958.0,62833.0
29010,31317.0,31091.0,29334.0,31002.0,37598.0,41513.0
29014,54128.0,55893.0,63803.0,66513.0,71179.0,77438.0
29015,30368.0,42692.0,57813.0,52188.0,43875.0,46490.0
29016,84733.0,89083.0,85092.0,88377.0,97840.0,100122.0
29018,36133.0,39609.0,32981.0,38491.0,36795.0,39694.0
29020,41215.0,42838.0,46602.0,47091.0,55972.0,59389.0
29030,59231.0,57708.0,56848.0,54324.0,62917.0,66813.0
29031,41563.0,43929.0,50208.0,53850.0,60313.0,64583.0
29032,33194.0,41813.0,45859.0,54502.0,58259.0,56447.0
29033,50981.0,53412.0,53292.0,55730.0,57007.0,57524.0
29036,84514.0,89321.0,97486.0,103431.0,111654.0,116438.0
29037,25125.0,26360.0,32417.0,71193.0,62031.0,39265.0
29038,33690.0,39412.0,36696.0,38864.0,43236.0,40872.0
29039,42292.0,46649.0,49615.0,53452.0,55214.0,72639.0
29040,49167.0,55929.0,58076.0,61381.0,63186.0,64623.0
29042,26054.0,28636.0,35966.0,38859.0,41104.0,42350.0
29044,40593.0,47588.0,50388.0,54697.0,45833.0,53709.0
29045,63179.0,61758.0,60819.0,64688.0,76098.0,80627.0
29046,31429.0,,34375.0,,,
29047,26250.0,24984.0,24517.0,28353.0,31787.0,34964.0
29048,37767.0,38582.0,38424.0,37500.0,42901.0,42672.0
29051,60917.0,63452.0,45156.0,58750.0,71917.0,76964.0
29052,43361.0,42361.0,50728.0,53372.0,37332.0,53571.0
29053,41847.0,41481.0,40719.0,44629.0,50534.0,54141.0
29054,64363.0,67210.0,75294.0,76009.0,85167.0,88904.0
29055,28886.0,32417.0,35313.0,39511.0,41157.0,43631.0
29056,30586.0,38594.0,38207.0,40795.0,42197.0,43301.0
29058,40960.0,50398.0,51010.0,54139.0,59643.0,71622.0
29059,32024.0,37130.0,34733.0,34549.0,37946.0,37993.0
29061,53317.0,55309.0,53368.0,54398.0,62562.0,58741.0
29062,,,71542.0,,,
29063,78983.0,79249.0,82062.0,85978.0,90243.0,92147.0
29065,46645.0,49267.0,46750.0,41979.0,46601.0,46334.0
29067,39389.0,39300.0,39932.0,45420.0,43359.0,45391.0
29069,29055.0,30014.0,30542.0,36009.0,40625.0,46250.0
29070,54867.0,56458.0,56884.0,58427.0,59192.0,64833.0
29072,81286.0,87667.0,88585.0,92026.0,100803.0,103415.0
29073,59292.0,60521.0,63602.0,65403.0,69454.0,72648.0
29074,49643.0,51528.0,51151.0,53857.0,55556.0,48750.0
29075,68482.0,66858.0,66029.0,71433.0,82941.0,68125.0
29078,55651.0,56734.0,57409.0,58477.0,60574.0,66657.0
29080,32857.0,35000.0,39563.0,34919.0,34958.0,38542.0
29081,50337.0,46641.0,34261.0,34978.0,36204.0,36061.0
29082,31250.0,34583.0,29764.0,38750.0,51705.0,46875.0
29101,33878.0,37905.0,45192.0,51181.0,62857.0,62417.0
29102,38142.0,41992.0,43377.0,44725.0,45084.0,45000.0
29104,40592.0,40391.0,43000.0,38512.0,52250.0,54583.0
29105,28750.0,27750.0,46016.0,56700.0,,92031.0
29107,37875.0,40266.0,46250.0,39540.0,39414.0,41875.0
29108,38136.0,38711.0,41523.0,46613.0,51180.0,52529.0
29111,42045.0,62692.0,66983.0,78264.0,74500.0,78656.0
29112,32206.0,31450.0,36591.0,38000.0,41618.0,44214.0
29113,44318.0,34750.0,42375.0,41053.0,51111.0,50455.0
29114,40130.0,42361.0,39750.0,46023.0,56806.0,49000.0
29115,28941.0,30673.0,29176.0,29372.0,31473.0,34174.0
29118,47458.0,46445.0,46397.0,53547.0,54599.0,57704.0
29122,58281.0,59063.0,60455.0,63000.0,67955.0,135341.0
29123,43977.0,44442.0,47876.0,53116.0,56080.0,56437.0
29125,31814.0,36200.0,42101.0,44075.0,48828.0,57813.0
29126,55784.0,61042.0,54167.0,63417.0,68819.0,72179.0
29127,56568.0,59104.0,56181.0,55149.0,59677.0,64533.0
29128,36635.0,37099.0,36095.0,38321.0,39121.0,38945.0
29129,37903.0,36466.0,50391.0,54222.0,56875.0,62022.0
29130,43988.0,53025.0,56646.0,61742.0,65606.0,72614.0
29133,37120.0,36944.0,26285.0,39402.0,40000.0,43281.0
29135,42426.0,45322.0,48244.0,48547.0,49063.0,54081.0
29137,39777.0,43458.0,37295.0,41206.0,34938.0,38710.0
29138,40105.0,41591.0,37009.0,37232.0,39607.0,45410.0
29142,33780.0,35549.0,32242.0,31426.0,50739.0,50673.0
29145,52853.0,51429.0,46205.0,48826.0,54054.0,61068.0
29146,32188.0,32656.0,37303.0,38214.0,32279.0,36591.0
29148,34049.0,35256.0,40670.0,42754.0,50417.0,46455.0
29150,37957.0,40483.0,40880.0,40538.0,46133.0,48845.0
29152,26798.0,27380.0,35675.0,40697.0,43491.0,55694.0
29153,43095.0,45998.0,49123.0,53944.0,63638.0,61753.0
29154,51912.0,52552.0,52209.0,56649.0,59497.0,62105.0
29160,39719.0,40943.0,49646.0,54811.0,56218.0,62305.0
29161,40383.0,38414.0,40709.0,43311.0,48352.0,47923.0
29162,40625.0,45534.0,44771.0,49828.0,58393.0,56250.0
29163,27157.0,,,,27117.0,40625.0
29164,41626.0,39480.0,39867.0,46818.0,46442.0,45755.0
29166,53661.0,48500.0,54118.0,68750.0,63333.0,44625.0
29168,34226.0,34375.0,36919.0,35179.0,31649.0,40912.0
29169,43085.0,44307.0,43543.0,46065.0,51496.0,53673.0
29170,58086.0,58643.0,60270.0,64225.0,69880.0,73470.0
29172,50960.0,50548.0,50276.0,54110.0,59882.0,60737.0
29175,26250.0,36500.0,37396.0,41375.0,52679.0,71125.0
29178,37258.0,38362.0,41958.0,43955.0,55064.0,59960.0
29180,35871.0,36304.0,41885.0,38552.0,36654.0,41604.0
29201,31795.0,31160.0,32500.0,32306.0,33561.0,34327.0
29202,74602.0,74750.0,100500.0,,,
29203,30830.0,30922.0,33616.0,33952.0,39015.0,42371.0
29204,41178.0,42826.0,42677.0,45238.0,48074.0,49745.0
29205,51631.0,54554.0,54184.0,54663.0,59549.0,62197.0
29206,74112.0,82119.0,77694.0,79005.0,83708.0,89726.0
29207,,,,,,66875.0
29209,53319.0,57200.0,56187.0,55255.0,57969.0,58854.0
29210,41605.0,41345.0,43998.0,45586.0,49100.0,50258.0
29212,69130.0,69030.0,63145.0,65888.0,71968.0,74652.0
29223,50665.0,50258.0,50993.0,49850.0,52603.0,56300.0
29229,70490.0,71803.0,68559.0,72143.0,70335.0,72571.0
29301,42796.0,45998.0,46956.0,50221.0,55011.0,56606.0
29302,58058.0,58255.0,58513.0,61103.0,70557.0,77428.0
29303,35452.0,36450.0,37181.0,38775.0,45360.0,45713.0
29306,31125.0,32824.0,33324.0,32702.0,35439.0,38858.0
29307,46404.0,47726.0,51384.0,57652.0,62523.0,61330.0
29316,58903.0,61107.0,64543.0,66199.0,75933.0,75808.0
29320,,32303.0,37794.0,40519.0,,35463.0
29321,44029.0,45618.0,32981.0,31156.0,31283.0,32907.0
29322,58225.0,62169.0,50905.0,54411.0,65856.0,63311.0
29323,44672.0,49507.0,52014.0,56350.0,57878.0,59753.0
29324,24167.0,30313.0,31125.0,,,
29325,39156.0,38240.0,38974.0,41355.0,51682.0,54209.0
29329,,,,63616.0,33000.0,37019.0
29330,45274.0,49125.0,46750.0,51868.0,53762.0,47025.0
29332,35659.0,36729.0,38844.0,46316.0,53417.0,52617.0
29333,61429.0,58125.0,44350.0,65556.0,,56404.0
29334,62000.0,62806.0,63858.0,66533.0,74675.0,76595.0
29335,34316.0,42780.0,37216.0,46078.0,50824.0,53352.0
29340,35054.0,34562.0,36304.0,36702.0,40242.0,42359.0
29341,41454.0,39417.0,37561.0,41564.0,50487.0,55631.0
29346,49250.0,52917.0,39333.0,45625.0,47917.0,
29349,58378.0,61503.0,63811.0,66902.0,71138.0,74363.0
29351,41862.0,53438.0,62188.0,49079.0,52381.0,42169.0
29353,46377.0,45659.0,50673.0,55769.0,59906.0,66045.0
29355,30395.0,46607.0,51284.0,54112.0,57734.0,54512.0
29356,51747.0,53204.0,48514.0,53218.0,56671.0,60911.0
29360,38770.0,41567.0,42183.0,48114.0,51456.0,55846.0
29364,28571.0,24063.0,30000.0,23917.0,23681.0,22500.0
29365,62016.0,63799.0,60578.0,75257.0,78438.0,73142.0
29368,,,,,155048.0,
29369,75273.0,77500.0,77586.0,79740.0,83619.0,82002.0
29370,52917.0,47321.0,56429.0,60375.0,91078.0,80625.0
29372,44000.0,46572.0,47110.0,52000.0,54813.0,52613.0
29373,43750.0,39265.0,63250.0,41522.0,58092.0,71875.0
29374,46721.0,49922.0,45656.0,50588.0,53080.0,62898.0
29375,41429.0,41250.0,42813.0,,123750.0,154583.0
29376,63750.0,66166.0,66959.0,68707.0,66091.0,68583.0
29377,26823.0,24746.0,37348.0,40463.0,43793.0,47325.0
29378,,,,,,26979.0
29379,38370.0,39843.0,40306.0,38626.0,41200.0,40178.0
29384,43031.0,44542.0,44315.0,47768.0,50364.0,50587.0
29385,46875.0,47202.0,48989.0,50991.0,53428.0,56723.0
29388,47252.0,47237.0,63505.0,68506.0,75348.0,77197.0
29401,75375.0,79539.0,83701.0,88311.0,80886.0,90074.0
29403,42076.0,46669.0,50569.0,54904.0,62281.0,65689.0
29404,49063.0,58353.0,57109.0,61406.0,65430.0,74821.0
29405,35240.0,38343.0,41739.0,44256.0,47532.0,54566.0
29406,35173.0,36460.0,36624.0,40797.0,45797.0,50640.0
29407,56167.0,59454.0,64641.0,67486.0,75389.0,80568.0
29409,,,,103250.0,,
29410,65329.0,70043.0,71291.0,76094.0,79305.0,84061.0
29412,74664.0,80755.0,81358.0,87763.0,95627.0,99443.0
29414,70762.0,70567.0,71875.0,76576.0,85434.0,91976.0
29418,39577.0,41410.0,42015.0,46080.0,58404.0,62421.0
29420,64561.0,64875.0,64149.0,62256.0,73339.0,69043.0
29426,39167.0,40290.0,40306.0,40804.0,46971.0,37371.0
29429,68071.0,69521.0,71178.0,74139.0,81329.0,107857.0
29431,53310.0,52396.0,47368.0,52976.0,56621.0,59880.0
29432,38608.0,39745.0,31785.0,33808.0,37500.0,45341.0
29434,34271.0,33882.0,24511.0,,,
29435,36357.0,35234.0,34375.0,39959.0,45404.0,51310.0
29436,34303.0,39811.0,44444.0,49136.0,51273.0,58396.0
29437,49479.0,46406.0,51196.0,52000.0,46952.0,56086.0
29438,54811.0,56987.0,63393.0,61507.0,69044.0,77386.0
29439,77206.0,70602.0,83871.0,72426.0,87554.0,99766.0
29440,37146.0,40637.0,42532.0,46233.0,50101.0,54926.0
29445,58595.0,62208.0,65039.0,69944.0,77235.0,80778.0
29446,70288.0,45761.0,38625.0,,29758.0,35375.0
29448,20357.0,28920.0,34918.0,37225.0,58243.0,62315.0
29449,51266.0,47323.0,51587.0,53030.0,71010.0,67250.0
29450,55841.0,56520.0,40682.0,37332.0,45272.0,52500.0
29451,111372.0,121196.0,129148.0,145682.0,164000.0,148285.0
29452,32721.0,45078.0,38750.0,49297.0,55000.0,95625.0
29453,34167.0,35294.0,29009.0,31917.0,33793.0,34928.0
29455,73418.0,79132.0,89846.0,94298.0,111300.0,117422.0
29456,60415.0,62603.0,63671.0,64926.0,74074.0,79038.0
29458,38155.0,42114.0,41719.0,42286.0,46563.0,84531.0
29461,58946.0,64679.0,66938.0,70032.0,78329.0,81604.0
29464,86446.0,92134.0,95652.0,96679.0,104366.0,107215.0
29466,103538.0,113117.0,110414.0,111201.0,121840.0,130546.0
29468,32095.0,40926.0,30536.0,33796.0,32313.0,31098.0
29469,84583.0,88611.0,93621.0,74063.0,,
29470,53583.0,51846.0,59652.0,64605.0,71029.0,69762.0
29471,44196.0,32778.0,34872.0,29861.0,29038.0,32029.0
29472,46339.0,56429.0,62936.0,64350.0,69350.0,73207.0
29474,35417.0,45417.0,40764.0,34839.0,40613.0,39635.0
29475,29417.0,32802.0,30641.0,32398.0,42318.0,42357.0
29477,37041.0,44688.0,46151.0,48898.0,53391.0,57581.0
29479,32902.0,39328.0,33301.0,37377.0,39839.0,48245.0
29481,34667.0,32019.0,34050.0,37902.0,42763.0,46380.0
29482,135577.0,136528.0,150000.0,157743.0,171838.0,179614.0
29483,60606.0,61533.0,65764.0,65713.0,75698.0,82194.0
29485,66958.0,66952.0,65042.0,76290.0,78363.0,83287.0
29486,,,,78453.0,83975.0,87386.0
29487,56786.0,56250.0,70000.0,69706.0,74966.0,93480.0
29488,36409.0,36007.0,35507.0,41147.0,46170.0,47083.0
29492,102106.0,109143.0,106803.0,105833.0,104289.0,115605.0
29493,56250.0,56563.0,61250.0,74500.0,58750.0,
29501,49658.0,51455.0,56159.0,60215.0,64616.0,70618.0
29505,53447.0,55340.0,55832.0,58931.0,65404.0,64194.0
29506,35136.0,36220.0,40170.0,34617.0,36116.0,38441.0
29510,36268.0,34040.0,37273.0,39261.0,40748.0,46768.0
29511,52565.0,56326.0,59179.0,68203.0,72699.0,72944.0
29512,33840.0,32858.0,33308.0,34636.0,37104.0,39515.0
29516,37237.0,35625.0,33194.0,38906.0,38333.0,47125.0
29518,34063.0,28804.0,28426.0,35417.0,41125.0,43214.0
29519,25761.0,18571.0,22143.0,,,13156.0
29520,39784.0,41775.0,39041.0,41723.0,40724.0,41786.0
29525,35662.0,33971.0,30746.0,31000.0,29688.0,29625.0
29526,46218.0,48536.0,49082.0,53163.0,59194.0,66490.0
29527,40409.0,42811.0,42126.0,46047.0,48629.0,53078.0
29530,43750.0,42177.0,47407.0,46250.0,56500.0,55625.0
29532,31921.0,32673.0,32813.0,35504.0,39553.0,41810.0
29536,29102.0,30857.0,38082.0,39384.0,42835.0,43637.0
29540,30580.0,29389.0,27764.0,32735.0,33674.0,43654.0
29541,49570.0,50013.0,47767.0,47618.0,50260.0,53390.0
29543,,,,,,53854.0
29544,42519.0,42044.0,43149.0,51735.0,65595.0,73338.0
29545,29571.0,28792.0,31563.0,32463.0,33767.0,34358.0
29546,35022.0,35741.0,32938.0,32685.0,26673.0,31920.0
29547,26627.0,29712.0,36566.0,49250.0,44413.0,45917.0
29550,42243.0,47651.0,44831.0,49630.0,52525.0,54191.0
29554,36144.0,29848.0,29546.0,30337.0,36042.0,47731.0
29555,44118.0,45977.0,43333.0,52150.0,57660.0,61144.0
29556,30625.0,31038.0,39320.0,40779.0,41590.0,42413.0
29560,38335.0,40120.0,39653.0,43381.0,49141.0,45421.0
29563,28824.0,27772.0,34375.0,35259.0,37727.0,42614.0
29564,22467.0,37250.0,24708.0,35833.0,36383.0,37241.0
29565,32376.0,32000.0,37321.0,38462.0,36076.0,41589.0
29566,49477.0,55484.0,51673.0,55276.0,59960.0,63358.0
29567,26367.0,28036.0,25000.0,26500.0,,28750.0
29568,45759.0,44059.0,48426.0,55401.0,58290.0,61048.0
29569,34656.0,36325.0,39544.0,42371.0,49495.0,50659.0
29570,26981.0,28917.0,26924.0,26378.0,33720.0,33150.0
29571,32764.0,32166.0,28264.0,35183.0,37088.0,35340.0
29572,52283.0,53918.0,59724.0,60747.0,67594.0,75388.0
29574,32394.0,31334.0,32392.0,33125.0,34859.0,32699.0
29575,51278.0,54624.0,57561.0,61367.0,68031.0,72029.0
29576,56060.0,59707.0,60363.0,60320.0,65890.0,70343.0
29577,40416.0,41760.0,41452.0,43626.0,47107.0,48561.0
29579,56339.0,58553.0,60234.0,63545.0,67788.0,72909.0
29580,30179.0,35313.0,40197.0,41648.0,46577.0,47664.0
29581,35175.0,37759.0,37392.0,40794.0,48173.0,54609.0
29582,56138.0,59040.0,59854.0,63077.0,68741.0,71030.0
29583,39003.0,39907.0,38115.0,36953.0,41458.0,40000.0
29584,37452.0,46641.0,48472.0,44408.0,45050.0,45139.0
29585,75427.0,74911.0,72827.0,72077.0,74418.0,83077.0
29588,49432.0,51764.0,52218.0,54305.0,60337.0,66854.0
29590,30409.0,32813.0,30985.0,52679.0,38939.0,45809.0
29591,36953.0,33895.0,37481.0,55617.0,57417.0,55481.0
29592,35568.0,21696.0,21786.0,,40329.0,34853.0
29593,25469.0,28152.0,31667.0,28077.0,35703.0,39688.0
29594,25250.0,,,,,
29596,42661.0,45294.0,32143.0,29966.0,26869.0,33125.0
29601,47451.0,50296.0,60692.0,65866.0,70580.0,73321.0
29605,48235.0,51519.0,56175.0,57406.0,60470.0,63717.0
29607,57536.0,60823.0,59053.0,61623.0,65712.0,69249.0
29609,48079.0,55077.0,56055.0,55511.0,62015.0,64837.0
29611,33570.0,35267.0,40047.0,40130.0,45291.0,47046.0
29614,20000.0,28906.0,,,,
29615,60185.0,62623.0,63135.0,67337.0,72494.0,74200.0
29617,37907.0,40793.0,43936.0,45665.0,50976.0,54146.0
29620,36963.0,39409.0,44448.0,48101.0,53523.0,54784.0
29621,56887.0,61599.0,63047.0,67330.0,71438.0,71446.0
29624,24583.0,27107.0,26961.0,28404.0,29953.0,31808.0
29625,47198.0,46921.0,48269.0,50548.0,56262.0,58746.0
29626,45272.0,48406.0,51021.0,52569.0,54132.0,55063.0
29627,42661.0,46710.0,49715.0,52913.0,59672.0,57353.0
29628,25975.0,25000.0,25132.0,28771.0,29671.0,36952.0
29630,31250.0,32775.0,40065.0,45970.0,50864.0,53879.0
29631,42886.0,44375.0,46497.0,47376.0,50348.0,50217.0
29635,49500.0,52188.0,56887.0,59423.0,64861.0,71579.0
29638,48315.0,48161.0,51128.0,52517.0,62872.0,65071.0
29639,46944.0,57625.0,42877.0,45272.0,47683.0,50924.0
29640,45804.0,48611.0,50918.0,53495.0,58980.0,60596.0
29642,66813.0,70526.0,68980.0,71345.0,75510.0,77604.0
29643,62813.0,64864.0,77188.0,75625.0,86250.0,85729.0
29644,60683.0,61645.0,58578.0,58750.0,64046.0,67527.0
29645,47559.0,50270.0,46698.0,47040.0,52169.0,59643.0
29646,33979.0,34656.0,34075.0,36638.0,39899.0,41669.0
29649,48726.0,49377.0,48093.0,51101.0,51155.0,56268.0
29650,74597.0,79347.0,81352.0,81956.0,91439.0,91640.0
29651,58029.0,60646.0,64051.0,65691.0,73505.0,80748.0
29653,45581.0,46506.0,38220.0,45842.0,49235.0,52375.0
29654,42406.0,47578.0,53048.0,51278.0,54265.0,62128.0
29655,37523.0,42770.0,42181.0,43950.0,48919.0,55305.0
29657,48724.0,51920.0,57315.0,54164.0,58491.0,56949.0
29658,48250.0,44046.0,,,65101.0,64375.0
29659,25729.0,25521.0,,250000.0,,
29661,50328.0,51518.0,60100.0,55615.0,51593.0,54335.0
29662,60051.0,63174.0,66055.0,73322.0,75419.0,80594.0
29664,41589.0,49931.0,50962.0,44491.0,49254.0,
29665,37159.0,45268.0,,,42550.0,
29666,46553.0,50625.0,51122.0,58705.0,67931.0,74627.0
29667,46250.0,41429.0,49375.0,64375.0,78523.0,78750.0
29669,47209.0,49912.0,50676.0,52736.0,56773.0,65603.0
29670,48169.0,57746.0,65293.0,63113.0,67280.0,70217.0
29671,47446.0,51398.0,55826.0,58242.0,63430.0,65429.0
29672,58833.0,59638.0,57943.0,67016.0,80833.0,87521.0
29673,56091.0,56875.0,59183.0,61864.0,66651.0,69630.0
29676,67484.0,72925.0,78556.0,95743.0,86711.0,92206.0
29678,41277.0,46130.0,45685.0,45457.0,45665.0,49699.0
29680,71741.0,77915.0,80109.0,83871.0,85911.0,85143.0
29681,82721.0,86051.0,88217.0,94726.0,104235.0,107694.0
29682,56593.0,60250.0,53102.0,69134.0,72917.0,77917.0
29683,43000.0,46550.0,45677.0,70902.0,,
29684,44182.0,43719.0,47775.0,53531.0,62533.0,58047.0
29685,66115.0,66020.0,63854.0,71200.0,99861.0,124432.0
29686,,67556.0,,70192.0,83125.0,87981.0
29687,53318.0,59663.0,62894.0,64429.0,71133.0,73379.0
29689,49821.0,52500.0,52119.0,54844.0,62125.0,71250.0
29690,54071.0,54307.0,55374.0,57803.0,63506.0,66544.0
29691,34859.0,40371.0,41708.0,44287.0,50854.0,52722.0
29692,38237.0,40072.0,36083.0,42500.0,37260.0,42533.0
29693,41875.0,42140.0,42716.0,43316.0,48783.0,51384.0
29696,53537.0,57483.0,59853.0,68296.0,73908.0,77172.0
29697,44767.0,53287.0,55673.0,66091.0,70109.0,70030.0
29702,29944.0,32342.0,34561.0,42757.0,48777.0,50867.0
29704,53462.0,53478.0,63021.0,54602.0,67639.0,71164.0
29706,37286.0,40974.0,43268.0,46236.0,50942.0,50141.0
29707,81228.0,86052.0,98626.0,99417.0,108322.0,117609.0
29708,110297.0,114070.0,112368.0,116756.0,125677.0,129304.0
29709,46607.0,47703.0,45800.0,47857.0,55095.0,56432.0
29710,68716.0,70345.0,71280.0,72748.0,82554.0,84558.0
29712,54878.0,52835.0,50114.0,52393.0,46917.0,60113.0
29714,43425.0,44254.0,52807.0,54938.0,61024.0,63791.0
29715,77956.0,83130.0,86378.0,92678.0,103892.0,111323.0
29717,47852.0,49861.0,61333.0,45909.0,60000.0,66186.0
29718,41302.0,45015.0,53108.0,55338.0,57846.0,57035.0
29720,40823.0,42927.0,47971.0,53489.0,58549.0,59039.0
29726,39736.0,51667.0,52470.0,67381.0,79167.0,85500.0
29727,41838.0,34461.0,40486.0,42583.0,41032.0,44189.0
29728,34410.0,34260.0,33886.0,36339.0,40983.0,41335.0
29729,42059.0,43826.0,39836.0,42179.0,44370.0,49306.0
29730,46736.0,48208.0,49258.0,52795.0,57488.0,63122.0
29732,61482.0,64342.0,67037.0,71767.0,77601.0,79936.0
29741,42043.0,49938.0,52500.0,58393.0,44208.0,51875.0
29742,45437.0,45602.0,41099.0,37049.0,46657.0,42005.0
29743,40096.0,43854.0,58700.0,60290.0,81463.0,71895.0
29745,52808.0,55536.0,59827.0,65179.0,73416.0,75665.0
29801,41703.0,43655.0,43023.0,45682.0,52973.0,55032.0
29803,63809.0,65567.0,67740.0,71707.0,77868.0,82933.0
29805,54422.0,65473.0,66811.0,67873.0,76064.0,76359.0
29809,40795.0,43340.0,46492.0,49167.0,55667.0,56042.0
29810,22096.0,22688.0,22351.0,23163.0,23915.0,26096.0
29812,36383.0,35742.0,36642.0,38025.0,42038.0,44494.0
29816,24231.0,23095.0,32851.0,34121.0,43771.0,45846.0
29817,31829.0,39293.0,42785.0,35228.0,41406.0,47260.0
29819,44267.0,42589.0,48377.0,52409.0,55554.0,48984.0
29821,56637.0,55521.0,42191.0,73609.0,93000.0,69659.0
29824,40775.0,43359.0,45750.0,48990.0,48643.0,46984.0
29826,31875.0,17009.0,,,19233.0,
