zipcode,2018,2019,2020,2021,2022,2023
36105,30660.0,31287.0,32588.0,36788.0,42696.0,44438.0
36106,55255.0,59985.0,61753.0,62482.0,69512.0,71202.0
36107,30797.0,29592.0,28825.0,29156.0,29922.0,31895.0
36108,24690.0,24832.0,23431.0,25028.0,27338.0,32622.0
36109,53548.0,54561.0,53884.0,54884.0,58053.0,61059.0
36110,31305.0,32760.0,38981.0,38100.0,38860.0,41140.0
36111,49988.0,51679.0,54613.0,56523.0,57958.0,54613.0
36112,,,,36563.0,70625.0,75625.0
36113,92813.0,88375.0,93594.0,110304.0,112321.0,118750.0
36115,62019.0,69028.0,72708.0,87647.0,91667.0,84327.0
36116,43683.0,45883.0,51124.0,47620.0,52015.0,53973.0
36117,62753.0,64011.0,66349.0,69422.0,73919.0,72237.0
36201,28402.0,27533.0,32315.0,30610.0,31807.0,33754.0
36203,54835.0,56237.0,61182.0,58934.0,61519.0,65920.0
36205,59375.0,85373.0,,23944.0,25667.0,25637.0
36206,44226.0,45115.0,48842.0,51474.0,53895.0,55256.0
36207,50809.0,54023.0,59832.0,62334.0,66949.0,70090.0
36250,70606.0,70813.0,77721.0,78984.0,81023.0,83438.0
36251,34362.0,35671.0,40734.0,44121.0,44970.0,51094.0
36255,44297.0,44375.0,45714.0,67727.0,60417.0,52256.0
36256,46600.0,41827.0,49620.0,46932.0,55500.0,63125.0
36258,56848.0,55500.0,43125.0,43167.0,54227.0,46316.0
36260,41537.0,40714.0,59228.0,50529.0,65440.0,57163.0
36262,36750.0,40147.0,43750.0,48385.0,55375.0,66250.0
36263,26154.0,26324.0,,50455.0,,
36264,36169.0,41123.0,46221.0,48388.0,52482.0,54119.0
36265,49356.0,50020.0,47152.0,49246.0,49924.0,51574.0
36266,45720.0,42574.0,46875.0,45461.0,46094.0,50168.0
36268,52561.0,54286.0,54737.0,56399.0,62466.0,60509.0
36269,55536.0,55216.0,55640.0,41538.0,41867.0,43678.0
36271,53448.0,54073.0,43801.0,47281.0,63088.0,56442.0
36272,38513.0,41059.0,42804.0,46014.0,49474.0,52726.0
36273,45208.0,47625.0,51205.0,50577.0,56016.0,70313.0
36274,40568.0,40136.0,40124.0,36471.0,44100.0,43679.0
36276,31000.0,35804.0,36202.0,41494.0,43000.0,49597.0
36277,54449.0,57250.0,57274.0,59271.0,67019.0,65096.0
36278,39330.0,39235.0,35741.0,41149.0,44864.0,58250.0
36279,55913.0,56851.0,57886.0,58636.0,67344.0,56839.0
36280,47847.0,55803.0,62468.0,67961.0,77716.0,76128.0
36301,40702.0,42140.0,42045.0,43054.0,47414.0,49124.0
36303,42724.0,44639.0,46961.0,48141.0,51982.0,53006.0
36305,64987.0,67601.0,72571.0,75365.0,79618.0,81438.0
36310,40641.0,39983.0,41818.0,38672.0,38514.0,37629.0
36311,41484.0,36426.0,38235.0,42604.0,44926.0,44274.0
36312,41429.0,46111.0,46383.0,46707.0,49643.0,55257.0
36313,83421.0,72286.0,59569.0,61554.0,,
36314,46902.0,36875.0,50516.0,50762.0,55058.0,57930.0
36316,68229.0,64243.0,65000.0,66658.0,87703.0,74430.0
36317,34286.0,28839.0,49583.0,54688.0,63281.0,77273.0
36318,36908.0,50625.0,52143.0,54063.0,61875.0,52500.0
36319,40761.0,41893.0,54196.0,55962.0,59375.0,61845.0
36320,39835.0,40417.0,37420.0,38182.0,39640.0,45366.0
36321,41974.0,42500.0,49659.0,51708.0,56964.0,58203.0
36322,43227.0,41989.0,38794.0,43836.0,46590.0,49243.0
36323,42832.0,44978.0,41292.0,42939.0,41907.0,43433.0
36330,57985.0,61447.0,62545.0,65814.0,69544.0,71589.0
36340,31140.0,40828.0,39478.0,38222.0,45922.0,48681.0
36343,41750.0,41518.0,47569.0,41125.0,47083.0,57500.0
36344,43062.0,43273.0,42801.0,47888.0,53566.0,61635.0
36345,57618.0,62117.0,61677.0,64812.0,73750.0,71647.0
36346,45167.0,48424.0,44318.0,52500.0,57308.0,57778.0
36350,41282.0,42634.0,39033.0,46023.0,52417.0,55179.0
36351,48663.0,49074.0,56067.0,60313.0,64107.0,69178.0
36352,55094.0,65379.0,68889.0,64762.0,69429.0,71386.0
36353,43250.0,41648.0,38950.0,44345.0,43125.0,53333.0
36360,43605.0,44112.0,44880.0,45400.0,48654.0,50032.0
36362,63839.0,70024.0,61769.0,67574.0,72681.0,75875.0
36370,48333.0,43125.0,50000.0,38000.0,52000.0,60313.0
36371,34479.0,40000.0,36985.0,35750.0,39250.0,39000.0
36373,43103.0,27102.0,21364.0,45063.0,31188.0,31875.0
36374,58750.0,59875.0,63813.0,70625.0,65139.0,69265.0
36375,41419.0,46932.0,42928.0,45275.0,47247.0,55089.0
36376,42708.0,42212.0,40451.0,43418.0,46985.0,44855.0
36401,33116.0,37856.0,33026.0,36551.0,38324.0,41135.0
36420,44229.0,44753.0,46315.0,44819.0,47935.0,50126.0
36421,41857.0,42560.0,47153.0,53966.0,57018.0,63781.0
36425,19567.0,26635.0,32500.0,35375.0,33281.0,36295.0
36426,37910.0,40511.0,41668.0,43942.0,48314.0,50065.0
36432,32321.0,38125.0,38941.0,40175.0,44390.0,45802.0
36435,25741.0,35054.0,54583.0,38843.0,41458.0,55313.0
36436,37014.0,39231.0,38333.0,59063.0,63571.0,71058.0
36439,46705.0,38929.0,56875.0,,74464.0,76023.0
36441,37692.0,37656.0,35088.0,34547.0,42500.0,42583.0
36442,31875.0,35513.0,37027.0,41719.0,43594.0,50456.0
36444,19728.0,30982.0,45294.0,40000.0,58000.0,53269.0
36445,40417.0,45316.0,33218.0,41953.0,37450.0,37305.0
36446,17656.0,,19600.0,51000.0,54583.0,57070.0
36451,48721.0,47551.0,49815.0,44872.0,47083.0,48849.0
36453,39881.0,37607.0,39940.0,42609.0,44099.0,48250.0
36454,,,,,105556.0,
36455,31250.0,37614.0,31625.0,31591.0,33583.0,37500.0
36456,33125.0,40481.0,41250.0,55417.0,47500.0,67250.0
36460,32048.0,30511.0,30083.0,29428.0,37409.0,35000.0
36467,36847.0,38795.0,35855.0,40734.0,43244.0,41654.0
36471,22031.0,18203.0,21607.0,26528.0,29554.0,40063.0
36473,,60987.0,62976.0,50417.0,,57788.0
36474,42159.0,47328.0,45750.0,43672.0,39348.0,41183.0
36475,28802.0,28158.0,36420.0,35610.0,43641.0,42149.0
36476,20250.0,,,,,
36477,25109.0,32305.0,36707.0,42277.0,46020.0,49744.0
36480,31912.0,27461.0,40417.0,43711.0,66103.0,48750.0
36481,15729.0,16161.0,15652.0,,20568.0,34375.0
36482,34922.0,31711.0,35438.0,,,71250.0
36483,34500.0,42188.0,49219.0,51350.0,58869.0,57900.0
36502,31623.0,32845.0,30853.0,35205.0,35808.0,41136.0
36505,58005.0,73090.0,73056.0,61563.0,89514.0,94583.0
36507,43596.0,44635.0,44206.0,44918.0,50147.0,47919.0
36509,37760.0,43363.0,43634.0,33173.0,39375.0,34963.0
36511,20159.0,20615.0,,53795.0,85588.0,61854.0
36513,32670.0,27051.0,,26340.0,,
36518,47647.0,40000.0,41512.0,49279.0,65125.0,75446.0
36521,52582.0,55610.0,56964.0,58871.0,67114.0,69360.0
36522,44880.0,41319.0,43482.0,48421.0,46888.0,48961.0
36523,46944.0,46420.0,51250.0,53021.0,55815.0,57988.0
36524,35588.0,35093.0,45152.0,50764.0,36875.0,43500.0
36525,46250.0,43714.0,50179.0,55526.0,61550.0,64779.0
36526,71632.0,77739.0,72997.0,76810.0,82573.0,90733.0
36527,91235.0,94088.0,96688.0,103882.0,111334.0,112672.0
36528,84861.0,87596.0,65481.0,62560.0,62000.0,64615.0
36529,,,,,123056.0,82500.0
36530,47321.0,48906.0,48993.0,50905.0,54766.0,59252.0
36532,67580.0,69766.0,77260.0,79061.0,84886.0,86026.0
36535,45684.0,46753.0,53606.0,56426.0,61158.0,67013.0
36538,28722.0,29000.0,29500.0,31063.0,37865.0,37917.0
36539,33403.0,32583.0,35909.0,53523.0,62639.0,
36540,,32870.0,23140.0,25824.0,27254.0,33500.0
36541,54037.0,58794.0,63566.0,66840.0,77577.0,76622.0
36542,50787.0,53792.0,52214.0,53327.0,63305.0,74861.0
36543,93226.0,,,,,
36544,43411.0,44681.0,46585.0,46828.0,52268.0,56405.0
36545,30966.0,35970.0,37137.0,47997.0,52027.0,49338.0
36548,31953.0,,102542.0,61250.0,97917.0,
36549,48904.0,50000.0,51285.0,55714.0,64722.0,65759.0
36550,,118674.0,,,,
36551,54976.0,58849.0,60746.0,59395.0,70346.0,68625.0
36553,41622.0,45245.0,47461.0,44929.0,50000.0,80504.0
36555,54792.0,60781.0,81375.0,86591.0,88333.0,93583.0
36556,,,,29677.0,,
36558,45795.0,49315.0,45357.0,51895.0,58962.0,59420.0
36559,,26614.0,,,72783.0,54050.0
36560,37931.0,36397.0,38164.0,37972.0,42125.0,43043.0
36561,80057.0,83064.0,85503.0,85694.0,90778.0,89432.0
36562,44737.0,43816.0,43836.0,34096.0,36632.0,50000.0
36567,46783.0,51479.0,52773.0,57217.0,61678.0,59763.0
36568,,13750.0,,,,
36569,41685.0,44137.0,47262.0,45208.0,50625.0,60321.0
36571,60408.0,58696.0,58446.0,60998.0,63513.0,61574.0
36572,63287.0,64348.0,79955.0,88241.0,88438.0,93810.0
36574,63839.0,,,41589.0,43137.0,49167.0
36575,59016.0,54921.0,57777.0,63531.0,66830.0,69381.0
36576,44744.0,57338.0,44313.0,60063.0,85156.0,78227.0
36578,58625.0,80313.0,109735.0,85341.0,67857.0,
36579,39306.0,48182.0,53239.0,59189.0,64732.0,68750.0
36580,43393.0,47438.0,47664.0,46845.0,49844.0,59138.0
36581,50273.0,,42250.0,,,
36582,52676.0,54544.0,55794.0,56658.0,58333.0,61498.0
36583,37361.0,41181.0,41731.0,70667.0,46638.0,
36584,68750.0,69531.0,,,,
36585,27672.0,31154.0,46080.0,54792.0,63350.0,74203.0
36587,53177.0,50529.0,51709.0,55210.0,60772.0,69352.0
36602,23958.0,28750.0,23063.0,23750.0,30795.0,35000.0
36603,19203.0,20801.0,25516.0,24754.0,24612.0,27083.0
36604,47695.0,47080.0,50079.0,49927.0,58952.0,60750.0
36605,31834.0,35632.0,36815.0,38503.0,40802.0,45064.0
36606,37837.0,40850.0,43058.0,44662.0,50748.0,49561.0
36607,39813.0,37220.0,40074.0,38520.0,42389.0,40681.0
36608,49068.0,51332.0,51544.0,53217.0,59400.0,64372.0
36609,39778.0,40363.0,38894.0,41851.0,46173.0,49724.0
36610,22639.0,25963.0,25126.0,25805.0,27464.0,27098.0
36611,32855.0,28611.0,32332.0,36196.0,38985.0,42854.0
36612,22531.0,22172.0,22500.0,30388.0,34575.0,36777.0
36613,37911.0,39113.0,40631.0,43137.0,49056.0,49317.0
36617,27626.0,31192.0,35450.0,38067.0,37379.0,39922.0
36618,47049.0,44531.0,46716.0,46800.0,52341.0,59075.0
36619,55516.0,50739.0,50533.0,50146.0,57545.0,60939.0
36688,,,,5761.0,7609.0,
36693,60667.0,61155.0,64370.0,64619.0,67048.0,69580.0
36695,69674.0,69084.0,70786.0,72074.0,72825.0,75236.0
36701,34377.0,37110.0,35204.0,40226.0,41528.0,40466.0
36703,27030.0,29990.0,28003.0,28513.0,28337.0,30096.0
36720,11875.0,17941.0,19762.0,14750.0,20536.0,13618.0
36722,,29722.0,47917.0,,,92935.0
36723,,16343.0,15227.0,33319.0,35625.0,38281.0
36726,33365.0,34205.0,36483.0,38687.0,38427.0,41146.0
36727,,,26280.0,28877.0,,
36728,35556.0,19276.0,19740.0,,18491.0,18239.0
36732,28750.0,28056.0,33136.0,41603.0,52524.0,45029.0
36736,36622.0,64792.0,,38333.0,34500.0,51691.0
36738,28654.0,32765.0,27041.0,22685.0,24609.0,33700.0
36740,30750.0,34521.0,35391.0,,,52875.0
36742,39219.0,47466.0,31338.0,32150.0,43232.0,44196.0
36744,27600.0,29675.0,28946.0,29876.0,29857.0,33983.0
36748,37694.0,40208.0,40742.0,42470.0,46149.0,31635.0
36749,37054.0,27266.0,22800.0,17455.0,21651.0,23156.0
36750,52600.0,41944.0,54013.0,55729.0,43846.0,46573.0
36751,,32143.0,40613.0,44500.0,41705.0,58558.0
36752,54167.0,,46176.0,32321.0,42500.0,45714.0
36754,,,,,,39483.0
36756,25483.0,25553.0,24834.0,29543.0,37758.0,34679.0
36758,39861.0,52212.0,51759.0,66625.0,48276.0,50682.0
36759,32569.0,37250.0,32321.0,31111.0,27390.0,28935.0
36761,27292.0,25750.0,24609.0,24653.0,26528.0,24868.0
36763,31250.0,36250.0,77596.0,71250.0,82917.0,87059.0
36765,19342.0,22807.0,24135.0,24338.0,47984.0,52102.0
36767,22938.0,22891.0,25085.0,28201.0,30608.0,36750.0
36768,19255.0,28750.0,32634.0,36435.0,37614.0,40938.0
36769,32326.0,35197.0,32727.0,34395.0,40505.0,43317.0
36773,25441.0,28507.0,25385.0,27788.0,32989.0,
36775,33465.0,35921.0,47500.0,55014.0,55341.0,
36776,29808.0,28182.0,14552.0,,,15045.0
36782,38026.0,38214.0,38173.0,39583.0,58438.0,47566.0
36783,23514.0,27143.0,30913.0,37875.0,41944.0,46667.0
36784,38108.0,37832.0,39028.0,44688.0,49186.0,51442.0
36785,24318.0,34079.0,44118.0,37292.0,40515.0,29844.0
36786,19141.0,18281.0,20281.0,22880.0,24492.0,28872.0
36790,40227.0,,,58309.0,,
36792,69253.0,69189.0,,72762.0,33350.0,36131.0
36793,26912.0,,,77257.0,92981.0,81458.0
36801,40146.0,46713.0,51697.0,50224.0,55728.0,58256.0
36804,48596.0,51159.0,52629.0,51699.0,54504.0,57842.0
36830,53632.0,53972.0,56595.0,63012.0,63292.0,63761.0
36832,27638.0,30603.0,30068.0,32618.0,32974.0,34957.0
36850,33363.0,33832.0,37500.0,38290.0,41611.0,41705.0
36852,24847.0,24718.0,42927.0,60625.0,73832.0,76794.0
36853,53470.0,54248.0,55107.0,56727.0,60158.0,66767.0
36854,44914.0,52093.0,52469.0,53528.0,58324.0,60385.0
36855,44412.0,50016.0,50768.0,53442.0,56220.0,58230.0
36856,72715.0,72580.0,59542.0,61527.0,66994.0,68636.0
36858,28889.0,37917.0,31458.0,30759.0,33750.0,35590.0
36860,34872.0,32209.0,40190.0,41910.0,46725.0,42470.0
36861,46364.0,49250.0,55072.0,60000.0,61563.0,63694.0
36862,33096.0,34531.0,32500.0,39077.0,44014.0,39510.0
36863,36884.0,38538.0,36680.0,44543.0,46120.0,45313.0
36865,,43750.0,55750.0,58542.0,62656.0,47222.0
36866,40164.0,39409.0,44554.0,52123.0,59086.0,61728.0
36867,43144.0,45702.0,41627.0,42914.0,46401.0,46847.0
36869,35156.0,36333.0,40574.0,42004.0,47823.0,50341.0
36870,51257.0,54067.0,63797.0,66082.0,69766.0,69652.0
36871,35179.0,27197.0,35625.0,35083.0,41850.0,30592.0
36874,53393.0,62722.0,56489.0,59985.0,54478.0,63211.0
36875,54081.0,54239.0,55070.0,56553.0,53735.0,55393.0
36877,55221.0,52076.0,57857.0,56117.0,62859.0,68555.0
36879,81908.0,99489.0,120110.0,118929.0,108015.0,98750.0
36901,23167.0,30580.0,31296.0,,,50472.0
36904,35632.0,36194.0,36708.0,37898.0,41419.0,42009.0
36907,26875.0,23590.0,29231.0,35000.0,32426.0,38750.0
36908,53371.0,55164.0,48929.0,61875.0,64375.0,54775.0
36912,31683.0,32634.0,43232.0,50500.0,53000.0,67674.0
36915,,33125.0,32813.0,30473.0,32941.0,34386.0
36916,32500.0,30000.0,33333.0,27006.0,28792.0,28486.0
36919,29254.0,29333.0,30648.0,36111.0,51196.0,60074.0
36921,25774.0,25238.0,28100.0,24489.0,26111.0,33788.0
36922,37823.0,36136.0,40741.0,41553.0,112778.0,
36925,28583.0,30904.0,36275.0,31966.0,35481.0,39219.0
37010,88403.0,85063.0,93794.0,100587.0,110532.0,115362.0
37012,39722.0,43398.0,49883.0,55300.0,53042.0,51902.0
37013,54811.0,59015.0,60602.0,61801.0,67270.0,72233.0
37014,126926.0,128173.0,123137.0,105086.0,106179.0,104938.0
37015,51420.0,54097.0,59144.0,63755.0,70271.0,74848.0
37016,58490.0,58159.0,59714.0,60958.0,61979.0,64417.0
37018,39083.0,41100.0,50694.0,52667.0,57734.0,61523.0
37019,35083.0,39327.0,39453.0,39676.0,43636.0,43889.0
37020,62301.0,67956.0,59094.0,65000.0,73654.0,81025.0
37022,57159.0,59835.0,61875.0,64257.0,66648.0,61250.0
37023,52396.0,54583.0,59293.0,56563.0,72768.0,66500.0
37025,50384.0,47670.0,51595.0,56571.0,77996.0,80462.0
37026,51250.0,59625.0,51354.0,45260.0,40189.0,41881.0
37027,132364.0,139932.0,133254.0,135284.0,148564.0,156002.0
37028,70152.0,63750.0,80489.0,,47143.0,56765.0
37029,76688.0,82703.0,84848.0,89497.0,90889.0,91571.0
37030,44837.0,43151.0,44531.0,49143.0,53412.0,57510.0
37031,59928.0,73646.0,75393.0,77361.0,80417.0,86380.0
37032,63281.0,65489.0,74760.0,78125.0,84912.0,85766.0
37033,38994.0,40784.0,45149.0,46979.0,54541.0,56455.0
37034,55775.0,66472.0,66627.0,71086.0,78705.0,84906.0
37035,56528.0,66678.0,63412.0,69635.0,77713.0,90742.0
37036,41229.0,43179.0,47500.0,60038.0,68893.0,72277.0
37037,70128.0,79306.0,89756.0,98872.0,102339.0,111458.0
37040,53201.0,54375.0,54348.0,58229.0,62035.0,65331.0
37042,50862.0,51256.0,55184.0,57356.0,61609.0,66435.0
37043,68852.0,70655.0,76555.0,80856.0,88299.0,91871.0
37046,106082.0,109879.0,116875.0,133367.0,155224.0,162712.0
37047,55156.0,57434.0,60417.0,53125.0,66116.0,63977.0
37048,67553.0,75786.0,76196.0,83859.0,90652.0,98012.0
37049,68199.0,64006.0,74000.0,76328.0,87625.0,84677.0
37050,50352.0,38988.0,57838.0,47448.0,52200.0,60463.0
37051,49864.0,51472.0,52008.0,56399.0,57717.0,63406.0
37052,70643.0,68667.0,65995.0,59113.0,66385.0,78311.0
37055,45675.0,49663.0,53062.0,57977.0,65016.0,69283.0
37057,17057.0,17880.0,27899.0,30602.0,35060.0,86875.0
37058,43545.0,47429.0,47289.0,56310.0,58114.0,59896.0
37059,33804.0,44327.0,38065.0,40865.0,57656.0,55368.0
37060,62115.0,74148.0,67247.0,77250.0,90750.0,101466.0
37061,46000.0,46883.0,46047.0,48730.0,53719.0,54396.0
37062,66168.0,69685.0,69290.0,75663.0,84453.0,87598.0
37064,96803.0,100431.0,105342.0,109927.0,114859.0,121492.0
37066,60065.0,64063.0,64908.0,67394.0,73381.0,78049.0
37067,106492.0,109187.0,107464.0,107979.0,105403.0,110202.0
37069,126075.0,134891.0,129569.0,134177.0,141032.0,146336.0
37072,64093.0,63784.0,62655.0,66475.0,72370.0,75514.0
37073,58547.0,60114.0,69875.0,73811.0,81983.0,82716.0
37074,47385.0,53449.0,55855.0,58381.0,61776.0,62931.0
37075,72670.0,74964.0,77320.0,82780.0,94234.0,97597.0
37076,62179.0,65870.0,64392.0,66793.0,68894.0,74555.0
37078,21925.0,52708.0,55278.0,47361.0,48194.0,62625.0
37079,39139.0,41813.0,44419.0,50641.0,61685.0,83875.0
37080,56798.0,56763.0,63201.0,68768.0,77391.0,78151.0
37082,72260.0,73833.0,77909.0,84722.0,91895.0,95301.0
37083,37646.0,38316.0,37188.0,45164.0,54796.0,60215.0
37085,62261.0,65455.0,80484.0,88441.0,109245.0,123469.0
37086,59409.0,63209.0,64130.0,65294.0,73853.0,79285.0
37087,56457.0,60486.0,66141.0,68508.0,74665.0,80978.0
37090,65467.0,72826.0,66536.0,70898.0,74028.0,85048.0
37091,44325.0,48030.0,48679.0,53389.0,57170.0,61887.0
37095,49952.0,49208.0,43359.0,50179.0,57738.0,50278.0
37096,36538.0,40250.0,52829.0,56105.0,60417.0,51076.0
37097,31645.0,43047.0,43750.0,50223.0,53750.0,53235.0
37098,47816.0,49155.0,52570.0,50858.0,51300.0,53902.0
37101,47297.0,47285.0,53453.0,56172.0,63125.0,72669.0
37110,36613.0,41170.0,43106.0,45782.0,52532.0,53135.0
37115,43521.0,46123.0,46777.0,52448.0,55313.0,53034.0
37118,77611.0,79802.0,63839.0,65069.0,80556.0,86447.0
37122,85276.0,91679.0,92944.0,99435.0,109308.0,109306.0
37127,68295.0,68687.0,71059.0,77881.0,81270.0,85947.0
37128,72719.0,76571.0,76988.0,82922.0,85544.0,89069.0
37129,69238.0,72995.0,73818.0,77089.0,84076.0,89772.0
37130,46907.0,48386.0,49229.0,54443.0,57425.0,60389.0
37134,62813.0,62667.0,61875.0,64583.0,72917.0,80343.0
37135,120230.0,126175.0,128281.0,131594.0,140024.0,146028.0
37137,34985.0,35525.0,36816.0,35630.0,37747.0,43239.0
37138,70492.0,72861.0,73710.0,79182.0,87465.0,87450.0
37140,35156.0,38661.0,,50972.0,,59550.0
37141,80625.0,72188.0,60484.0,61875.0,69191.0,70625.0
37142,63269.0,53281.0,68750.0,68188.0,40357.0,73056.0
37143,67862.0,69934.0,71094.0,76845.0,85446.0,93212.0
37144,50172.0,55667.0,55875.0,59342.0,69531.0,66016.0
37145,47702.0,46250.0,52679.0,53990.0,63185.0,65125.0
37146,79200.0,83165.0,83786.0,90675.0,98491.0,102988.0
37148,56778.0,57465.0,59050.0,62927.0,72141.0,77684.0
37149,63070.0,57949.0,59578.0,62222.0,65881.0,68733.0
37150,26329.0,28402.0,29071.0,35179.0,33717.0,33627.0
37151,43000.0,36630.0,,38571.0,92674.0,98665.0
37153,84538.0,93819.0,88000.0,78207.0,81681.0,90625.0
37160,46699.0,47516.0,50642.0,52650.0,56400.0,58899.0
37165,48125.0,,21406.0,22000.0,24028.0,24375.0
37166,43200.0,44144.0,44195.0,45046.0,45677.0,46713.0
37167,63319.0,64996.0,69482.0,72111.0,76446.0,79720.0
37171,,,125462.0,107431.0,,116200.0
37172,55805.0,57624.0,57334.0,57090.0,62608.0,71103.0
37174,88479.0,86284.0,81823.0,86876.0,96200.0,98775.0
37175,40556.0,31250.0,32159.0,32370.0,46632.0,46971.0
37178,41271.0,38810.0,42188.0,43750.0,49643.0,57429.0
37179,95354.0,100014.0,104498.0,108416.0,128265.0,124844.0
37180,49326.0,51928.0,63837.0,73229.0,81444.0,88581.0
37181,55441.0,47045.0,62059.0,64239.0,90086.0,64583.0
37183,57675.0,56726.0,56154.0,64735.0,67750.0,71597.0
37184,54959.0,55582.0,56225.0,59732.0,67005.0,73862.0
37185,37209.0,42232.0,43528.0,47772.0,50403.0,52849.0
37186,48983.0,49858.0,48880.0,48051.0,54495.0,57133.0
37187,49417.0,55119.0,56191.0,60493.0,67092.0,71049.0
37188,73081.0,77614.0,79948.0,79830.0,85731.0,87412.0
37189,65224.0,75690.0,74963.0,80523.0,88804.0,93577.0
37190,47710.0,53523.0,53505.0,57905.0,58042.0,59104.0
37191,65286.0,76724.0,80376.0,79183.0,91443.0,97174.0
37201,76250.0,76014.0,92827.0,95353.0,106460.0,88438.0
37203,53214.0,57330.0,58032.0,59406.0,63834.0,69671.0
37204,78739.0,87292.0,89954.0,97727.0,104987.0,109341.0
37205,103156.0,106241.0,107876.0,120377.0,136100.0,133068.0
37206,54176.0,59203.0,66065.0,72446.0,80915.0,88605.0
37207,37951.0,42973.0,50583.0,52827.0,59973.0,60102.0
37208,34945.0,39964.0,47903.0,54296.0,59050.0,62682.0
37209,53062.0,54461.0,61096.0,63287.0,68898.0,75810.0
37210,34824.0,36283.0,36985.0,40945.0,41736.0,43343.0
37211,53188.0,56748.0,59075.0,61781.0,64856.0,69936.0
37212,61951.0,63586.0,71699.0,78720.0,83458.0,86461.0
37214,56910.0,61558.0,61206.0,63135.0,71582.0,71969.0
37215,117105.0,127203.0,122715.0,133532.0,148074.0,151156.0
37216,54807.0,61641.0,62214.0,70728.0,74693.0,82134.0
37217,48875.0,49103.0,50423.0,52295.0,57084.0,61529.0
37218,46904.0,46974.0,46434.0,48619.0,55813.0,59073.0
37219,97417.0,87344.0,85463.0,91275.0,96776.0,104199.0
37220,121532.0,119803.0,117917.0,137976.0,150132.0,156227.0
37221,80564.0,83331.0,85933.0,90660.0,96623.0,99083.0
37228,29119.0,31451.0,52344.0,50579.0,65930.0,73708.0
37301,31500.0,32292.0,32891.0,35385.0,39363.0,32574.0
37302,61016.0,71890.0,70637.0,78467.0,83819.0,103578.0
37303,39111.0,40892.0,42685.0,48923.0,58466.0,60874.0
37305,31250.0,41172.0,63050.0,60938.0,65089.0,47375.0
37306,51537.0,51279.0,51295.0,56286.0,58108.0,55707.0
37307,42295.0,43366.0,58857.0,64565.0,69286.0,74953.0
37308,55230.0,57946.0,59694.0,62174.0,67140.0,69398.0
37309,48467.0,47520.0,53872.0,48719.0,59375.0,63245.0
37310,62158.0,70184.0,65904.0,59539.0,73984.0,76401.0
37311,37519.0,39510.0,38129.0,42129.0,45589.0,46827.0
37312,54597.0,57521.0,56462.0,62545.0,70095.0,75369.0
37313,36786.0,34559.0,33267.0,36299.0,39951.0,40919.0
37317,37722.0,34444.0,39556.0,45750.0,48581.0,73032.0
37318,33523.0,31167.0,31150.0,31809.0,34932.0,41484.0
37321,37028.0,40946.0,45160.0,49310.0,56844.0,59182.0
37322,42004.0,50325.0,50828.0,53986.0,56136.0,53965.0
37323,49288.0,54862.0,57028.0,60338.0,65572.0,67538.0
37324,39635.0,39899.0,33792.0,36388.0,42071.0,44563.0
37325,43659.0,44743.0,44865.0,53333.0,53750.0,64659.0
37326,36250.0,42188.0,,,,
37327,52839.0,49319.0,44743.0,47385.0,55417.0,51862.0
37328,35663.0,35071.0,38894.0,49688.0,68864.0,
37329,37567.0,37108.0,46071.0,47550.0,58804.0,64900.0
37330,53468.0,54392.0,48359.0,51581.0,57384.0,62727.0
37331,36470.0,37101.0,41131.0,52522.0,57604.0,56484.0
37332,50625.0,52055.0,70769.0,64000.0,53500.0,46341.0
37333,25208.0,22076.0,28304.0,28464.0,30029.0,24853.0
37334,44657.0,49133.0,52589.0,54252.0,59052.0,62262.0
37335,47083.0,50882.0,65536.0,70282.0,83648.0,64425.0
37336,52150.0,53705.0,55791.0,61656.0,61729.0,64276.0
37337,28700.0,27051.0,35070.0,35759.0,47321.0,44940.0
37338,41536.0,44375.0,37153.0,44563.0,50368.0,38111.0
37339,38945.0,42596.0,43125.0,44429.0,47791.0,50896.0
37340,50788.0,54213.0,53221.0,,48036.0,
37341,61563.0,64957.0,75029.0,80025.0,88234.0,93114.0
37342,48073.0,47314.0,55144.0,52292.0,62660.0,65471.0
37343,62852.0,64832.0,67603.0,71022.0,79088.0,79177.0
37345,47708.0,44700.0,41393.0,45417.0,49125.0,49918.0
37347,49244.0,49030.0,47018.0,50545.0,56094.0,57854.0
37348,60104.0,59583.0,55720.0,58873.0,44693.0,45882.0
37350,135114.0,130446.0,137368.0,152143.0,181458.0,195063.0
37351,47368.0,47000.0,45865.0,33929.0,37056.0,38965.0
37352,52077.0,60294.0,64464.0,63506.0,68448.0,66434.0
37353,50120.0,50291.0,51075.0,54367.0,58669.0,66186.0
37354,36262.0,38802.0,44362.0,47146.0,50838.0,53547.0
37355,50496.0,52781.0,54518.0,55783.0,60907.0,62943.0
37356,45096.0,46078.0,45143.0,51458.0,55048.0,53792.0
37357,47375.0,42362.0,43558.0,44846.0,53962.0,55441.0
37359,44828.0,48182.0,46622.0,58056.0,64141.0,75357.0
37360,49704.0,65240.0,77083.0,71304.0,79700.0,81957.0
37361,57019.0,47216.0,50909.0,58750.0,66297.0,79167.0
37362,41049.0,43529.0,36447.0,38970.0,42478.0,49432.0
37363,76602.0,77915.0,75799.0,83515.0,91350.0,94873.0
37365,30329.0,29609.0,37000.0,45523.0,49737.0,50962.0
