ZIP,Year,Income
02116,2018,105559.0
02118,2018,65250.0
02119,2018,30551.0
02120,2018,33727.0
02121,2018,30712.0
02122,2018,60474.0
02124,2018,53174.0
02125,2018,56318.0
02126,2018,52474.0
02127,2018,99340.0
02128,2018,55483.0
02129,2018,118226.0
02130,2018,90813.0
02131,2018,73199.0
02132,2018,100915.0
02134,2018,58068.0
02135,2018,72009.0
02136,2018,64784.0
02138,2018,95368.0
02139,2018,96771.0
02140,2018,100572.0
02141,2018,79222.0
02142,2018,116346.0
02143,2018,95556.0
02144,2018,107232.0
02145,2018,75744.0
02148,2018,64176.0
02149,2018,60264.0
02150,2018,53335.0
02151,2018,54987.0
02152,2018,68322.0
02155,2018,92407.0
02163,2018,49659.0
02169,2018,70248.0
02170,2018,76440.0
02171,2018,83479.0
02176,2018,103743.0
02180,2018,94835.0
02184,2018,94945.0
02186,2018,127448.0
02188,2018,83386.0
02189,2018,69067.0
02190,2018,87143.0
02191,2018,74801.0
02199,2018,91125.0
02210,2018,163068.0
02215,2018,45337.0
02301,2018,49693.0
02302,2018,67608.0
02322,2018,69868.0
02324,2018,92289.0
02325,2018,
02330,2018,66406.0
02332,2018,128333.0
02333,2018,86922.0
02338,2018,92111.0
02339,2018,120000.0
02341,2018,98537.0
02343,2018,69539.0
02346,2018,83227.0
02347,2018,106775.0
02350,2018,
02351,2018,90873.0
02356,2018,122710.0
02359,2018,103920.0
02360,2018,87595.0
02364,2018,106654.0
02367,2018,98359.0
02368,2018,73860.0
02370,2018,79807.0
02375,2018,94984.0
02379,2018,86806.0
02382,2018,83066.0
02420,2018,180050.0
02421,2018,168194.0
02445,2018,121763.0
02446,2018,98614.0
02451,2018,96914.0
02452,2018,86197.0
02453,2018,76856.0
02458,2018,106074.0
02459,2018,177005.0
02460,2018,122688.0
02461,2018,163382.0
02462,2018,113250.0
02464,2018,107679.0
02465,2018,149104.0
02466,2018,114495.0
02467,2018,126630.0
02468,2018,235714.0
02472,2018,97466.0
02474,2018,108986.0
02476,2018,103425.0
02478,2018,120398.0
02481,2018,204695.0
02482,2018,163750.0
02492,2018,159147.0
02493,2018,181667.0
02494,2018,129918.0
02532,2018,71982.0
02534,2018,91016.0
02535,2018,93250.0
02536,2018,69581.0
02537,2018,103894.0
02538,2018,68395.0
02539,2018,64810.0
02540,2018,73164.0
02542,2018,50682.0
02543,2018,82100.0
02554,2018,105334.0
02556,2018,97222.0
02557,2018,82045.0
02558,2018,46622.0
02559,2018,72784.0
02561,2018,84398.0
02562,2018,84353.0
02563,2018,89375.0
02564,2018,90313.0
02568,2018,50301.0
02571,2018,59219.0
02575,2018,94306.0
02576,2018,93125.0
02601,2018,49031.0
02630,2018,107031.0
02631,2018,73534.0
02632,2018,77253.0
02633,2018,72639.0
02635,2018,72608.0
02637,2018,145673.0
02638,2018,80132.0
02639,2018,48750.0
02641,2018,
02642,2018,68161.0
02644,2018,99418.0
02645,2018,79365.0
02646,2018,64760.0
02647,2018,74583.0
02648,2018,84563.0
02649,2018,71810.0
02650,2018,79926.0
02652,2018,56316.0
02653,2018,71698.0
02655,2018,77563.0
02657,2018,50741.0
02659,2018,71023.0
02660,2018,56341.0
02663,2018,64200.0
02664,2018,60193.0
02666,2018,65840.0
02667,2018,69612.0
02668,2018,100528.0
02669,2018,92292.0
02670,2018,63086.0
02671,2018,63281.0
02672,2018,74050.0
02673,2018,62595.0
02675,2018,72281.0
02702,2018,99615.0
02703,2018,74255.0
02713,2018,110625.0
02715,2018,99444.0
02717,2018,82292.0
02718,2018,91625.0
02719,2018,65763.0
02720,2018,50783.0
02721,2018,37059.0
02723,2018,40374.0
02724,2018,37702.0
02725,2018,74878.0
02726,2018,77715.0
02738,2018,80188.0
02739,2018,91573.0
02740,2018,40705.0
02743,2018,72125.0
02744,2018,38264.0
02745,2018,61143.0
02746,2018,33840.0
02747,2018,82923.0
02748,2018,78997.0
02760,2018,87561.0
02762,2018,98280.0
02763,2018,121167.0
02764,2018,84099.0
02766,2018,108423.0
02767,2018,100125.0
02769,2018,104052.0
02770,2018,102254.0
02771,2018,89155.0
02777,2018,83405.0
02779,2018,94516.0
02780,2018,57591.0
02790,2018,80145.0
02791,2018,65833.0
02802,2018,51125.0
02804,2018,100094.0
02806,2018,122729.0
02807,2018,65893.0
02808,2018,74811.0
02809,2018,66771.0
02812,2018,115000.0
02813,2018,79019.0
02814,2018,90040.0
02815,2018,243311.0
02816,2018,70234.0
02817,2018,106058.0
02818,2018,103873.0
02822,2018,87958.0
02824,2018,
02825,2018,81492.0
02826,2018,71699.0
02827,2018,87143.0
02828,2018,82150.0
02830,2018,77823.0
02831,2018,98958.0
02832,2018,88796.0
02833,2018,85547.0
02835,2018,108737.0
02836,2018,83531.0
02837,2018,81523.0
02838,2018,60692.0
02839,2018,57250.0
02840,2018,64939.0
02842,2018,69796.0
02852,2018,83197.0
02857,2018,94083.0
02858,2018,86625.0
02859,2018,84616.0
02860,2018,41638.0
02861,2018,58795.0
02863,2018,31696.0
02864,2018,86278.0
02865,2018,85865.0
02871,2018,101771.0
02872,2018,32024.0
02873,2018,
02874,2018,133526.0
02875,2018,107546.0
02876,2018,28333.0
02878,2018,74553.0
02879,2018,79975.0
02881,2018,79154.0
02882,2018,75143.0
02885,2018,55462.0
02886,2018,67459.0
02888,2018,73604.0
02889,2018,69744.0
02891,2018,64778.0
02892,2018,96619.0
02893,2018,53765.0
02894,2018,72063.0
02895,2018,39932.0
02896,2018,83915.0
02898,2018,82778.0
02903,2018,35425.0
02904,2018,41263.0
02905,2018,42950.0
02906,2018,81724.0
02907,2018,38934.0
02908,2018,47177.0
02909,2018,35486.0
02910,2018,65726.0
02911,2018,58014.0
02914,2018,51139.0
02915,2018,61984.0
02916,2018,72762.0
02917,2018,82145.0
02919,2018,64014.0
02920,2018,57389.0
02921,2018,103094.0
03031,2018,134782.0
03032,2018,115139.0
03033,2018,138092.0
03034,2018,102083.0
03036,2018,134514.0
03037,2018,100469.0
03038,2018,71151.0
03042,2018,77426.0
03043,2018,101357.0
03044,2018,97875.0
03045,2018,87838.0
03046,2018,106800.0
03047,2018,78750.0
03048,2018,77546.0
03049,2018,132500.0
03051,2018,95992.0
03052,2018,100464.0
03053,2018,103019.0
03054,2018,103043.0
03055,2018,77405.0
03057,2018,113125.0
03060,2018,50481.0
03062,2018,91417.0
03063,2018,83108.0
03064,2018,68269.0
03070,2018,108924.0
03071,2018,83250.0
03076,2018,103940.0
03077,2018,76713.0
03079,2018,83343.0
03082,2018,90521.0
03084,2018,90476.0
03086,2018,76421.0
03087,2018,133222.0
03101,2018,30483.0
03102,2018,56082.0
03103,2018,55086.0
03104,2018,63569.0
03106,2018,84375.0
03109,2018,79051.0
03110,2018,131986.0
03215,2018,106250.0
03216,2018,73011.0
03217,2018,46534.0
03218,2018,56080.0
03220,2018,69792.0
03221,2018,62831.0
03222,2018,58141.0
03223,2018,67500.0
03224,2018,85729.0
03225,2018,82630.0
03226,2018,66750.0
03227,2018,81711.0
03229,2018,97014.0
03230,2018,64648.0
03231,2018,86125.0
03233,2018,128750.0
03234,2018,68910.0
03235,2018,50740.0
03237,2018,76447.0
03238,2018,30556.0
03240,2018,54792.0
03241,2018,66875.0
03242,2018,86696.0
03243,2018,78030.0
03244,2018,70983.0
03245,2018,71458.0
03246,2018,56865.0
03249,2018,80844.0
03251,2018,57656.0
03253,2018,68714.0
03254,2018,72429.0
03255,2018,93466.0
03256,2018,68646.0
03257,2018,86500.0
03258,2018,88409.0
03259,2018,55375.0
03260,2018,96750.0
03261,2018,88654.0
03262,2018,57083.0
03263,2018,51941.0
03264,2018,47130.0
03266,2018,56071.0
03268,2018,80114.0
03269,2018,84022.0
03273,2018,98611.0
03275,2018,75213.0
03276,2018,54203.0
03278,2018,75809.0
03279,2018,51979.0
03280,2018,77083.0
03281,2018,86944.0
03282,2018,65938.0
03284,2018,77788.0
03285,2018,64069.0
03287,2018,75500.0
03290,2018,96167.0
03291,2018,25795.0
03293,2018,85481.0
03301,2018,62439.0
03303,2018,70709.0
03304,2018,117796.0
03307,2018,69784.0
03431,2018,56262.0
03440,2018,74000.0
03441,2018,32361.0
03442,2018,61818.0
03443,2018,69036.0
03444,2018,79722.0
03445,2018,63958.0
03446,2018,70938.0
03447,2018,64500.0
03448,2018,70815.0
03449,2018,71250.0
03450,2018,72833.0
03451,2018,61217.0
03452,2018,61333.0
03455,2018,60541.0
03456,2018,59211.0
03457,2018,75833.0
03458,2018,82056.0
03461,2018,77625.0
03462,2018,90441.0
03464,2018,82500.0
03465,2018,61518.0
03466,2018,77853.0
03467,2018,92500.0
03470,2018,51164.0
03561,2018,40144.0
03570,2018,38315.0
03574,2018,53190.0
03575,2018,105938.0
03576,2018,43726.0
03579,2018,47083.0
03580,2018,74886.0
03581,2018,61809.0
03582,2018,43707.0
03583,2018,59107.0
03584,2018,54926.0
03585,2018,57500.0
03586,2018,80313.0
03588,2018,51806.0
03590,2018,40000.0
03592,2018,44844.0
03593,2018,84063.0
03595,2018,59236.0
03597,2018,28750.0
03598,2018,47788.0
03601,2018,59107.0
03602,2018,61900.0
03603,2018,50461.0
03604,2018,109000.0
03605,2018,64394.0
03607,2018,63500.0
03608,2018,74875.0
03609,2018,91438.0
03740,2018,63036.0
03741,2018,71635.0
03743,2018,48667.0
03745,2018,80057.0
03746,2018,116667.0
03748,2018,83194.0
03750,2018,172540.0
03751,2018,41845.0
03752,2018,65000.0
03753,2018,84773.0
03754,2018,85997.0
03755,2018,113304.0
03765,2018,60982.0
03766,2018,71726.0
03768,2018,106786.0
03770,2018,98750.0
03771,2018,69063.0
03773,2018,56806.0
03774,2018,48856.0
03777,2018,83594.0
03779,2018,77222.0
03780,2018,57500.0
03781,2018,83208.0
03782,2018,71690.0
03784,2018,55061.0
03785,2018,45750.0
03801,2018,78903.0
03809,2018,77681.0
03810,2018,90294.0
03811,2018,113322.0
03812,2018,33895.0
03813,2018,62708.0
03814,2018,43869.0
03816,2018,59924.0
03817,2018,20577.0
03818,2018,47206.0
03819,2018,87986.0
03820,2018,70691.0
03823,2018,119375.0
03824,2018,75066.0
03825,2018,87595.0
03826,2018,73625.0
03827,2018,100243.0
03830,2018,57712.0
03832,2018,71250.0
03833,2018,88961.0
03835,2018,62596.0
03836,2018,63304.0
03837,2018,67743.0
03838,2018,55667.0
03839,2018,69113.0
03840,2018,115592.0
03841,2018,89125.0
03842,2018,82384.0
03844,2018,131053.0
03845,2018,54857.0
03846,2018,70417.0
03847,2018,93750.0
03848,2018,97843.0
03849,2018,60588.0
03850,2018,65417.0
03851,2018,68445.0
03852,2018,101364.0
03853,2018,55313.0
03854,2018,107083.0
03855,2018,80787.0
03856,2018,146389.0
03857,2018,75193.0
03858,2018,110787.0
03860,2018,58527.0
03861,2018,91600.0
03862,2018,103851.0
03864,2018,51875.0
03865,2018,82904.0
03867,2018,57017.0
03868,2018,57266.0
03869,2018,77098.0
03870,2018,106071.0
03872,2018,72263.0
03873,2018,106627.0
03874,2018,67261.0
03875,2018,90032.0
03878,2018,64829.0
03882,2018,58466.0
03883,2018,
03884,2018,90900.0
03885,2018,115078.0
03886,2018,53357.0
03887,2018,74135.0
03890,2018,58871.0
03894,2018,61563.0
03897,2018,
03901,2018,85242.0
03902,2018,84048.0
03903,2018,77435.0
03904,2018,69702.0
03905,2018,90978.0
03906,2018,72837.0
03907,2018,70417.0
03908,2018,86623.0
03909,2018,93882.0
03910,2018,57820.0
03911,2018,
04001,2018,56797.0
04002,2018,65291.0
04003,2018,86902.0
04005,2018,51953.0
04006,2018,32708.0
04008,2018,72533.0
04009,2018,50379.0
04010,2018,46458.0
04011,2018,60326.0
04015,2018,68125.0
04017,2018,63542.0
04019,2018,
04020,2018,47083.0
04021,2018,105573.0
04022,2018,55417.0
04024,2018,57500.0
04027,2018,64771.0
04029,2018,55962.0
04030,2018,68312.0
04032,2018,80723.0
04037,2018,48065.0
04038,2018,78251.0
04039,2018,71855.0
04040,2018,44551.0
04041,2018,44006.0
04042,2018,64183.0
04043,2018,76136.0
04046,2018,71000.0
04047,2018,56467.0
04048,2018,54340.0
04049,2018,70512.0
04050,2018,76250.0
04051,2018,49931.0
04055,2018,67528.0
04056,2018,61250.0
04061,2018,70984.0
04062,2018,76692.0
04063,2018,
04064,2018,50971.0
04066,2018,66719.0
04068,2018,42740.0
04069,2018,85313.0
04071,2018,75478.0
04072,2018,68271.0
04073,2018,47220.0
04074,2018,97589.0
04076,2018,67819.0
04079,2018,77188.0
04083,2018,60158.0
04084,2018,73632.0
04085,2018,89609.0
04086,2018,74653.0
04087,2018,55978.0
04088,2018,52303.0
04090,2018,67269.0
04091,2018,51818.0
04092,2018,55563.0
04093,2018,72439.0
04095,2018,52308.0
04096,2018,81731.0
04097,2018,110500.0
04101,2018,42076.0
04102,2018,57982.0
04103,2018,66799.0
04105,2018,119022.0
04106,2018,66009.0
04107,2018,111739.0
04108,2018,86563.0
04109,2018,65288.0
04110,2018,165720.0
04210,2018,48924.0
04216,2018,43750.0
04217,2018,43953.0
04219,2018,51369.0
04220,2018,54444.0
04221,2018,45938.0
04222,2018,73030.0
04224,2018,37656.0
04226,2018,49583.0
04227,2018,30682.0
04231,2018,37188.0
04234,2018,32097.0
04236,2018,69571.0
04237,2018,73000.0
04238,2018,54333.0
04239,2018,58823.0
04240,2018,41371.0
04250,2018,48875.0
04252,2018,66056.0
04253,2018,59511.0
04254,2018,36094.0
04255,2018,64375.0
04256,2018,61786.0
04257,2018,45000.0
04258,2018,73036.0
04259,2018,54821.0
04260,2018,70081.0
04261,2018,54583.0
04263,2018,54250.0
04265,2018,65221.0
04267,2018,59688.0
04268,2018,47798.0
04270,2018,54250.0
04274,2018,61857.0
04275,2018,42500.0
04276,2018,35440.0
04280,2018,67275.0
04281,2018,46597.0
04282,2018,63047.0
04284,2018,68000.0
04285,2018,43750.0
04287,2018,53243.0
04289,2018,45313.0
04290,2018,56181.0
04292,2018,62875.0
04294,2018,48056.0
04330,2018,45278.0
04342,2018,68674.0
04344,2018,39486.0
04345,2018,56055.0
04346,2018,50729.0
04347,2018,59548.0
04348,2018,56445.0
04349,2018,66429.0
04350,2018,69464.0
04351,2018,69083.0
04352,2018,53203.0
04353,2018,48656.0
04354,2018,65121.0
04355,2018,82292.0
04357,2018,53750.0
04358,2018,61534.0
04359,2018,
04360,2018,58646.0
04363,2018,54948.0
04364,2018,65990.0
04401,2018,47789.0
04406,2018,45417.0
04408,2018,54375.0
04410,2018,47197.0
04411,2018,57708.0
04412,2018,58403.0
04413,2018,46250.0
04414,2018,37692.0
04415,2018,37679.0
04416,2018,46250.0
04417,2018,29583.0
04418,2018,43594.0
04419,2018,67143.0
04421,2018,52500.0
04422,2018,53000.0
04424,2018,32232.0
04426,2018,39928.0
04427,2018,55050.0
04428,2018,58325.0
04429,2018,59190.0
04430,2018,39464.0
04431,2018,55139.0
04434,2018,55938.0
04435,2018,42788.0
04438,2018,44375.0
04441,2018,55179.0
04442,2018,30938.0
04443,2018,38717.0
04444,2018,79716.0
04448,2018,32500.0
04449,2018,52102.0
04450,2018,63750.0
04451,2018,33542.0
04453,2018,33500.0
04454,2018,18958.0
04455,2018,38516.0
04456,2018,63004.0
04457,2018,39797.0
04459,2018,39583.0
04460,2018,36458.0
04461,2018,63036.0
04462,2018,37295.0
04463,2018,33402.0
04464,2018,41042.0
04468,2018,42475.0
04471,2018,36923.0
04472,2018,53682.0
04473,2018,45742.0
04474,2018,64857.0
04475,2018,43036.0
04476,2018,48667.0
04478,2018,36964.0
04479,2018,39000.0
04481,2018,43750.0
04485,2018,45694.0
04487,2018,33523.0
04488,2018,57500.0
04489,2018,48095.0
04490,2018,54688.0
04491,2018,37500.0
04492,2018,46607.0
04493,2018,51786.0
04495,2018,38500.0
04496,2018,58373.0
04497,2018,23750.0
04530,2018,52545.0
04535,2018,68068.0
04537,2018,60887.0
04538,2018,48000.0
04539,2018,54615.0
04541,2018,45893.0
04543,2018,52941.0
04544,2018,79100.0
04547,2018,58304.0
04548,2018,62778.0
04551,2018,64583.0
04553,2018,71250.0
04554,2018,58281.0
04555,2018,61442.0
04556,2018,57237.0
04558,2018,93056.0
04562,2018,72419.0
04563,2018,56029.0
04564,2018,66607.0
04568,2018,50714.0
04571,2018,46188.0
04572,2018,42917.0
04573,2018,67031.0
04574,2018,50652.0
04575,2018,140625.0
04576,2018,52197.0
04578,2018,44835.0
04579,2018,76442.0
04605,2018,56787.0
04606,2018,40208.0
04607,2018,47000.0
04609,2018,51544.0
04611,2018,46806.0
04612,2018,67750.0
04613,2018,78125.0
04614,2018,59324.0
04616,2018,48438.0
04617,2018,65833.0
04619,2018,31078.0
04622,2018,39688.0
04623,2018,46827.0
04624,2018,60250.0
04625,2018,44792.0
04626,2018,51000.0
04627,2018,45526.0
04628,2018,47679.0
04630,2018,45132.0
04631,2018,35147.0
04634,2018,41643.0
04635,2018,18750.0
04637,2018,46250.0
04640,2018,55341.0
04642,2018,87250.0
04643,2018,44722.0
04645,2018,31563.0
04646,2018,58750.0
04648,2018,41736.0
04649,2018,42639.0
04650,2018,
04652,2018,35476.0
04653,2018,47857.0
04654,2018,36615.0
04655,2018,57760.0
04657,2018,51875.0
04658,2018,50156.0
04660,2018,88224.0
04662,2018,52821.0
04664,2018,50192.0
04666,2018,40313.0
04667,2018,39934.0
04668,2018,32434.0
04669,2018,
04671,2018,60375.0
04673,2018,37917.0
04674,2018,58281.0
04675,2018,72083.0
04676,2018,54750.0
04677,2018,58250.0
04679,2018,54450.0
04680,2018,41250.0
04681,2018,47125.0
04683,2018,96667.0
04684,2018,68333.0
04685,2018,73958.0
04686,2018,46250.0
04691,2018,53906.0
04693,2018,39688.0
04694,2018,47228.0
