month/year,zip,median_income,crime_rate_per_1000,business_count,ZHVI
06/2022,85029,57802.0,4.47,N/A,395323.93
07/2022,85029,57802.0,4.37,N/A,398597.3
08/2022,85029,57802.0,4.42,N/A,397246.4
09/2022,85029,57802.0,4.33,N/A,391642.96
10/2022,85029,57802.0,4.38,N/A,384612.86
11/2022,85029,57802.0,3.92,N/A,377092.96
12/2022,85029,57802.0,4.16,N/A,369982.78
01/2023,85029,60384.0,4.21,N/A,363115.16
02/2023,85029,60384.0,3.72,N/A,357962.89
03/2023,85029,60384.0,4.08,N/A,355204.43
04/2023,85029,60384.0,4.02,N/A,354588.65
05/2023,85029,60384.0,4.24,N/A,355452.32
06/2023,85029,60384.0,3.95,N/A,357085.31
07/2023,85029,60384.0,3.98,N/A,359804.7
08/2023,85029,60384.0,4.1,N/A,363272.44
09/2023,85029,60384.0,4.12,N/A,366715.22
10/2023,85029,60384.0,4.09,N/A,369733.39
11/2023,85029,60384.0,4.02,N/A,371980.58
12/2023,85029,60384.0,3.89,N/A,373420.6
01/2018,85030,N/A,5.17,N/A,N/A
02/2018,85030,N/A,4.55,N/A,N/A
03/2018,85030,N/A,4.63,N/A,N/A
04/2018,85030,N/A,4.92,N/A,N/A
05/2018,85030,N/A,5.01,N/A,N/A
06/2018,85030,N/A,4.61,N/A,N/A
07/2018,85030,N/A,4.84,N/A,N/A
08/2018,85030,N/A,4.83,N/A,N/A
09/2018,85030,N/A,4.78,N/A,N/A
10/2018,85030,N/A,4.97,N/A,N/A
11/2018,85030,N/A,4.63,N/A,N/A
12/2018,85030,N/A,4.73,N/A,N/A
01/2019,85030,N/A,4.74,N/A,N/A
02/2019,85030,N/A,4.16,N/A,N/A
03/2019,85030,N/A,4.58,N/A,N/A
04/2019,85030,N/A,4.64,N/A,N/A
05/2019,85030,N/A,5.01,N/A,N/A
06/2019,85030,N/A,4.82,N/A,N/A
07/2019,85030,N/A,4.8,N/A,N/A
08/2019,85030,N/A,4.9,N/A,N/A
09/2019,85030,N/A,4.7,N/A,N/A
10/2019,85030,N/A,4.87,N/A,N/A
11/2019,85030,N/A,4.6,N/A,N/A
12/2019,85030,N/A,4.94,N/A,N/A
01/2020,85030,N/A,5.02,N/A,N/A
02/2020,85030,N/A,0.19,N/A,N/A
03/2020,85030,N/A,4.89,N/A,N/A
04/2020,85030,N/A,4.78,N/A,N/A
05/2020,85030,N/A,4.89,N/A,N/A
06/2020,85030,N/A,4.18,N/A,N/A
07/2020,85030,N/A,4.15,N/A,N/A
08/2020,85030,N/A,4.58,N/A,N/A
09/2020,85030,N/A,4.39,N/A,N/A
10/2020,85030,N/A,4.89,N/A,N/A
11/2020,85030,N/A,4.8,N/A,N/A
12/2020,85030,N/A,4.95,N/A,N/A
01/2021,85030,N/A,4.83,N/A,N/A
02/2021,85030,N/A,4.73,N/A,N/A
03/2021,85030,N/A,4.83,N/A,N/A
04/2021,85030,N/A,4.32,N/A,N/A
05/2021,85030,N/A,4.67,N/A,N/A
06/2021,85030,N/A,4.54,N/A,N/A
07/2021,85030,N/A,4.77,N/A,N/A
08/2021,85030,N/A,4.93,N/A,N/A
09/2021,85030,N/A,4.96,N/A,N/A
10/2021,85030,N/A,4.91,N/A,N/A
11/2021,85030,N/A,4.72,N/A,N/A
12/2021,85030,N/A,4.65,N/A,N/A
01/2022,85030,N/A,4.84,N/A,N/A
02/2022,85030,N/A,4.32,N/A,N/A
03/2022,85030,N/A,4.86,N/A,N/A
04/2022,85030,N/A,4.72,N/A,N/A
05/2022,85030,N/A,4.85,N/A,N/A
06/2022,85030,N/A,4.47,N/A,N/A
07/2022,85030,N/A,4.37,N/A,N/A
08/2022,85030,N/A,4.42,N/A,N/A
09/2022,85030,N/A,4.33,N/A,N/A
10/2022,85030,N/A,4.38,N/A,N/A
11/2022,85030,N/A,3.92,N/A,N/A
12/2022,85030,N/A,4.16,N/A,N/A
01/2023,85030,N/A,4.21,N/A,N/A
02/2023,85030,N/A,3.72,N/A,N/A
03/2023,85030,N/A,4.08,N/A,N/A
04/2023,85030,N/A,4.02,N/A,N/A
05/2023,85030,N/A,4.24,N/A,N/A
06/2023,85030,N/A,3.95,N/A,N/A
07/2023,85030,N/A,3.98,N/A,N/A
08/2023,85030,N/A,4.1,N/A,N/A
09/2023,85030,N/A,4.12,N/A,N/A
10/2023,85030,N/A,4.09,N/A,N/A
11/2023,85030,N/A,4.02,N/A,N/A
12/2023,85030,N/A,3.89,N/A,N/A
01/2018,85031,35706.0,5.17,N/A,164056.44
02/2018,85031,35706.0,4.55,N/A,166067.01
03/2018,85031,35706.0,4.63,N/A,168152.49
04/2018,85031,35706.0,4.92,N/A,169994.02
05/2018,85031,35706.0,5.01,N/A,172100.53
06/2018,85031,35706.0,4.61,N/A,174269.86
07/2018,85031,35706.0,4.84,N/A,176434.72
08/2018,85031,35706.0,4.83,N/A,177943.36
09/2018,85031,35706.0,4.78,N/A,179264.47
10/2018,85031,35706.0,4.97,N/A,180572.38
11/2018,85031,35706.0,4.63,N/A,182172.76
12/2018,85031,35706.0,4.73,N/A,183881.75
01/2019,85031,40584.0,4.74,N/A,186080.03
02/2019,85031,40584.0,4.16,N/A,188749.58
03/2019,85031,40584.0,4.58,N/A,191403.32
04/2019,85031,40584.0,4.64,N/A,193594.72
05/2019,85031,40584.0,5.01,N/A,195336.12
06/2019,85031,40584.0,4.82,N/A,196929.87
07/2019,85031,40584.0,4.8,N/A,197885.67
08/2019,85031,40584.0,4.9,N/A,198522.62
09/2019,85031,40584.0,4.7,N/A,199159.1
10/2019,85031,40584.0,4.87,N/A,200806.36
11/2019,85031,40584.0,4.6,N/A,203058.85
12/2019,85031,40584.0,4.94,N/A,205449.12
01/2020,85031,50740.0,5.02,N/A,208022.72
02/2020,85031,50740.0,0.19,N/A,211595.06
03/2020,85031,50740.0,4.89,N/A,215876.45
04/2020,85031,50740.0,4.78,N/A,219834.94
05/2020,85031,50740.0,4.89,N/A,222439.85
06/2020,85031,50740.0,4.18,N/A,223539.47
07/2020,85031,50740.0,4.15,N/A,224175.95
08/2020,85031,50740.0,4.58,N/A,225223.65
09/2020,85031,50740.0,4.39,N/A,227811.41
10/2020,85031,50740.0,4.89,N/A,231455.23
11/2020,85031,50740.0,4.8,N/A,235853.97
12/2020,85031,50740.0,4.95,N/A,240531.6
01/2021,85031,56185.0,4.83,N/A,245295.45
02/2021,85031,56185.0,4.73,N/A,250073.48
03/2021,85031,56185.0,4.83,N/A,255473.85
04/2021,85031,56185.0,4.32,N/A,261072.25
05/2021,85031,56185.0,4.67,N/A,267656.3
06/2021,85031,56185.0,4.54,N/A,275004.01
07/2021,85031,56185.0,4.77,N/A,282950.72
08/2021,85031,56185.0,4.93,N/A,290397.35
09/2021,85031,56185.0,4.96,N/A,297122.02
10/2021,85031,56185.0,4.91,N/A,303248.46
11/2021,85031,56185.0,4.72,N/A,309364.64
12/2021,85031,56185.0,4.65,N/A,315100.13
01/2022,85031,60741.0,4.84,N/A,321323.93
02/2022,85031,60741.0,4.32,N/A,327787.78
03/2022,85031,60741.0,4.86,N/A,334742.02
04/2022,85031,60741.0,4.72,N/A,342157.59
05/2022,85031,60741.0,4.85,N/A,349465.02
06/2022,85031,60741.0,4.47,N/A,356148.68
07/2022,85031,60741.0,4.37,N/A,359639.25
08/2022,85031,60741.0,4.42,N/A,358997.65
09/2022,85031,60741.0,4.33,N/A,354552.42
10/2022,85031,60741.0,4.38,N/A,348616.75
11/2022,85031,60741.0,3.92,N/A,342629.57
12/2022,85031,60741.0,4.16,N/A,336896.39
01/2023,85031,59641.0,4.21,N/A,331388.45
02/2023,85031,59641.0,3.72,N/A,326672.91
03/2023,85031,59641.0,4.08,N/A,324264.35
04/2023,85031,59641.0,4.02,N/A,324201.77
05/2023,85031,59641.0,4.24,N/A,325961.36
06/2023,85031,59641.0,3.95,N/A,328537.81
07/2023,85031,59641.0,3.98,N/A,331541.12
08/2023,85031,59641.0,4.1,N/A,334868.72
09/2023,85031,59641.0,4.12,N/A,337541.13
10/2023,85031,59641.0,4.09,N/A,340238.87
11/2023,85031,59641.0,4.02,N/A,343051.71
12/2023,85031,59641.0,3.89,N/A,345480.11
01/2018,85032,54161.0,5.17,N/A,253777.81
02/2018,85032,54161.0,4.55,N/A,255487.84
03/2018,85032,54161.0,4.63,N/A,256911.75
04/2018,85032,54161.0,4.92,N/A,258074.46
05/2018,85032,54161.0,5.01,N/A,259478.38
06/2018,85032,54161.0,4.61,N/A,261102.45
07/2018,85032,54161.0,4.84,N/A,263011.3
08/2018,85032,54161.0,4.83,N/A,264934.76
09/2018,85032,54161.0,4.78,N/A,266671.95
10/2018,85032,54161.0,4.97,N/A,268078.11
11/2018,85032,54161.0,4.63,N/A,269330.0
12/2018,85032,54161.0,4.73,N/A,270511.62
01/2019,85032,57570.0,4.74,N/A,271884.54
02/2019,85032,57570.0,4.16,N/A,273592.02
03/2019,85032,57570.0,4.58,N/A,275243.45
04/2019,85032,57570.0,4.64,N/A,276555.55
05/2019,85032,57570.0,5.01,N/A,277230.03
06/2019,85032,57570.0,4.82,N/A,278010.45
07/2019,85032,57570.0,4.8,N/A,278743.01
08/2019,85032,57570.0,4.9,N/A,279941.78
09/2019,85032,57570.0,4.7,N/A,281328.08
10/2019,85032,57570.0,4.87,N/A,283256.42
11/2019,85032,57570.0,4.6,N/A,285402.27
12/2019,85032,57570.0,4.94,N/A,287631.99
01/2020,85032,59214.0,5.02,N/A,290825.06
02/2020,85032,59214.0,0.19,N/A,295062.76
03/2020,85032,59214.0,4.89,N/A,300164.33
04/2020,85032,59214.0,4.78,N/A,304587.02
05/2020,85032,59214.0,4.89,N/A,307324.46
06/2020,85032,59214.0,4.18,N/A,308611.13
07/2020,85032,59214.0,4.15,N/A,309805.92
08/2020,85032,59214.0,4.58,N/A,312208.27
09/2020,85032,59214.0,4.39,N/A,316690.83
10/2020,85032,59214.0,4.89,N/A,322067.46
11/2020,85032,59214.0,4.8,N/A,327929.93
12/2020,85032,59214.0,4.95,N/A,333827.86
01/2021,85032,62805.0,4.83,N/A,339727.39
02/2021,85032,62805.0,4.73,N/A,346145.12
03/2021,85032,62805.0,4.83,N/A,353363.9
04/2021,85032,62805.0,4.32,N/A,361444.81
05/2021,85032,62805.0,4.67,N/A,370637.14
06/2021,85032,62805.0,4.54,N/A,380657.79
07/2021,85032,62805.0,4.77,N/A,390526.12
08/2021,85032,62805.0,4.93,N/A,398918.71
09/2021,85032,62805.0,4.96,N/A,405604.48
10/2021,85032,62805.0,4.91,N/A,411510.94
11/2021,85032,62805.0,4.72,N/A,417724.24
12/2021,85032,62805.0,4.65,N/A,423762.49
01/2022,85032,69942.0,4.84,N/A,430908.5
02/2022,85032,69942.0,4.32,N/A,439127.59
03/2022,85032,69942.0,4.86,N/A,449721.85
04/2022,85032,69942.0,4.72,N/A,461209.73
05/2022,85032,69942.0,4.85,N/A,472530.86
06/2022,85032,69942.0,4.47,N/A,481455.73
07/2022,85032,69942.0,4.37,N/A,485718.15
08/2022,85032,69942.0,4.42,N/A,483999.71
09/2022,85032,69942.0,4.33,N/A,477335.76
10/2022,85032,69942.0,4.38,N/A,469128.05
11/2022,85032,69942.0,3.92,N/A,460979.88
12/2022,85032,69942.0,4.16,N/A,453340.37
01/2023,85032,74331.0,4.21,N/A,445895.96
02/2023,85032,74331.0,3.72,N/A,440029.33
03/2023,85032,74331.0,4.08,N/A,436543.14
04/2023,85032,74331.0,4.02,N/A,435354.57
05/2023,85032,74331.0,4.24,N/A,435772.82
06/2023,85032,74331.0,3.95,N/A,438060.82
07/2023,85032,74331.0,3.98,N/A,441889.2
08/2023,85032,74331.0,4.1,N/A,446767.17
09/2023,85032,74331.0,4.12,N/A,451208.62
10/2023,85032,74331.0,4.09,N/A,455132.02
11/2023,85032,74331.0,4.02,N/A,458207.95
12/2023,85032,74331.0,3.89,N/A,459947.47
01/2018,85033,39443.0,5.17,N/A,165833.75
02/2018,85033,39443.0,4.55,N/A,167319.8
03/2018,85033,39443.0,4.63,N/A,168916.53
04/2018,85033,39443.0,4.92,N/A,170227.67
05/2018,85033,39443.0,5.01,N/A,171877.51
06/2018,85033,39443.0,4.61,N/A,173888.06
07/2018,85033,39443.0,4.84,N/A,176229.36
08/2018,85033,39443.0,4.83,N/A,178216.8
09/2018,85033,39443.0,4.78,N/A,179937.66
10/2018,85033,39443.0,4.97,N/A,181527.33
11/2018,85033,39443.0,4.63,N/A,183176.89
12/2018,85033,39443.0,4.73,N/A,184888.01
01/2019,85033,42603.0,4.74,N/A,186954.73
02/2019,85033,42603.0,4.16,N/A,189370.58
03/2019,85033,42603.0,4.58,N/A,191755.44
04/2019,85033,42603.0,4.64,N/A,193644.47
05/2019,85033,42603.0,5.01,N/A,195042.53
06/2019,85033,42603.0,4.82,N/A,196387.62
07/2019,85033,42603.0,4.8,N/A,197376.78
08/2019,85033,42603.0,4.9,N/A,198565.09
09/2019,85033,42603.0,4.7,N/A,199603.21
10/2019,85033,42603.0,4.87,N/A,201285.2
11/2019,85033,42603.0,4.6,N/A,203089.4
12/2019,85033,42603.0,4.94,N/A,205175.14
01/2020,85033,45492.0,5.02,N/A,207684.25
02/2020,85033,45492.0,0.19,N/A,211087.89
03/2020,85033,45492.0,4.89,N/A,214888.78
04/2020,85033,45492.0,4.78,N/A,218049.08
05/2020,85033,45492.0,4.89,N/A,219936.93
06/2020,85033,45492.0,4.18,N/A,220699.82
07/2020,85033,45492.0,4.15,N/A,221633.62
08/2020,85033,45492.0,4.58,N/A,223320.89
09/2020,85033,45492.0,4.39,N/A,226398.04
10/2020,85033,45492.0,4.89,N/A,230174.39
11/2020,85033,45492.0,4.8,N/A,234770.42
12/2020,85033,45492.0,4.95,N/A,239739.98
01/2021,85033,51028.0,4.83,N/A,244912.65
02/2021,85033,51028.0,4.73,N/A,249845.82
03/2021,85033,51028.0,4.83,N/A,255178.17
04/2021,85033,51028.0,4.32,N/A,260717.31
05/2021,85033,51028.0,4.67,N/A,267143.61
06/2021,85033,51028.0,4.54,N/A,274470.89
07/2021,85033,51028.0,4.77,N/A,282157.38
08/2021,85033,51028.0,4.93,N/A,289611.4
09/2021,85033,51028.0,4.96,N/A,296121.34
10/2021,85033,51028.0,4.91,N/A,302093.69
11/2021,85033,51028.0,4.72,N/A,308004.81
12/2021,85033,51028.0,4.65,N/A,313907.98
01/2022,85033,57045.0,4.84,N/A,320626.62
02/2022,85033,57045.0,4.32,N/A,327804.56
03/2022,85033,57045.0,4.86,N/A,335623.6
04/2022,85033,57045.0,4.72,N/A,343810.7
05/2022,85033,57045.0,4.85,N/A,351833.69
06/2022,85033,57045.0,4.47,N/A,358838.34
07/2022,85033,57045.0,4.37,N/A,362608.39
08/2022,85033,57045.0,4.42,N/A,362073.58
09/2022,85033,57045.0,4.33,N/A,357689.46
10/2022,85033,57045.0,4.38,N/A,351469.26
11/2022,85033,57045.0,3.92,N/A,344634.0
12/2022,85033,57045.0,4.16,N/A,337615.58
01/2023,85033,60749.0,4.21,N/A,330587.09
02/2023,85033,60749.0,3.72,N/A,324819.45
03/2023,85033,60749.0,4.08,N/A,321939.92
04/2023,85033,60749.0,4.02,N/A,321675.61
05/2023,85033,60749.0,4.24,N/A,323029.25
06/2023,85033,60749.0,3.95,N/A,324866.11
07/2023,85033,60749.0,3.98,N/A,327322.82
08/2023,85033,60749.0,4.1,N/A,330491.04
09/2023,85033,60749.0,4.12,N/A,333358.12
10/2023,85033,60749.0,4.09,N/A,335975.32
11/2023,85033,60749.0,4.02,N/A,338184.7
12/2023,85033,60749.0,3.89,N/A,339823.43
01/2018,85034,27391.0,5.17,N/A,127249.84
02/2018,85034,27391.0,4.55,N/A,129454.87
03/2018,85034,27391.0,4.63,N/A,131233.61
04/2018,85034,27391.0,4.92,N/A,132203.04
05/2018,85034,27391.0,5.01,N/A,132971.82
06/2018,85034,27391.0,4.61,N/A,133952.61
07/2018,85034,27391.0,4.84,N/A,135434.86
08/2018,85034,27391.0,4.83,N/A,137441.73
09/2018,85034,27391.0,4.78,N/A,139725.57
10/2018,85034,27391.0,4.97,N/A,141536.62
11/2018,85034,27391.0,4.63,N/A,142754.87
12/2018,85034,27391.0,4.73,N/A,143521.8
01/2019,85034,30130.0,4.74,N/A,145359.19
02/2019,85034,30130.0,4.16,N/A,147529.23
03/2019,85034,30130.0,4.58,N/A,150073.39
04/2019,85034,30130.0,4.64,N/A,152014.87
05/2019,85034,30130.0,5.01,N/A,153748.22
06/2019,85034,30130.0,4.82,N/A,155195.43
07/2019,85034,30130.0,4.8,N/A,155993.21
08/2019,85034,30130.0,4.9,N/A,157123.99
09/2019,85034,30130.0,4.7,N/A,158369.59
10/2019,85034,30130.0,4.87,N/A,160278.13
11/2019,85034,30130.0,4.6,N/A,161984.41
12/2019,85034,30130.0,4.94,N/A,163537.54
01/2020,85034,33140.0,5.02,N/A,165447.54
02/2020,85034,33140.0,0.19,N/A,169554.57
03/2020,85034,33140.0,4.89,N/A,175441.96
04/2020,85034,33140.0,4.78,N/A,182179.89
05/2020,85034,33140.0,4.89,N/A,187120.54
06/2020,85034,33140.0,4.18,N/A,189677.04
07/2020,85034,33140.0,4.15,N/A,190744.84
08/2020,85034,33140.0,4.58,N/A,191474.83
09/2020,85034,33140.0,4.39,N/A,193483.73
10/2020,85034,33140.0,4.89,N/A,196349.84
11/2020,85034,33140.0,4.8,N/A,199973.16
12/2020,85034,33140.0,4.95,N/A,203766.96
01/2021,85034,37981.0,4.83,N/A,207652.26
02/2021,85034,37981.0,4.73,N/A,211589.41
03/2021,85034,37981.0,4.83,N/A,216301.95
04/2021,85034,37981.0,4.32,N/A,221013.63
05/2021,85034,37981.0,4.67,N/A,226037.32
06/2021,85034,37981.0,4.54,N/A,231410.57
07/2021,85034,37981.0,4.77,N/A,236792.46
08/2021,85034,37981.0,4.93,N/A,241486.54
09/2021,85034,37981.0,4.96,N/A,244567.91
10/2021,85034,37981.0,4.91,N/A,247894.44
11/2021,85034,37981.0,4.72,N/A,251819.65
12/2021,85034,37981.0,4.65,N/A,255810.35
01/2022,85034,42177.0,4.84,N/A,260053.07
02/2022,85034,42177.0,4.32,N/A,265136.53
03/2022,85034,42177.0,4.86,N/A,270898.57
04/2022,85034,42177.0,4.72,N/A,276070.12
05/2022,85034,42177.0,4.85,N/A,280314.85
06/2022,85034,42177.0,4.47,N/A,284062.85
07/2022,85034,42177.0,4.37,N/A,286047.67
08/2022,85034,42177.0,4.42,N/A,285478.09
09/2022,85034,42177.0,4.33,N/A,282711.23
10/2022,85034,42177.0,4.38,N/A,279323.2
11/2022,85034,42177.0,3.92,N/A,275456.12
12/2022,85034,42177.0,4.16,N/A,271372.75
01/2023,85034,53545.0,4.21,N/A,267014.24
02/2023,85034,53545.0,3.72,N/A,263389.4
03/2023,85034,53545.0,4.08,N/A,261103.1
04/2023,85034,53545.0,4.02,N/A,260301.89
05/2023,85034,53545.0,4.24,N/A,260139.81
06/2023,85034,53545.0,3.95,N/A,261082.21
07/2023,85034,53545.0,3.98,N/A,262334.5
08/2023,85034,53545.0,4.1,N/A,263839.09
09/2023,85034,53545.0,4.12,N/A,264488.0
10/2023,85034,53545.0,4.09,N/A,265381.61
11/2023,85034,53545.0,4.02,N/A,266523.41
12/2023,85034,53545.0,3.89,N/A,267445.79
01/2018,85035,41396.0,5.17,N/A,162274.19
02/2018,85035,41396.0,4.55,N/A,164241.96
03/2018,85035,41396.0,4.63,N/A,166472.8
04/2018,85035,41396.0,4.92,N/A,168101.0
05/2018,85035,41396.0,5.01,N/A,169516.16
06/2018,85035,41396.0,4.61,N/A,171037.85
07/2018,85035,41396.0,4.84,N/A,173072.81
08/2018,85035,41396.0,4.83,N/A,174932.34
09/2018,85035,41396.0,4.78,N/A,176692.67
10/2018,85035,41396.0,4.97,N/A,178094.16
11/2018,85035,41396.0,4.63,N/A,179557.82
12/2018,85035,41396.0,4.73,N/A,181067.77
01/2019,85035,45528.0,4.74,N/A,183196.96
02/2019,85035,45528.0,4.16,N/A,185841.09
03/2019,85035,45528.0,4.58,N/A,188537.16
04/2019,85035,45528.0,4.64,N/A,190619.98
05/2019,85035,45528.0,5.01,N/A,192052.27
06/2019,85035,45528.0,4.82,N/A,193292.41
07/2019,85035,45528.0,4.8,N/A,194374.06
08/2019,85035,45528.0,4.9,N/A,195671.45
09/2019,85035,45528.0,4.7,N/A,196977.27
10/2019,85035,45528.0,4.87,N/A,198751.58
11/2019,85035,45528.0,4.6,N/A,200584.97
12/2019,85035,45528.0,4.94,N/A,202503.57
01/2020,85035,45754.0,5.02,N/A,204952.04
02/2020,85035,45754.0,0.19,N/A,208556.03
03/2020,85035,45754.0,4.89,N/A,212676.1
04/2020,85035,45754.0,4.78,N/A,216159.76
05/2020,85035,45754.0,4.89,N/A,218171.19
06/2020,85035,45754.0,4.18,N/A,219038.9
07/2020,85035,45754.0,4.15,N/A,219918.75
08/2020,85035,45754.0,4.58,N/A,221470.59
09/2020,85035,45754.0,4.39,N/A,224383.27
10/2020,85035,45754.0,4.89,N/A,227834.97
11/2020,85035,45754.0,4.8,N/A,232122.16
12/2020,85035,45754.0,4.95,N/A,236672.15
01/2021,85035,48632.0,4.83,N/A,241549.95
02/2021,85035,48632.0,4.73,N/A,246185.09
03/2021,85035,48632.0,4.83,N/A,251387.46
04/2021,85035,48632.0,4.32,N/A,256765.52
05/2021,85035,48632.0,4.67,N/A,263045.12
06/2021,85035,48632.0,4.54,N/A,270009.62
07/2021,85035,48632.0,4.77,N/A,277520.38
08/2021,85035,48632.0,4.93,N/A,284827.42
09/2021,85035,48632.0,4.96,N/A,291507.34
10/2021,85035,48632.0,4.91,N/A,297707.37
11/2021,85035,48632.0,4.72,N/A,303755.12
12/2021,85035,48632.0,4.65,N/A,309706.6
01/2022,85035,53633.0,4.84,N/A,316208.04
02/2022,85035,53633.0,4.32,N/A,323232.61
03/2022,85035,53633.0,4.86,N/A,330685.63
04/2022,85035,53633.0,4.72,N/A,338706.28
05/2022,85035,53633.0,4.85,N/A,346913.05
06/2022,85035,53633.0,4.47,N/A,354624.81
07/2022,85035,53633.0,4.37,N/A,359255.17
08/2022,85035,53633.0,4.42,N/A,359201.92
09/2022,85035,53633.0,4.33,N/A,355087.4
10/2022,85035,53633.0,4.38,N/A,349116.93
11/2022,85035,53633.0,3.92,N/A,342729.14
12/2022,85035,53633.0,4.16,N/A,336256.55
01/2023,85035,57790.0,4.21,N/A,329672.07
02/2023,85035,57790.0,3.72,N/A,324204.83
03/2023,85035,57790.0,4.08,N/A,321464.68
04/2023,85035,57790.0,4.02,N/A,321330.57
05/2023,85035,57790.0,4.24,N/A,322961.15
06/2023,85035,57790.0,3.95,N/A,325078.98
07/2023,85035,57790.0,3.98,N/A,327707.59
08/2023,85035,57790.0,4.1,N/A,330671.86
09/2023,85035,57790.0,4.12,N/A,333133.8
10/2023,85035,57790.0,4.09,N/A,335359.23
11/2023,85035,57790.0,4.02,N/A,337155.28
12/2023,85035,57790.0,3.89,N/A,338526.83
01/2018,85036,N/A,5.17,N/A,N/A
02/2018,85036,N/A,4.55,N/A,N/A
03/2018,85036,N/A,4.63,N/A,N/A
04/2018,85036,N/A,4.92,N/A,N/A
05/2018,85036,N/A,5.01,N/A,N/A
06/2018,85036,N/A,4.61,N/A,N/A
07/2018,85036,N/A,4.84,N/A,N/A
08/2018,85036,N/A,4.83,N/A,N/A
09/2018,85036,N/A,4.78,N/A,N/A
10/2018,85036,N/A,4.97,N/A,N/A
11/2018,85036,N/A,4.63,N/A,N/A
12/2018,85036,N/A,4.73,N/A,N/A
01/2019,85036,N/A,4.74,N/A,N/A
02/2019,85036,N/A,4.16,N/A,N/A
03/2019,85036,N/A,4.58,N/A,N/A
04/2019,85036,N/A,4.64,N/A,N/A
05/2019,85036,N/A,5.01,N/A,N/A
06/2019,85036,N/A,4.82,N/A,N/A
07/2019,85036,N/A,4.8,N/A,N/A
08/2019,85036,N/A,4.9,N/A,N/A
09/2019,85036,N/A,4.7,N/A,N/A
10/2019,85036,N/A,4.87,N/A,N/A
11/2019,85036,N/A,4.6,N/A,N/A
12/2019,85036,N/A,4.94,N/A,N/A
01/2020,85036,N/A,5.02,N/A,N/A
02/2020,85036,N/A,0.19,N/A,N/A
03/2020,85036,N/A,4.89,N/A,N/A
04/2020,85036,N/A,4.78,N/A,N/A
05/2020,85036,N/A,4.89,N/A,N/A
06/2020,85036,N/A,4.18,N/A,N/A
07/2020,85036,N/A,4.15,N/A,N/A
08/2020,85036,N/A,4.58,N/A,N/A
09/2020,85036,N/A,4.39,N/A,N/A
10/2020,85036,N/A,4.89,N/A,N/A
11/2020,85036,N/A,4.8,N/A,N/A
12/2020,85036,N/A,4.95,N/A,N/A
01/2021,85036,N/A,4.83,N/A,N/A
02/2021,85036,N/A,4.73,N/A,N/A
03/2021,85036,N/A,4.83,N/A,N/A
04/2021,85036,N/A,4.32,N/A,N/A
05/2021,85036,N/A,4.67,N/A,N/A
06/2021,85036,N/A,4.54,N/A,N/A
07/2021,85036,N/A,4.77,N/A,N/A
08/2021,85036,N/A,4.93,N/A,N/A
09/2021,85036,N/A,4.96,N/A,N/A
10/2021,85036,N/A,4.91,N/A,N/A
11/2021,85036,N/A,4.72,N/A,N/A
12/2021,85036,N/A,4.65,N/A,N/A
01/2022,85036,N/A,4.84,N/A,N/A
02/2022,85036,N/A,4.32,N/A,N/A
03/2022,85036,N/A,4.86,N/A,N/A
04/2022,85036,N/A,4.72,N/A,N/A
05/2022,85036,N/A,4.85,N/A,N/A
06/2022,85036,N/A,4.47,N/A,N/A
07/2022,85036,N/A,4.37,N/A,N/A
08/2022,85036,N/A,4.42,N/A,N/A
09/2022,85036,N/A,4.33,N/A,N/A
10/2022,85036,N/A,4.38,N/A,N/A
11/2022,85036,N/A,3.92,N/A,N/A
12/2022,85036,N/A,4.16,N/A,N/A
01/2023,85036,N/A,4.21,N/A,N/A
02/2023,85036,N/A,3.72,N/A,N/A
03/2023,85036,N/A,4.08,N/A,N/A
04/2023,85036,N/A,4.02,N/A,N/A
05/2023,85036,N/A,4.24,N/A,N/A
06/2023,85036,N/A,3.95,N/A,N/A
07/2023,85036,N/A,3.98,N/A,N/A
08/2023,85036,N/A,4.1,N/A,N/A
09/2023,85036,N/A,4.12,N/A,N/A
10/2023,85036,N/A,4.09,N/A,N/A
11/2023,85036,N/A,4.02,N/A,N/A
12/2023,85036,N/A,3.89,N/A,N/A
01/2018,85037,56370.0,5.17,N/A,183543.57
02/2018,85037,56370.0,4.55,N/A,185249.87
03/2018,85037,56370.0,4.63,N/A,187084.37
04/2018,85037,56370.0,4.92,N/A,188714.45
05/2018,85037,56370.0,5.01,N/A,190603.45
06/2018,85037,56370.0,4.61,N/A,192584.51
07/2018,85037,56370.0,4.84,N/A,194794.81
08/2018,85037,56370.0,4.83,N/A,196517.92
09/2018,85037,56370.0,4.78,N/A,197954.09
10/2018,85037,56370.0,4.97,N/A,199067.75
11/2018,85037,56370.0,4.63,N/A,200362.31
12/2018,85037,56370.0,4.73,N/A,201796.49
01/2019,85037,58694.0,4.74,N/A,203550.64
02/2019,85037,58694.0,4.16,N/A,205522.29
03/2019,85037,58694.0,4.58,N/A,207442.68
04/2019,85037,58694.0,4.64,N/A,209158.86
05/2019,85037,58694.0,5.01,N/A,210550.9
06/2019,85037,58694.0,4.82,N/A,211912.33
07/2019,85037,58694.0,4.8,N/A,213057.98
08/2019,85037,58694.0,4.9,N/A,214187.16
09/2019,85037,58694.0,4.7,N/A,215194.62
10/2019,85037,58694.0,4.87,N/A,216543.67
11/2019,85037,58694.0,4.6,N/A,218305.19
12/2019,85037,58694.0,4.94,N/A,220512.62
01/2020,85037,61318.0,5.02,N/A,222964.88
