"Crime Overview Trend (Combined)"
"Current date: 10/13/2025 7:35:30 PM (US Mountain Standard Time)"
"Data source: AZ_summary, Summary Combined Return A & Part I Data"
"Jurisdiction by Geography: Cochise County SO"
"Measures","Number of Actual Offenses",,,,,,,,,,,,,
"Summary Month","All Summary Months","January","February","March","April","May","June","July","August","September","October","November","December",
"Summary Date"
"2017","919","61","80","71","87","94","81","97","74","82","73","54","65"
"2018","730","59","52","60","62","70","56","57","62","74","64","62","52"
"2019","688","64","49","51","53","46","51","56","63","82","58","60","55"
"2020","582","29","50","51","54","58","69","55","57","0","72","35","52"
"2021","707","53","43","71","39","56","58","66","66","55","70","73","57"
"2022","784","53","74","67","57","59","62","73","78","68","72","54","67"
"2023","755","56","67","50","65","100","62","42","48","65","57","85","58"
"2025","325","48","49","60","47","58","63","","","","","",""
"2024","699","49","44","48","75","59","60","66","74","50","54","54","66"
