"Crime Overview Trend (Combined)"
"Current date: 10/9/2025 8:23:46 PM (US Mountain Standard Time)"
"Data source: AZ_summary, Summary Combined Return A & Part I Data"
"Jurisdiction by Geography: Douglas PD"
"Measures","Number of Actual Offenses",,,,,,,,,,,,,
"Summary Month","All Summary Months","January","February","March","April","May","June","July","August","September","October","November","December",
"Summary Date"
"2018","","","","","","","","","","","","",""
"2019","711","64","55","53","48","61","48","51","81","71","62","58","59"
"2020","492","52","22","59","38","52","29","35","40","33","41","43","48"
"2021","440","33","40","41","35","33","39","45","34","26","40","47","27"
"2022","308","29","27","34","33","","22","24","25","22","36","29","27"
"2023","344","32","33","26","15","33","21","23","34","23","41","33","30"
"2025","164","34","21","13","19","26","24","15","12","","","",""
"2024","322","37","33","27","31","33","26","21","28","33","22","11","20"
