"Crime Overview Trend (Combined)"
"Current date: 10/9/2025 7:59:03 PM (US Mountain Standard Time)"
"Data source: AZ_summary, Summary Combined Return A & Part I Data"
"Jurisdiction by Geography: Kingman PD"
"Measures","Number of Actual Offenses",,,,,,,,,,,,,
"Summary Month","All Summary Months","January","February","March","April","May","June","July","August","September","October","November","December",
"Summary Date"
"2018","1,485","141","124","116","111","100","132","154","117","118","116","137","119"
"2019","1,653","130","105","138","159","169","137","152","139","127","142","118","137"
"2020","1,416","132","107","124","137","130","119","106","93","102","124","101","141"
"2021","1,386","114","134","85","109","114","100","112","152","145","110","94","117"
"2022","1,624","129","125","113","91","156","167","131","112","153","186","142","119"
"2023","1,526","136","99","116","128","134","124","107","131","141","134","135","141"
"2025","1,109","104","131","145","141","147","168","137","136","","","",""
"2024","1,748","150","147","152","154","162","118","147","121","136","174","162","125"
